a priori	/ɑ ˈpriori/
aikauttaa	/ˈɑikɑˌuttɑɑ/
aikautus	/ˈɑikɑutus/
aikavalotus	/ˈɑikɑˌvɑlotus/
aikavaraus	/ˈɑikɑˌvɑrɑus/
aikaveloitus	/ˈɑikɑveˌloitus/
aikavyöhyke	/ˈɑikɑˌvyøhyke/
aikaväli	/ˈɑikɑˌvæli/
aikayksikkö	/ˈɑikɑˌyksikkø/
aikido	/ˈɑikido/
aikoa	/ˈɑikoɑ/
aikoinaan	/ˈɑikoinɑɑn/
aikojaan	/ˈɑikojɑɑn/
aikomus	/ˈɑikomus/
aikuinen	/ˈɑikuinen/
aikuisikä	/ˈɑikuiˌsikæ/
aikuiskaste	/ˈɑikuisˌkɑste/
aikuiskasvatus	/ˈɑikuisˌkɑsvɑtus/
aikuiskoulutus	/ˈɑikuisˌkoulutus/
aikuisopetus	/ˈɑikuiˌsopetus/
aikuisopiskelija	/ˈɑikuisoˌpiskeˌlijɑ/
aikuistua	/ˈɑikuisˌtuɑ/
aikuisuus	/ˈɑikuisuus/
ailahdella	/ˈɑilɑhˌdellɑ/
ailahdus	/ˈɑilɑhdus/
ailahtaa	/ˈɑilɑhtɑɑ/
ailahtelu	/ˈɑilɑhˌtelu/
ailakki	/ˈɑilɑkki/
aimo	/ˈɑimo/
aina	/ˈɑinɑ/
ainainen	/ˈɑinɑinen/
ainaiseksi	/ˈɑinɑiˌseksi/
ainaisjäsen	/ˈɑinɑisˌjæsen/
ainaisvakuutus	/ˈɑinɑisvɑˌkuutus/
ainakaan	/ˈɑinɑkɑɑn/
ainakin	/ˈɑinɑkin/
ainavihanta	/ˈɑinɑviˌhɑntɑ/
aine	/ˈɑine/
aineellinen	/ˈɑineelˌlinen/
aineellistaa	/ˈɑineelˌlistɑɑ/
aineellistua	/ˈɑineelˌlistuɑ/
aineellistuma	/ˈɑineelˌlistumɑ/
aineellisuus	/ˈɑineelˌlisuus/
aineenkirjoittaja	/ˈɑineenkirˌjoittɑjɑ/
aineenkoetus	/ˈɑineenˌkoetus/
aineenopettaja	/ˈɑineenoˌpettɑjɑ/
aineenvaihdunta	/ˈɑineenˌvɑihduntɑ/
aineenvaihduntahäiriö	/ˈɑineenˌvɑihduntɑˌhæiriø/
aineeton	/ˈɑineeton/
aineettomuus	/ˈɑineetˌtomuus/
ainehiukkanen	/ˈɑinehiˌukkɑnen/
aineistaa	/ˈɑineistɑɑ/
aineisto	/ˈɑineisto/
aineistokoe	/ˈɑineisˌtokoe/
aineistua	/ˈɑineisˌtuɑ/
aineistuma	/ˈɑineisˌtumɑ/
ainejakoinen	/ˈɑinejɑˌkoinen/
ainejärjestö	/ˈɑineˌjærjestø/
ainekirjoitus	/ˈɑinekirˌjoitus/
ainekoostumus	/ˈɑineˌkoostumus/
aineksenkeruu	/ˈɑinekˌsenkeruu/
aineluokka	/ˈɑineˌluokkɑ/
aineluokkajärjestelmä	/ˈɑineˌluokkɑˌjærjesˌtelmæ/
ainemäärä	/ˈɑineˌmææræ/
aineopinnot	/ˈɑineoˌpinnot/
aineosa	/ˈɑineˌosɑ/
aines	/ˈɑines/
ainesana	/ˈɑineˌsɑnɑ/
aineseos	/ˈɑineˌseos/
aineskokoelma	/ˈɑinesˌkokoˌelmɑ/
ainesosa	/ˈɑineˌsosɑ/
ainespuu	/ˈɑinespuu/
aineyhdistelmä	/ˈɑineˌyhdisˌtelmæ/
ainiaaksi	/ˈɑiniˌɑɑksi/
ainiaan	/ˈɑiniɑɑn/
ainiaksi	/ˈɑiniˌɑksi/
ainian	/ˈɑiniɑn/
aino	/ˈɑino/
ainoa	/ˈɑinoɑ/
ainoalaatuinen	/ˈɑinoɑˌlɑɑtuinen/
ainoalaatuisuus	/ˈɑinoɑˌlɑɑtuisuus/
ainoastaan	/ˈɑinoˌɑstɑɑn/
ainoiskappale	/ˈɑinoisˌkɑppɑle/
ainokainen	/ˈɑinoˌkɑinen/
ainu	/ˈɑinu/
ainut	/ˈɑinut/
ainutkertainen	/ˈɑinutkerˌtɑinen/
ainutkertaisuus	/ˈɑinutkerˌtɑisuus/
ainutlaatuinen	/ˈɑinutˌlɑɑtuinen/
ainutlaatuisuus	/ˈɑinutˌlɑɑtuisuus/
aioli	/ˈɑioli/
airedalenterrieri	/ˈɑiredɑˌlenterˌrieri/
airo	/ˈɑiro/
aironlapa	/ˈɑironˌlɑpɑ/
aironveto	/ˈɑironˌveto/
airopari	/ˈɑiroˌpɑri/
airut	/ˈɑirut/
aisa	/ˈɑisɑ/
aisakello	/ˈɑisɑˌkello/
aisankannattaja	/ˈɑisɑnˌkɑnnɑtˌtɑjɑ/
aisapari	/ˈɑisɑˌpɑri/
aisata	/ˈɑisɑtɑ/
aisaus	/ˈɑisɑus/
aisti	/ˈɑisti/
aistia	/ˈɑistiɑ/
aistienvarainen	/ˈɑistienvɑˌrɑinen/
aistiharha	/ˈɑistiˌhɑrhɑ/
aistihavainto	/ˈɑistihɑˌvɑinto/
aistikas	/ˈɑistikɑs/
aistikkaasti	/ˈɑistikˌkɑɑsti/
aistikkuus	/ˈɑistikkuus/
aistillinen	/ˈɑistilˌlinen/
aistillisesti	/ˈɑistilliˌsesti/
aistillisuus	/ˈɑistilˌlisuus/
aistimaailma	/ˈɑistiˌmɑɑilmɑ/
aistimus	/ˈɑistimus/
aistin	/ˈɑistin/
aistinelin	/ˈɑistiˌnelin/
aistinsolu	/ˈɑistinˌsolu/
aistivaikutelma	/ˈɑistiˌvɑikuˌtelmɑ/
aistivammainen	/ˈɑistivɑmˌmɑinen/
aita	/ˈɑitɑ/
aitajuoksija	/ˈɑitɑˌjuoksijɑ/
aitajuoksu	/ˈɑitɑˌjuoksu/
aitapensas	/ˈɑitɑˌpensɑs/
aitaus	/ˈɑitɑus/
aitio	/ˈɑitio/
aitiopaikka	/ˈɑitioˌpɑikkɑ/
aito	/ˈɑito/
aitoa	/ˈɑitoɑ/
aitoamaryllis	/ˈɑitoˌɑmɑˌryllis/
aitoperäinen	/ˈɑitopeˌræinen/
aitosuomalainen	/ˈɑitoˌsuomɑˌlɑinen/
aitosuomalaisuus	/ˈɑitoˌsuomɑˌlɑisuus/
aitosyöpä	/ˈɑitoˌsyøpæ/
aitotumallinen	/ˈɑitotuˌmɑllinen/
aitous	/ˈɑitous/
aitovieri	/ˈɑitoˌvieri/
aitta	/ˈɑittɑ/
aituri	/ˈɑituri/
aivan	/ˈɑivɑn/
aivastaa	/ˈɑivɑstɑɑ/
aivastella	/ˈɑivɑsˌtellɑ/
aivastus	/ˈɑivɑstus/
aivastuttaa	/ˈɑivɑsˌtuttɑɑ/
aivina	/ˈɑivinɑ/
aivipisto	/ˈɑiviˌpisto/
aivo	/ˈɑivo/
aivo-selkäydinneste	/ˈɑivoselˌkæydinˌneste/
aivoaine	/ˈɑivoˌɑine/
aivofilmi	/ˈɑivoˌfilmi/
aivohalvaus	/ˈɑivoˌhɑlvɑus/
aivohermo	/ˈɑivoˌhermo/
aivoinvalidi	/ˈɑivoinˌvɑlidi/
aivoitus	/ˈɑivoitus/
aivojenpesu	/ˈɑivoˌjenpesu/
aivokalvo	/ˈɑivoˌkɑlvo/
aivokalvontulehdus	/ˈɑivoˌkɑlvontuˌlehdus/
aivokammio	/ˈɑivoˌkɑmmio/
aivokapasiteetti	/ˈɑivoˌkɑpɑsiˌteetti/
aivokasvain	/ˈɑivoˌkɑsvɑin/
aivokirurgi	/ˈɑivokiˌrurgi/
aivokuolema	/ˈɑivoˌkuolemɑ/
aivokuollut	/ˈɑivoˌkuollut/
aivokuori	/ˈɑivoˌkuori/
aivokurkiainen	/ˈɑivoˌkurkiˌɑinen/
aivokuume	/ˈɑivoˌkuume/
aivokuva	/ˈɑivoˌkuvɑ/
aivokuvaus	/ˈɑivoˌkuvɑus/
aivokäyrä	/ˈɑivoˌkæyræ/
aivoleikkaus	/ˈɑivoˌleikkɑus/
aivolisäke	/ˈɑivoˌlisæke/
aivopaine	/ˈɑivoˌpɑine/
aivopestä	/ˈɑivoˌpestæ/
aivopesu	/ˈɑivoˌpesu/
aivopuolisko	/ˈɑivoˌpuolisko/
aivoriihi	/ˈɑivoˌriihi/
aivorunko	/ˈɑivoˌrunko/
aivosairaus	/ˈɑivoˌsɑirɑus/
aivosolu	/ˈɑivoˌsolu/
aivosto	/ˈɑivosto/
aivosyntyinen	/ˈɑivosynˌtyinen/
aivosähkökäyrä	/ˈɑivoˌsæhkøˌkæyræ/
aivot	/ˈɑivot/
aivotoiminta	/ˈɑivoˌtoimintɑ/
aivotrusti	/ˈɑivotˌrusti/
aivotulehdus	/ˈɑivotuˌlehdus/
aivotyö	/ˈɑivotyø/
aivotärähdys	/ˈɑivotæˌræhdys/
aivovamma	/ˈɑivoˌvɑmmɑ/
aivovammainen	/ˈɑivovɑmˌmɑinen/
aivovaurio	/ˈɑivoˌvɑurio/
aivovauriolapsi	/ˈɑivoˌvɑurioˌlɑpsi/
aivoverenkierto	/ˈɑivoveˌrenkierto/
aivoverenvuoto	/ˈɑivoveˌrenvuoto/
aivoveritulppa	/ˈɑivoˌveriˌtulppɑ/
aivovienti	/ˈɑivoˌvienti/
aivovoimistelu	/ˈɑivoˌvoimisˌtelu/
aivovuoto	/ˈɑivoˌvuoto/
ajaa	/ˈɑjɑɑ/
ajaantua	/ˈɑjɑɑnˌtuɑ/
ajaja	/ˈɑjɑjɑ/
ajallaan	/ˈɑjɑllɑɑn/
ajallinen	/ˈɑjɑlˌlinen/
ajallisesti	/ˈɑjɑlliˌsesti/
ajallisuus	/ˈɑjɑlˌlisuus/
ajan mittaan	/ˈɑjɑnˈmittɑɑn/
ajanhaaskaus	/ˈɑjɑnˌhɑɑskɑus/
ajanhukka	/ˈɑjɑnˌhukkɑ/
ajanjako	/ˈɑjɑnˌjɑko/
ajanjakso	/ˈɑjɑnˌjɑkso/
ajankohta	/ˈɑjɑnˌkohtɑ/
ajankohtainen	/ˈɑjɑnkohˌtɑinen/
ajankohtaisohjelma	/ˈɑjɑnkohˌtɑisohˌjelmɑ/
ajankohtaistaa	/ˈɑjɑnkohˌtɑistɑɑ/
ajankohtaistua	/ˈɑjɑnkohˌtɑistuɑ/
ajankohtaisuus	/ˈɑjɑnkohˌtɑisuus/
ajankulu	/ˈɑjɑnˌkulu/
ajankuluke	/ˈɑjɑnˌkuluke/
ajankuva	/ˈɑjɑnˌkuvɑ/
ajankuvaus	/ˈɑjɑnˌkuvɑus/
ajanlasku	/ˈɑjɑnˌlɑsku/
ajanmittaus	/ˈɑjɑnˌmittɑus/
ajanmukainen	/ˈɑjɑnmuˌkɑinen/
ajanmukaisesti	/ˈɑjɑnmuˌkɑisesti/
ajanmukaistaa	/ˈɑjɑnmuˌkɑistɑɑ/
ajanmukaistua	/ˈɑjɑnmuˌkɑistuɑ/
ajanmukaisuus	/ˈɑjɑnmuˌkɑisuus/
ajanmääritys	/ˈɑjɑnˌmææritys/
ajanottaja	/ˈɑjɑˌnottɑjɑ/
ajanotto	/ˈɑjɑˌnotto/
ajanpuute	/ˈɑjɑnˌpuute/
ajansäästö	/ˈɑjɑnˌsææstø/
ajantasainen	/ˈɑjɑntɑˌsɑinen/
ajantasaistaa	/ˈɑjɑntɑˌsɑistɑɑ/
ajantasaistus	/ˈɑjɑntɑˌsɑistus/
ajantasaisuus	/ˈɑjɑntɑˌsɑisuus/
ajantasajärjestelmä	/ˈɑjɑnˌtɑsɑˌjærjesˌtelmæ/
ajantasakäsittely	/ˈɑjɑnˌtɑsɑkæˌsittely/
ajantilaus	/ˈɑjɑnˌtilɑus/
ajantuhlaus	/ˈɑjɑnˌtuhlɑus/
ajanvaraus	/ˈɑjɑnˌvɑrɑus/
ajanviete	/ˈɑjɑnˌviete/
ajanvieteautomaatti	/ˈɑjɑnˌvieteˌɑutoˌmɑɑtti/
ajanvietekirja	/ˈɑjɑnˌvieteˌkirjɑ/
ajanvietelehti	/ˈɑjɑnˌvieteˌlehti/
ajanvieteohjelma	/ˈɑjɑnˌvieteˌohjelmɑ/
ajanvietepeli	/ˈɑjɑnˌvieteˌpeli/
ajanvietteellinen	/ˈɑjɑnˌvietteelˌlinen/
ajanvietto	/ˈɑjɑnˌvietto/
ajassa	/ˈɑjɑssɑ/
ajassaan	/ˈɑjɑssɑɑn/
ajastaa	/ˈɑjɑstɑɑ/
ajastaika	/ˈɑjɑsˌtɑikɑ/
ajastin	/ˈɑjɑstin/
ajastus	/ˈɑjɑstus/
ajatella	/ˈɑjɑˌtellɑ/
ajatelma	/ˈɑjɑˌtelmɑ/
ajatollah	/ˈɑjɑˌtollɑh/
ajaton	/ˈɑjɑton/
ajattaa	/ˈɑjɑttɑɑ/
ajattelematon	/ˈɑjɑtˌteleˌmɑton/
ajattelemattomasti	/ˈɑjɑtˌteleˌmɑttoˌmɑsti/
ajattelemattomuus	/ˈɑjɑtˌteleˌmɑttomuus/
ajattelija	/ˈɑjɑtˌtelijɑ/
ajattelu	/ˈɑjɑtˌtelu/
ajattelukyky	/ˈɑjɑtˌteluˌkyky/
ajattelukykyinen	/ˈɑjɑtˌtelukyˌkyinen/
ajattelutapa	/ˈɑjɑtˌteluˌtɑpɑ/
ajatteluttaa	/ˈɑjɑtteˌluttɑɑ/
ajattelutyö	/ˈɑjɑtˌtelutyø/
ajattomasti	/ˈɑjɑttoˌmɑsti/
ajattomuus	/ˈɑjɑtˌtomuus/
ajatuksekas	/ˈɑjɑˌtuksekɑs/
ajatuksellinen	/ˈɑjɑˌtukselˌlinen/
ajatuksellisesti	/ˈɑjɑˌtukselliˌsesti/
ajatuksenjuoksu	/ˈɑjɑˌtuksenˌjuoksu/
ajatuksenkulku	/ˈɑjɑˌtuksenˌkulku/
ajatuksenriento	/ˈɑjɑˌtuksenˌriento/
ajatuksensiirto	/ˈɑjɑˌtuksenˌsiirto/
ajatuksenvapaus	/ˈɑjɑˌtuksenˌvɑpɑus/
ajatukseton	/ˈɑjɑˌtukseton/
ajatuksettomasti	/ˈɑjɑˌtuksettoˌmɑsti/
ajatuksettomuus	/ˈɑjɑˌtuksetˌtomuus/
ajatus	/ˈɑjɑtus/
ajatusharha	/ˈɑjɑˌtushɑrhɑ/
ajatuskatko	/ˈɑjɑˌtuskɑtko/
ajatusketju	/ˈɑjɑˌtusketju/
ajatuskoe	/ˈɑjɑˌtuskoe/
ajatuskupla	/ˈɑjɑˌtuskuplɑ/
ajatusmaailma	/ˈɑjɑtusˌmɑɑilmɑ/
ajatusrakennelma	/ˈɑjɑˌtusrɑˌkennelmɑ/
ajatussisällys	/ˈɑjɑˌtussiˌsællys/
ajatussisältö	/ˈɑjɑˌtussiˌsæltø/
ajatussuunta	/ˈɑjɑtusˌsuuntɑ/
ajatustapa	/ˈɑjɑˌtustɑpɑ/
ajatustenlukija	/ˈɑjɑˌtustenˌlukijɑ/
ajatustenluku	/ˈɑjɑˌtustenˌluku/
ajatustensiirto	/ˈɑjɑˌtustenˌsiirto/
ajatustenvaihto	/ˈɑjɑˌtustenˌvɑihto/
ajatustoiminta	/ˈɑjɑtusˌtoimintɑ/
ajatustyö	/ˈɑjɑˌtustyø/
ajatusviiva	/ˈɑjɑtusˌviivɑ/
ajatusvirhe	/ˈɑjɑˌtusvirhe/
ajatusvoimistelu	/ˈɑjɑtusˌvoimisˌtelu/
ajatusyhteys	/ˈɑjɑtuˌsyhteys/
ajautua	/ˈɑjɑuˌtuɑ/
ajelehtia	/ˈɑjeˌlehtiɑ/
ajella	/ˈɑjellɑ/
ajelu	/ˈɑjelu/
ajeluttaa	/ˈɑjeˌluttɑɑ/
ajettavuus	/ˈɑjetˌtɑvuus/
ajettua	/ˈɑjetˌtuɑ/
ajettuma	/ˈɑjetˌtumɑ/
ajetuksissa	/ˈɑjeˌtuksissɑ/
ajo	/ˈɑjo/
ajo-ohje	/ˈɑjoohje/
ajo-ominaisuus	/ˈɑjoomiˌnɑisuus/
ajo-opetus	/ˈɑjooˌpetus/
ajoaika	/ˈɑjoˌɑikɑ/
ajoankkuri	/ˈɑjoˌɑnkkuri/
ajoharjoittelu	/ˈɑjohɑrˌjoittelu/
ajoharjoittelurata	/ˈɑjohɑrˌjoitteˌlurɑtɑ/
ajoissa	/ˈɑjoissɑ/
ajoittaa	/ˈɑjoittɑɑ/
ajoittain	/ˈɑjoittɑin/
ajoittainen	/ˈɑjoitˌtɑinen/
ajoittaisuus	/ˈɑjoitˌtɑisuus/
ajoittua	/ˈɑjoitˌtuɑ/
ajoitus	/ˈɑjoitus/
ajojahti	/ˈɑjoˌjɑhti/
ajojää	/ˈɑjojææ/
ajokaista	/ˈɑjoˌkɑistɑ/
ajokas	/ˈɑjokɑs/
ajokeli	/ˈɑjoˌkeli/
ajokelpoinen	/ˈɑjokelˌpoinen/
ajokielto	/ˈɑjoˌkielto/
ajokilometri	/ˈɑjoˌkiloˌmetri/
ajokki	/ˈɑjokki/
ajokoe	/ˈɑjoˌkoe/
ajokoira	/ˈɑjoˌkoirɑ/
ajokoirametsästys	/ˈɑjoˌkoirɑˌmetsæstys/
ajokortti	/ˈɑjoˌkortti/
ajokunto	/ˈɑjoˌkunto/
ajokuntoinen	/ˈɑjokunˌtoinen/
ajolinja	/ˈɑjoˌlinjɑ/
ajolähtö	/ˈɑjoˌlæhtø/
ajomatka	/ˈɑjoˌmɑtkɑ/
ajomestari	/ˈɑjoˌmestɑri/
ajometsästys	/ˈɑjoˌmetsæstys/
ajomies	/ˈɑjomies/
ajomiina	/ˈɑjoˌmiinɑ/
ajonestin	/ˈɑjoˌnestin/
ajonestolaite	/ˈɑjoˌnestoˌlɑite/
ajoneuvo	/ˈɑjoˌneuvo/
ajoneuvoyhdistelmä	/ˈɑjoˌneuvoˌyhdisˌtelmæ/
ajonopeus	/ˈɑjoˌnopeus/
ajopeli	/ˈɑjoˌpeli/
ajopiirturi	/ˈɑjoˌpiirturi/
ajoporo	/ˈɑjoˌporo/
ajopuu	/ˈɑjopuu/
ajopuuteoria	/ˈɑjoˌpuuteˌoriɑ/
ajopyynti	/ˈɑjoˌpyynti/
ajopäiväkirja	/ˈɑjoˌpæivæˌkirjɑ/
ajorata	/ˈɑjoˌrɑtɑ/
ajos	/ˈɑjos/
ajosuunta	/ˈɑjoˌsuuntɑ/
ajotaito	/ˈɑjoˌtɑito/
ajotekniikka	/ˈɑjotekˌniikkɑ/
ajotie	/ˈɑjotie/
ajotietokone	/ˈɑjoˌtietoˌkone/
ajotilanne	/ˈɑjotiˌlɑnne/
ajoturvallisuus	/ˈɑjoˌturvɑlˌlisuus/
ajoura	/ˈɑjourɑ/
ajovalot	/ˈɑjoˌvɑlot/
ajoverkko	/ˈɑjoˌverkko/
ajoviima	/ˈɑjoˌviimɑ/
ajuri	/ˈɑjuri/
ajuruoho	/ˈɑjuˌruoho/
akaatti	/ˈɑkɑɑtti/
akallinen	/ˈɑkɑlˌlinen/
akana	/ˈɑkɑnɑ/
akankaali	/ˈɑkɑnˌkɑɑli/
akansieni	/ˈɑkɑnˌsieni/
akantti	/ˈɑkɑntti/
akanvirta	/ˈɑkɑnˌvirtɑ/
akasia	/ˈɑkɑˌsiɑ/
akateemikko	/ˈɑkɑˌteemikko/
akateeminen	/ˈɑkɑˌteeminen/
akateemisesti	/ˈɑkɑˌteemiˌsesti/
akateemisuus	/ˈɑkɑˌteemisuus/
akatemia	/ˈɑkɑˌtemiɑ/
akileija	/ˈɑkiˌleijɑ/
akilleenkantapää	/ˈɑkilˌleenkɑnˌtɑpææ/
akillesjänne	/ˈɑkilˌlesjænne/
akka	/ˈɑkkɑ/
akkainlehti	/ˈɑkkɑinˌlehti/
akkamainen	/ˈɑkkɑˌmɑinen/
akkamaisesti	/ˈɑkkɑˌmɑisesti/
akkamaisuus	/ˈɑkkɑˌmɑisuus/
akkautua	/ˈɑkkɑuˌtuɑ/
akkavalta	/ˈɑkkɑˌvɑltɑ/
akklimatisaatio	/ˈɑkkliˌmɑtiˌsɑɑtio/
akklimatisoida	/ˈɑkkliˌmɑtiˌsoidɑ/
akklimatisointi	/ˈɑkkliˌmɑtiˌsointi/
akklimatisoitua	/ˈɑkkliˌmɑtiˌsoituɑ/
akkommodaatio	/ˈɑkkommoˌdɑɑtio/
akkommodaatiokyky	/ˈɑkkommoˌdɑɑtiˌokyky/
akkreditoida	/ˈɑkkrediˌtoidɑ/
akkreditointi	/ˈɑkkrediˌtointi/
akku	/ˈɑkku/
akkukäyttöinen	/ˈɑkkukæˌyttøinen/
akkulaturi	/ˈɑkkuˌlɑturi/
akkumulaattori	/ˈɑkkumuˌlɑɑttori/
akkuna	/ˈɑkkunɑ/
akkusatiivi	/ˈɑkkusɑˌtiivi/
akkutoiminen	/ˈɑkkuˌtoiminen/
akne	/ˈɑkne/
akoittua	/ˈɑkoitˌtuɑ/
akordi	/ˈɑkordi/
akrobaatti	/ˈɑkroˌbɑɑtti/
akrobatia	/ˈɑkroˌbɑtiɑ/
akronyymi	/ˈɑkroˌnyymi/
akryylimaalaus	/ˈɑkryyliˌmɑɑlɑus/
akryylimuovi	/ˈɑkryyliˌmuovi/
akryyliväri	/ˈɑkryyˌliværi/
akseli	/ˈɑkseli/
akselikuormitus	/ˈɑkseliˌkuormitus/
akselintappi	/ˈɑkseˌlintɑppi/
akselipaino	/ˈɑkseliˌpɑino/
akselisto	/ˈɑkseˌlisto/
akseliteho	/ˈɑkseˌliteho/
akselivallat	/ˈɑkseliˌvɑllɑt/
akseliväli	/ˈɑkseˌlivæli/
aksentti	/ˈɑksentti/
aksenttimerkki	/ˈɑksenttiˌmerkki/
akseptantti	/ˈɑksepˌtɑntti/
akseptata	/ˈɑksepˌtɑtɑ/
akseptaus	/ˈɑksepˌtɑus/
aksepti	/ˈɑksepti/
akseptoida	/ˈɑksepˌtoidɑ/
akseptointi	/ˈɑksepˌtointi/
aksiaalinen	/ˈɑksiˌɑɑlinen/
aksiaalisesti	/ˈɑksiˌɑɑliˌsesti/
aksiaalisuus	/ˈɑksiˌɑɑlisuus/
aksiomaattinen	/ˈɑksioˌmɑɑttinen/
aksiomaattisesti	/ˈɑksioˌmɑɑttiˌsesti/
aksiomaattisuus	/ˈɑksioˌmɑɑttisuus/
aksiomi	/ˈɑksiˌomi/
aksiooma	/ˈɑksiˌoomɑ/
akti	/ˈɑkti/
aktiivat	/ˈɑktiivɑt/
aktiivi	/ˈɑktiivi/
aktiivihiili	/ˈɑktiiviˌhiili/
aktiivihiilisuodatin	/ˈɑktiiviˌhiiliˌsuodɑtin/
aktiivijousitus	/ˈɑktiiviˌjousitus/
aktiiviloma	/ˈɑktiiˌvilomɑ/
aktiivimuoto	/ˈɑktiiviˌmuoto/
aktiivinen	/ˈɑktiiˌvinen/
aktiivipalvelus	/ˈɑktiiviˌpɑlvelus/
aktiivisesti	/ˈɑktiiviˌsesti/
aktiivistaa	/ˈɑktiiˌvistɑɑ/
aktiivistua	/ˈɑktiiˌvistuɑ/
aktiivisuus	/ˈɑktiiˌvisuus/
aktiiviupseeri	/ˈɑktiiviˌupseeri/
aktiiviurheilija	/ˈɑktiiviˌurheiˌlijɑ/
aktiiviväestö	/ˈɑktiiˌvivæˌestø/
aktio	/ˈɑktio/
aktivismi	/ˈɑktiˌvismi/
aktivisti	/ˈɑktiˌvisti/
aktiviteetti	/ˈɑktiviˌteetti/
aktivoida	/ˈɑktiˌvoidɑ/
aktivointi	/ˈɑktiˌvointi/
aktivoitua	/ˈɑktiˌvoituɑ/
aktuaalinen	/ˈɑktuˌɑɑlinen/
aktuaalisesti	/ˈɑktuˌɑɑliˌsesti/
aktuaalistaa	/ˈɑktuˌɑɑlistɑɑ/
aktuaalistua	/ˈɑktuˌɑɑlisˌtuɑ/
aktuaalisuus	/ˈɑktuˌɑɑlisuus/
aktuaari	/ˈɑktuˌɑɑri/
aktualisoida	/ˈɑktuˌɑliˌsoidɑ/
aktualisointi	/ˈɑktuˌɑliˌsointi/
aktualisoitua	/ˈɑktuˌɑliˌsoituɑ/
aktuelli	/ˈɑktuˌelli/
akuhieronta	/ˈɑkuˌhierontɑ/
akuhoito	/ˈɑkuˌhoito/
akunlaturi	/ˈɑkunˌlɑturi/
akupiste	/ˈɑkuˌpiste/
akupunktuuri	/ˈɑkupunkˌtuuri/
akupunktuurineula	/ˈɑkupunkˌtuuriˌneulɑ/
akupunktuuripiste	/ˈɑkupunkˌtuuriˌpiste/
akustiikka	/ˈɑkusˌtiikkɑ/
akustiikkalevy	/ˈɑkusˌtiikkɑˌlevy/
akustinen	/ˈɑkusˌtinen/
akustisesti	/ˈɑkustiˌsesti/
akusto	/ˈɑkusto/
akuutisti	/ˈɑkuuˌtisti/
akuutti	/ˈɑkuutti/
akuuttinen	/ˈɑkuutˌtinen/
akvaario	/ˈɑkvɑɑˌrio/
akvaariokala	/ˈɑkvɑɑˌrioˌkɑlɑ/
akvaariokasvi	/ˈɑkvɑɑˌrioˌkɑsvi/
akvamariini	/ˈɑkvɑmɑˌriini/
akvarelli	/ˈɑkvɑˌrelli/
akvarelliliitu	/ˈɑkvɑˌrelliˌliitu/
akvarelliväri	/ˈɑkvɑˌrelliˌværi/
akvatinta	/ˈɑkvɑˌtintɑ/
akvaviitti	/ˈɑkvɑˌviitti/
ala	/ˈɑlɑ/
ala-	/ˈɑlɑ/
ala-arvoinen	/ˈɑlɑɑrˌvoinen/
ala-arvoisesti	/ˈɑlɑɑrˌvoisesti/
ala-arvoisuus	/ˈɑlɑɑrˌvoisuus/
ala-aste	/ˈɑlɑɑste/
alabasteri	/ˈɑlɑˌbɑsteri/
aladobi	/ˈɑlɑˌdobi/
alahammas	/ˈɑlɑˌhɑmmɑs/
alahanka	/ˈɑlɑˌhɑnkɑ/
alahuone	/ˈɑlɑˌhuone/
alahuuli	/ˈɑlɑˌhuuli/
alaikäinen	/ˈɑlɑiˌkæinen/
alaikäisyys	/ˈɑlɑiˌkæisyys/
alaikäraja	/ˈɑlɑiˌkærɑjɑ/
alainen	/ˈɑlɑinen/
alaisuus	/ˈɑlɑisuus/
alajuoksu	/ˈɑlɑˌjuoksu/
alakansakoulu	/ˈɑlɑˌkɑnsɑˌkoulu/
alakansi	/ˈɑlɑˌkɑnsi/
alakantissa	/ˈɑlɑˌkɑntissɑ/
alakanttiin	/ˈɑlɑˌkɑnttiin/
alakautta	/ˈɑlɑkɑˌuttɑ/
alakerros	/ˈɑlɑˌkerros/
alakerta	/ˈɑlɑˌkertɑ/
alakierre	/ˈɑlɑˌkierre/
alakierrelyönti	/ˈɑlɑˌkierreˌlyønti/
alakierteinen	/ˈɑlɑˌkierteinen/
alakkain	/ˈɑlɑkkɑin/
alakkainen	/ˈɑlɑkˌkɑinen/
alakohta	/ˈɑlɑˌkohtɑ/
alakoukku	/ˈɑlɑkoˌukku/
alakoulu	/ˈɑlɑˌkoulu/
alakoululainen	/ˈɑlɑˌkouluˌlɑinen/
alakulo	/ˈɑlɑˌkulo/
alakuloinen	/ˈɑlɑkuˌloinen/
alakuloisesti	/ˈɑlɑkuˌloisesti/
alakuloisuus	/ˈɑlɑkuˌloisuus/
alakulttuuri	/ˈɑlɑkultˌtuuri/
alakunto	/ˈɑlɑˌkunto/
alakuntoinen	/ˈɑlɑkunˌtoinen/
alakuntoisuus	/ˈɑlɑkunˌtoisuus/
alakuu	/ˈɑlɑkuu/
alakynnessä	/ˈɑlɑˌkynnessæ/
alakynteen	/ˈɑlɑˌkynteen/
alalaji	/ˈɑlɑˌlɑji/
alalanka	/ˈɑlɑˌlɑnkɑ/
alaleuka	/ˈɑlɑˌleukɑ/
alaleukaluu	/ˈɑlɑˌleukɑluu/
alaliittymä	/ˈɑlɑˌliittymæ/
alallaan	/ˈɑlɑllɑɑn/
alalleen	/ˈɑlɑlleen/
