a	/ɑː/
äpple	/²'ɛpːlɛ/
applicera	/aplɪs'eːra/
applicerar	/aplɪs'eːrar/
applikation	/aplɪkaɧ'uːn/
apport	/ap'ɔʈː/
apportera	/apɔʈ'eːra/
apporterar	/apɔʈ'eːrar/
approach	/apr'ɔʊtɧ/
aprikos	/aprɪk'uːs/
april	/apr'ɪlː/
aprilväder	/²apr'ɪlːvɛːdɛr/
apropå	/aprʊp'oː/
aptera	/apt'eːra/
apterar	/apt'eːrar/
aptit	/apt'iːt/
åra	/²'oːra/
ära	/²'ɛːra/
ärar	/²'ɛːrar/
arab	/ar'ɑːb/
Arabförbundet	/²ar'ɑːbfœrbɵnːdɛt/
arabiska	/ar'ɑːbɪska/
ärad	/²'ɛːrad/
år	/oːr/
arbeta	/²'arːbeːta/
arbetar	/²'arːbeːtar/
arbeta in	/²arːbeːtar'ɪnː/
arbeta in	/arbeːtar'ɪnː/
arbeta över	/arbeːtar'øːvɛr/
arbetare	/²'arːbeːtarɛ/
arbetarkommun	/²'arːbeːtarkɔmʉːn/
arbetarrörelse	/²'arːbeːtarøːrɛlsɛ/
arbetarskydd	/²'arːbeːtarɧʏdː/
Arbetarskyddsnämnden	/²'arːbeːtarɧʏdsnɛmːdɛn/
arbete	/²'arːbeːtɛ/
arbetsam	/²'arːbeːtsamː/
arbetsbiträde	/²'arːbeːtsbiːtrɛːdɛ/
Arbetsdomstolen	/²'arːbeːtsdʊmstuːlɛn/
arbetsför	/²'arːbeːtsføːr/
arbetsförmedling	/²'arːbeːtsfœrmeːdlɪŋ/
arbetsgivaravgift	/²'arːbeːtsjiːvarɑːvjɪfːt/
arbetsgivare	/²'arːbeːtsjiːvarɛ/
Arbetsgivarverket	/²'arːbeːtsjiːvarvärkɛt/
arbetsgrupp	/²'arːbeːtsgrɵpː/
arbetskraft	/²'arːbeːtskrafːt/
arbetslivserfarenhet	/²'arːbeːtslɪfseːrfɑːrɛnheːt/
arbetslös	/²'arːbeːtsløːs/
arbetslöshet	/²'arːbeːtsløːsheːt/
arbetslöshetsförsäkring	/²'arːbeːtsløːsheːtsfœʂɛːkrɪŋ/
arbetslöshetskassa	/²'arːbeːtsløːsheːtskasːa/
arbetsmarknad	/²'arːbeːtsmarːknad/
arbetsmarknadsinstitut	/²'arːbeːtsmarknadsɪnstɪtʉːt/
arbetsmarknadsstöd	/²'arːbeːtsmarknadstøːd/
Arbetsmarknadsstyrelsen	/²'arːbeːtsmarknadstyːrɛlsɛn/
arbetsmarknadsutbildning	/²'arːbeːtsmarknadsʉːtbɪlːdnɪŋ/
arbetsmiljölagen	/²'arːbeːtsmɪljøːlɑːgɛn/
arbetsnamn	/²'arːbeːtsnamːn/
arbetsnedläggelse	/²'arːbeːtsneːdlɛgːɛlsɛ/
arbetsplats	/²'arːbeːtsplatːs/
arbetsprövning	/²'arːbeːtsprøːvnɪŋ/
arbetsskada	/²'arːbeːtskɑːda/
arbetsskadeförsäkring	/²'arːbeːtskɑːdɛfœʂɛːkrɪŋ/
arbetsskygg	/²'arːbeːtsɧʏgː/
arbetsstyrka	/²'arːbeːtstʏrːka/
arbetstagare	/²'arːbeːtstɑːgarɛ/
arbetsterapeut	/²'arːbeːtstɛrapɛvːt/
arbetsterapi	/²'arːbeːtstɛrapiː/
Arbetstidslagen	/²'arːbeːtstiːdslɑːgɛn/
arbetstillstånd	/²'arːbeːtstɪlstɔnːd/
arbetsträning	/²'arːbeːtstrɛːnɪŋ/
arbetsvägledare	/²'arːbeːtsvɛːgleːdarɛ/
arbetsvägledning	/²'arːbeːtsvɛːgleːdnɪŋ/
arbetsvård	/²'arːbeːtsvoːɖ/
arbetsvecka	/²'arːbeːtsvɛkːa/
area	/'ɑːrɛa/
areal	/arɛ'ɑːl/
äregirig	/²'ɛːrɛjiːrɪg/
ärekränkning	/²'ɛːrɛkrɛŋːknɪŋ/
ärelysten	/²'ɛːrɛlʏsːtɛn/
arena	/²ar'eːna/
ärende	/²'ɛːrɛndɛ/
åretrunt-	/²oːrɛtr'ɵnːt/
ärevördig	/²'ɛːrɛvøːɖɪg/
ärftlig	/²'ɛrːftlɪg/
årgång	/²'oːrgɔŋː/
arg	/arːj/
ärg	/ärːj/
argentinare	/²argɛnt'iːnarɛ/
argentinsk	/argɛnt'iːnsk/
argsint	/²'arːjsɪnːt/
argument	/argɵm'ɛnːt/
argumentation	/argɵmɛntaɧ'uːn/
argumentera	/argɵmɛnt'eːra/
argumenterar	/argɵmɛnt'eːrar/
århundrade	/²'oːrhɵnːdradɛ/
aria	/'ɑːrja/
aristokrat	/arɪstʊkr'ɑːt/
aristokrati	/arɪstʊkrat'iː/
aristokratisk	/arɪstʊkr'ɑːtɪsk/
arkad	/ark'ɑːd/
ark	/arːk/
ärke-	/²'ɛrːkɛ/
arkebusera	/arkɛbɵs'eːra/
arkebuserar	/arkɛbɵs'eːrar/
arkeolog	/arkɛʊl'oːg/
arkeologi	/arkɛʊlɔg'iː/
arketyp	/arkɛt'yːp/
arkipelag	/arkɪpɛl'ɑːg/
arkitekt	/arkɪt'ɛkːt/
arkitektur	/arkɪtɛkt'ʉːr/
arkiv	/ark'iːv/
arla	/'ɑːɭa/
årlig	/²'oːɭɪg/
ärlig	/²'ɛːɭɪg/
årligen	/²'oːɭɪgɛn/
årlig kontrollbesiktning	/²'oːɭɪg ²kɔntr'ɔlːbɛsɪkːtnɪŋ/
arm	/arːm/
ärm	/ärːm/
armatur	/armat'ʉːr/
armbåga	/²'arːmboːga/
armbågar	/²'arːmboːgar/
armbåge	/²'arːmboːgɛ/
armband	/²'arːmbanːd/
armbandsur	/²'arːmbandsʉːr/
armé	/arm'eː/
armenier	/arm'eːnɪɛr/
armeniska	/arm'eːnɪska/
armenisk	/arm'eːnɪsk/
armera	/arm'eːra/
armerar	/arm'eːrar/
armering	/arm'eːrɪŋ/
armhåla	/²'arːmhoːla/
armod	/²'arːmuːd/
ärofull	/²'ɛːrʊfɵlː/
arom	/ar'oːm/
ärorik	/²'ɛːrʊriːk/
arrangemang	/aranɧɛm'aŋː/
arrangera	/aranɧ'eːra/
arrangerar	/aranɧ'eːrar/
arrangör	/aranɧ'øːr/
ärr	/ärː/
arrendator	/²arɛnd'ɑːtʊr/
arrende	/²ar'ɛnːdɛ/
arrendera	/arɛnd'eːra/
arrenderar	/arɛnd'eːrar/
arrest	/ar'ɛsːt/
arrestera	/arɛst'eːra/
arresterar	/arɛst'eːrar/
arrogans	/arʊg'anːs/
arrogant	/arʊg'anːt/
årsbok	/²'oːʂbuːk/
årsdag	/²'oːʂɖɑːg/
arsel	/²'aʂːɛl/
arsenal	/aʂɛn'ɑːl/
årskull	/²'oːʂkɵlː/
årskurs	/²'oːʂkɵʂː/
arsle	/²'aʂɭɛ/, /²'aʂːɛl/
årsmöte	/²'oːʂmøːtɛ/
årsskifte	/²'oːʂɧɪfːtɛ/
årstid	/²'oːʂʈiːd/
årtal	/²'oːʈɑːl/
artär	/aʈ'ɛːr/
art	/ɑːʈ/
ärt	/äʈː/
arta sig	/²'ɑːʈaʂɛj/
art director	/'ɑːʈ dajr'ɛkːtʊr/
artificiell	/aʈɪfɪsɪ'ɛlː/
artig	/²'ɑːʈɪg/
ärtig	/²'ɛʈːɪg/
artikel	/aʈ'ɪkːɛl/
artikulera	/aʈɪkɵl'eːra/
artikulerar	/aʈɪkɵl'eːrar/
artilleri	/aʈɪlɛr'iː/
årtionde	/²'oːʈiːɔndɛ/
artist	/aʈ'ɪsːt/
artistisk	/aʈ'ɪsːtɪsk/
artnamn	/²'ɑːʈɳamːn/
arton	/²'ɑːʈɔn/
artonhundratal	/²'ɑːʈɔnhɵndratɑːl/
ärtsoppa	/²'ɛʈʂɔpːa/
årtusende	/²'oːʈʉːsɛndɛ/
ärva	/'ɛrːvɛr/
arv	/arːv/
ärvdabalken	/²'ɛrːvdabalːkɛn/
arvinge	/²'arːvɪŋɛ/, /²'arːvɪŋːɛ/
arvlös	/²'arːvløːs/
arvode	/²'arːvuːdɛ/
Arvsfonden	/²'arːvsfɔnːdɛn/
arvskifte	/²'arːvɧɪfːtɛ/
arvsynd	/²arːvsʏnːd/
arvtagare	/²'arːvtɑːgarɛ/
as	/ɑːs/
ås	/oːs/
asbest	/'asːbɛst/
äsch	/äɧː/
asfalt	/²'asːfalːt/
asfaltera	/asfalt'eːra/
asfalterar	/asfalt'eːrar/
asiat	/asɪ'ɑːt/
asiatisk	/asɪ'ɑːtɪsk/
åsidosätta	/²ɔs'iːdʊsɛtːɛr/
åsikt	/²'oːsɪkːt/
asjett	/aɧ'ɛtː/
aska	/²'asːka/
åska	/²'ɔsːka/
askar	/²'asːkar/
åskar	/²'ɔsːkar/
äskar	/²'ɛsːkar/
åskådare	/²'oːskoːdarɛ/
åskådlig	/²'oːskoːdlɪg/
åskådliggöra	/²'oːskoːdlɪgjøːr/
åskådning	/²'oːskoːdnɪŋ/
äskande	/²'ɛsːkandɛ/
ask	/asːk/
A-skatt	/²'ɑːskatː/
asket	/ask'eːt/
askfat	/²'asːkfɑːt/
askkopp	/²'asːkɔpː/
askonsdagen	/²'asːkʊnsdɑːgɛn/
åsna	/²'oːsna/
asocial	/asʊsɪ'ɑːl/
asp	/asːp/
aspekt	/asp'ɛkːt/
aspirant	/aspɪr'anːt/
aspirera	/aspɪr'eːra/
aspirerar	/aspɪr'eːrar/
ass	/asː/
assiett	/aɧ'ɛtː/
assimilera	/asɪmɪl'eːra/
assimilerar	/asɪmɪl'eːrar/
assistans	/asɪst'anːs/, /asɪst'aŋːs/
assistent	/asɪst'ɛnːt/
assistera	/asɪst'eːra/
assisterar	/asɪst'eːrar/
association	/asʊsɪaɧ'uːn/
associera	/asʊsɪ'eːra/
associerar	/asʊsɪ'eːrar/
assurans	/asɵr'anːs/, /asɵr'aŋːs/
assurera	/asɵr'eːra/
assurerar	/asɵr'eːrar/
assyrier	/as'yːrɪɛr/
assyrisk	/as'yːrɪsk/
åstadkomma	/²'oːstɑːdkɔmːɛr/, /²'oːstakɔmːɛr/
aster	/'asːtɛr/
asterisk	/astɛr'ɪsːk/
astigmatisk	/astɪgm'ɑːtɪsk/
astma	/²'asːtma/
astrologi	/astrʊlɔg'iː/
astronaut	/astrʊn'aʊt/
astronomi	/astrʊnɔm'iː/
åsyfta	/²'oːsʏfːta/
åsyftar	/²'oːsʏfːtar/
asyl	/as'yːl/
åsyn	/²'oːsyːn/
AT	/²'ɑːteː/
äta	/'ɛːtɛr/
åtagande	/²'oːtɑːgandɛ/
åtagit	/²'oːtɑːgɪt/
åtal	/²'oːtɑːl/
åtala	/²'oːtɑːla/
åtalar	/²'oːtɑːlar/
åtanke	/²'oːtaŋːkɛ/
åta sig	/²'oːtɑːʂɛj/
åt	/oːt/
atavistisk	/atav'ɪsːtɪsk/
ätbar	/²'ɛːtbɑːr/
åtbörd	/²'oːtbøːɖ/
ateist	/atɛ'ɪsːt/
ateljé	/atɛlj'eː/
återanpassa	/²'oːtɛranpasːa/
återanpassar	/²'oːtɛranpasːar/
återanvända	/²'oːtɛranvɛnːdɛr/
åter	/'oːtɛr/
återbäring	/²'oːtɛrbɛːrɪŋ/
återberätta	/²'oːtɛrbɛrɛtːa/
återberättar	/²'oːtɛrbɛrɛtːar/
återbesök	/²'oːtɛrbɛsøːk/
återbetala	/²'oːtɛrbɛtɑːla/
återbetalar	/²'oːtɛrbɛtɑːlar/
återblick	/²'oːtɛrblɪkː/
återbruk	/²'oːtɛrbrʉːk/
återbud	/²'oːtɛrbʉːd/
återfå	/²'oːtɛrfoːr/
återfall	/²'oːtɛrfalː/
återfinna	/²'oːtɛrfɪnːɛr/
återföra	/²'oːtɛrføːr/
återförenas	/²'oːtɛrfœreːnas/
återförsäljare	/²'oːtɛrfœʂɛlːjarɛ/
återgå	/²'oːtɛrgoːr/
återgälda	/²'oːtɛrjɛlːda/
återgäldar	/²'oːtɛrjɛlːdar/
återgång	/²'oːtɛrgɔŋː/
återge	/²'oːtɛrjeː/
återhållsam	/²'oːtɛrhɔlsamː/
återhämta sig	/²'oːtɛrhɛmːtaʂɛj/
återigen	/'oːtɛrɪjɛnː/
återkomma	/²'oːtɛrkɔmːɛr/
återkomst	/²'oːtɛrkɔmːst/
återkoppling	/²'oːtɛrkɔpːlɪŋ/
återresa	/²'oːtɛreːsa/
återse	/²'oːtɛʂeːr/
återseende	/²'oːtɛʂeːɛndɛ/
återspegla	/²'oːtɛʂpeːgla/
återspeglar	/²'oːtɛʂpeːglar/
återstå	/²'oːtɛʂʈoːr/
återställa	/²'oːtɛʂʈɛlːɛr/
återställare	/²'oːtɛʂʈɛlːarɛ/
återställd	/²'oːtɛʂʈɛlːd/
återstod	/²'oːtɛʂʈuːd/
återtåg	/²'oːtɛʈoːg/
återvända	/²'oːtɛrvɛnːdɛr/
återvändsgata	/²'oːtɛrvɛndsgɑːta/
återväxt	/²'oːtɛrvɛkːst/
återverkan	/²'oːtɛrvärːkan/
återverkning	/²'oːtɛrvärːknɪŋ/
återvinna	/²'oːtɛrvɪnːɛr/
återvinning	/²'oːtɛrvɪnːɪŋ/
åtfölja	/²'oːtfœlːjɛr/
åtgång	/²'oːtgɔŋː/
åtgärd	/²'oːtjɛːɖ/
åtgärda	/²'oːtjɛːɖa/
åtgärdar	/²'oːtjɛːɖar/
åthävor	/²'oːthɛːvʊr/
åtkomlig	/²'oːtkɔmːlɪg/
atlant-	/²atl'anːt/
Atlanten	/atl'anːtɛn/
Atlantpakten	/²atl'anːtpakːtɛn/
atlas	/'atːlas/
atlet	/atl'eːt/
ätlig	/²'ɛːtlɪg/
åtlöje	/²'oːtlœjːɛ/
åtminstone	/²oːtm'ɪnːstʊnɛ/
atmosfär	/atmʊsf'ɛːr/
åtnjuta	/²'oːtnjʉːtɛr/
åtog	/²'oːtuːg/
atom	/at'oːm/
atombomb	/²at'oːmbɔmːb/
atomkraft	/²at'oːmkrafːt/
atomvapen	/²at'oːmvɑːpɛn/
ATP	/ɑːteːp'eː/
ATP-grundande inkomst	/²ɑːteːp'eːgrɵnːdandɛ ²'ɪnːkɔmːst/
ATP-poäng	/²ɑːteːp'eːpʊɛŋː/
åtrå	/²'oːtroː/
åtrå	/²'oːtroːr/
åtråvärd	/²'oːtroːvɛːɖ/
åtskillig	/²'oːtɧɪlːɪg/
åtskilligt	/²'oːtɧɪlːɪkt/, /²'oːtɧɪlːɪt/
åtskillnad	/²'oːtɧɪlːnad/
åtstramning	/²'oːtstrɑːmnɪŋ/
åtta	/²'ɔtːa/
attaché	/ataɧ'eː/
attachéväska	/²ataɧ'eːvɛsːka/
attack	/at'akː/
attackera	/atak'eːra/
attackerar	/atak'eːrar/
att.	/atː/
att	/atː/
attentat	/atɛnt'ɑːt/
attest	/at'ɛsːt/
attestera	/atɛst'eːra/
attesterar	/atɛst'eːrar/
ättestupa	/²'ɛtːɛstʉːpa/
ätt	/ɛtː/
ättika	/²'ɛtːɪka/
åttio	/²'ɔtːɪʊ/, /²'ɔtːɪ/
åttionde	/²'ɔtːjɔndɛ/
attiralj	/atɪr'alːj/
attityd	/atɪt'yːd/
ättling	/²'ɛtːlɪŋ/
åttonde	/²'ɔtːɔndɛ/
åttondel	/²'ɔtːɔndeːl/
attrahera	/atrah'eːra/
attraherar	/atrah'eːrar/
attraktion	/atrakɧ'uːn/
attraktiv	/atrakt'iːv/, /'atːraktiːv/
attribut	/atrɪb'ʉːt/
audiens	/aʊdɪ'ɛnːs/
audiovisuell	/aʊdɪʊvɪsɵ'ɛlː/
auditorium	/²aʊdɪt'uːrɪɵm/, /aʊdɪt'uːrɪɵm/
augusti	/aʊg'ɵsːtɪ/
auktion	/aʊkɧ'uːn/
auktorisera	/aʊktʊrɪs'eːra/
auktoriserar	/aʊktʊrɪs'eːrar/
auktoritär	/aʊktʊrɪt'ɛːr/
auktoritet	/aʊktʊrɪt'eːt/
aula	/'aʊla/
au pair	/ɔp'ɛːr/
auskultera	/aʊskɵlt'eːra/
auskulterar	/aʊskɵlt'eːrar/
australisk	/aʊstr'ɑːlɪsk/
autentisk	/aʊt'ɛnːtɪsk/
autograf	/aʊtʊgr'ɑːf/
automat	/aʊtʊm'ɑːt/
automatisera	/aʊtʊmatɪs'eːra/
automatiserar	/aʊtʊmatɪs'eːrar/
automatisk	/aʊtʊm'ɑːtɪsk/
automatlåda	/²aʊtʊm'ɑːtloːda/
autonom	/aʊtʊn'oːm/
autoritär	/aʊtʊrɪt'ɛːr/
avancera	/avans'eːra/
avancerar	/avans'eːrar/
avancerad	/avans'eːrad/
avantgarde	/avaŋg'ɑːɖ/
avart	/²'ɑːvɑːrt/
av	/ɑːv/
avbalka	/²'ɑːvbalːka/
avbalkar	/²'ɑːvbalːkar/
avbalkning	/²'ɑːvbalːknɪŋ/
avbeställa	/²'ɑːvbɛstɛlːɛr/
avbeställningssedel	/²'ɑːvbɛstɛlnɪŋseːdɛl/
avbetalning	/²'ɑːvbɛtɑːlnɪŋ/
avbetalningskontrakt	/²'ɑːvbɛtɑːlnɪŋskɔntrakːt/
avbetalningsköp	/²'ɑːvbɛtɑːlnɪŋsɕøːp/
avbild	/²'ɑːvbɪlːd/
avbilda	/²'ɑːvbɪlːda/
avbildar	/²'ɑːvbɪlːdar/
avböja	/²'ɑːvbœjːɛr/
avbön	/²'ɑːvbøːn/
avbräck	/²'ɑːbrɛkː/
avbröt	/²'ɑːvbrøːt/
avbrott	/²'ɑːvbrɔtː/
avbruten	/²'ɑːvbrʉːtɛn/
avbryta	/²'ɑːvbryːtɛr/
avbytare	/²'ɑːvbyːtarɛ/
avd	/²'ɑːvdeːlnɪŋ/
avdankad	/²'ɑːvdaŋːkad/
avdela	/²'ɑːvdeːla/
avdelar	/²'ɑːvdeːlar/
avdelning	/²'ɑːvdeːlnɪŋ/
avdrag	/²'ɑːvdrɑːg/
avdragsgill	/²'ɑːvdrɑːgsjɪlː/
avdramatisera	/²'ɑːvdramatɪseːra/
avdramatiserar	/²'ɑːvdramatɪseːrar/
avdunsta	/²'ɑːvdɵnːsta/
avdunstar	/²'ɑːvdɵnːstar/
avel	/'ɑːvɛl/
även	/²'ɛːvɛn/
äventyr	/²'ɛːvɛntyːr/
äventyra	/²'ɛːvɛntyːra/
äventyrar	/²'ɛːvɛntyːrar/
aveny	/avɛn'yː/
åverkan	/²'oːvärːkan/
aversion	/avärɧ'uːn/
avfall	/²'ɑːvfalː/
avfälling	/²'ɑːvfɛlːɪŋ/
avfärd	/²'ɑːvfɛːɖ/
avfärda	/²'ɑːvfɛːɖa/
avfärdar	/²'ɑːvfɛːɖar/
avfart	/²'ɑːvfɑːʈ/
avfolkas	/²'ɑːvfɔlːkas/
avföring	/²'ɑːvføːrɪŋ/
avfyra	/²'ɑːvfyːra/
avfyrar	/²'ɑːvfyːrar/
avgå	/²'ɑːvgoːr/
avgång	/²'ɑːvgɔŋː/
avgångsbetyg	/²'ɑːvgɔŋsbɛtyːg/
avgångsbidrag	/²'ɑːvgɔŋsbiːdrɑːg/
avgas	/²'ɑːvgɑːs/
avge	/²'ɑːvjeːr/
avgick	/²'ɑːvjɪkː/
avgift	/²'ɑːvjɪfːt/
avgiftsfri	/²'ɑːvjɪfːtsfriː/
avgjord	/²'ɑːvjuːɖ/
avgjorde	/²'ɑːvjuːɖɛ/
avgjort	/²'ɑːvjuːʈ/
avgöra	/²'ɑːvjøːr/
avgörande	/²'ɑːvjøːrandɛ/
avgränsa	/²'ɑːvgrɛnːsa/
avgränsar	/²'ɑːvgrɛnːsar/
avgrund	/²'ɑːvgrɵnːd/
avguda	/²'ɑːvgʉːda/
avgudar	/²'ɑːvgʉːdar/
avhålla	/²'ɑːvhɔlːɛr/
avhållsam	/²'ɑːvhɔlsamː/
avhandling	/²'ɑːvhanːdlɪŋ/
avhjälpa	/²'ɑːvjɛlːpɛr/
AV-hjälpmedel	/'ɑːveːjɛlpmeːdɛl/
avhopp	/²'ɑːvhɔpː/
avhoppare	/²'ɑːvhɔpːarɛ/
avhysa	/²'ɑːvhyːsɛr/
avi	/av'iː/
avig	/²'ɑːvɪg/
avigsida	/²'ɑːvɪgsiːda/
avisera	/avɪs'eːra/
aviserar	/avɪs'eːrar/
avkall	/²'ɑːvkalː/
avkastning	/²'ɑːvkasːtnɪŋ/
avklädning	/²'ɑːvklɛːdnɪŋ/
avklarar	/²'ɑːvklɑːrar/
avkomling	/²'ɑːvkɔmːlɪŋ/
avkomma	/²'ɑːvkɔmːa/
avkoppling	/²'ɑːvkɔpːlɪŋ/
avkräva	/²'ɑːvkrɛːvɛr/
avkrok	/²'ɑːvkruːk/
avkunna	/²'ɑːvkɵnːa/
avkunnar	/²'ɑːvkɵnːar/
avla	/²'ɑːvla/
avlar	/²'ɑːvlar/
avlade	/²'ɑːvlɑːdɛ/
avlägga	/²'ɑːvlɛgːɛr/
avlägsen	/²'ɑːvlɛːgsɛn/
avlägsna	/²'ɑːvlɛːgsna/
avlägsnar	/²'ɑːvlɛːgsnar/
avlagt	/²'ɑːvlakːt/
avlämna	/²'ɑːvlɛmːna/
avlämnar	/²'ɑːvlɛmːnar/
avlång	/²'ɑːvlɔŋː/
avläsa	/²'ɑːvlɛːsɛr/
avlasta	/²'ɑːvlasːta/
avlastar	/²'ɑːvlasːtar/
avlat	/'ɑːvlɑːt/
avled	/²'ɑːvleːd/
avleda	/²'ɑːvleːdɛr/
avlelse	/²'ɑːvlɛlsɛ/
avlida	/²'ɑːvliːdɛr/
avliva	/²'ɑːvliːva/
avlivar	/²'ɑːvliːvar/
avlöna	/²'ɑːvløːna/
avlönar	/²'ɑːvløːnar/
avlöning	/²'ɑːvløːnɪŋ/
avlöpa	/²'ɑːvløːpɛr/
avlopp	/²'ɑːvlɔpː/
avlösa	/²'ɑːvløːsɛr/
avlossa	/²'ɑːvlɔsːa/
avlossar	/²'ɑːvlɔsːar/
avlyssna	/²'ɑːvlʏsːna/
avlyssnar	/²'ɑːvlʏsːnar/
avmagrad	/²'ɑːvmɑːgrad/
avmätt	/²'ɑːvmɛtː/
avnämare	/²'ɑːvnɛːmarɛ/
avnjuta	/²'ɑːvnjʉːtɛr/
avog	/²'ɑːvʊg/, /²'ɑːvuːg/
avokado	/avʊk'ɑːdʊ/
avpassa	/²'ɑːvpasːa/
avpassar	/²'ɑːvpasːar/
avpassad	/²'ɑːvpasːad/
avråda	/²'ɑːvroːdɛr/
avrätta	/²'ɑːvrɛtːa/
avrättar	/²'ɑːvrɛtːar/
avreagera sig	/²'ɑːvrɛageːraʂɛj/
avregistrera	/²'ɑːvrɛjɪstreːra/
avregistrerar	/²'ɑːvrɛjɪstreːrar/
avresa	/²'ɑːvreːsa/
avrunda	/²'ɑːvrɵnːda/
avrundar	/²'ɑːvrɵnːdar/
avrusta	/²'ɑːvrɵsːta/
avrustar	/²'ɑːvrɵsːtar/
avsåg	/²'ɑːvsoːg/
avsäga sig	/²'ɑːvsɛjːɛʂɛj/
avsaknad	/²'ɑːvsɑːknad/
avsändare	/²'ɑːvsɛnːdarɛ/
avsats	/²'ɑːvsatːs/
avsätta	/²'ɑːvsɛtːɛr/
avsättning	/²'ɑːvsɛtːnɪŋ/
avse	/²'ɑːvseːr/
avseende	/²'ɑːvseːɛndɛ/
avsevärd	/²'ɑːvseːvɛːɖ/
avsevärt	/²'ɑːvseːvɛːʈ/
avsides	/²'ɑːvsiːdɛs/
avsikt	/²'ɑːvsɪkːt/
avsiktlig	/²'ɑːvsɪkːtlɪg/
avskaffa	/²'ɑːvskafːa/
avskaffar	/²'ɑːvskafːar/
avskärma	/²'ɑːvɧärːma/
avskärmar	/²'ɑːvɧärːmar/
avsked	/²'ɑːvɧeːd/
avskeda	/²'ɑːvɧeːda/
avskedar	/²'ɑːvɧeːdar/
avskild	/²'ɑːvɧɪlːd/
avskilja	/²'ɑːvɧɪlːjɛr/
avskräcka	/²'ɑːvskrɛkːɛr/
avskräckande	/²'ɑːvskrɛkːandɛ/
avskräde	/²'ɑːvskrɛːdɛ/
avskrift	/²'ɑːvskrɪfːt/
avskrivning	/²'ɑːvskriːvnɪŋ/
avskum	/²'ɑːvskɵmː/
avsky	/²'ɑːvɧyː/
avsky	/²'ɑːvɧyːr/
avskyvärd	/²'ɑːvɧyːvɛːɖ/
avslå	/²'ɑːvsloːr/
avslag	/²'ɑːvslɑːg/
avslagen	/²'ɑːvslɑːgɛn/
avslagit	/²'ɑːvslɑːgɪt/
avslog	/²'ɑːvsluːg/
avslöja	/²'ɑːvslœjːa/
avslöjar	/²'ɑːvslœjːar/
avsluta	/²'ɑːvslʉːta/
avslutar	/²'ɑːvslʉːtar/
avslutning	/²'ɑːvslʉːtnɪŋ/
avsmak	/²'ɑːvsmɑːk/
avsnitt	/²'ɑːvsnɪtː/
avsöndra	/²'ɑːvsœnːdra/
avsöndrar	/²'ɑːvsœnːdrar/
avspänd	/²'ɑːvspɛnːd/
avspänning	/²'ɑːvspɛnːɪŋ/
avspärra	/²'ɑːvspärːa/
avspärrar	/²'ɑːvspärːar/
avspegla	/²'ɑːvspeːgla/
avspeglar	/²'ɑːvspeːglar/
avspelning	/²'ɑːvspeːlnɪŋ/
avspisa	/²'ɑːvspiːsa/
avspisar	/²'ɑːvspiːsar/
avstå	/²'ɑːvstoːr/
avställning	/²'ɑːvstɛlːnɪŋ/
avstamp	/²'ɑːvstamːp/
avstånd	/²'ɑːvstɔnːd/
avstänger	/²'ɑːvstɛŋːɛr/
avstava	/²'ɑːvstɑːva/
avstavar	/²'ɑːvstɑːvar/
avsteg	/²'ɑːvsteːg/
avstickare	/²'ɑːvstɪkːarɛ/
avstyra	/²'ɑːvstyːr/
avstyrka	/²'ɑːvstʏrːkɛr/
avsyna	/²'ɑːvsyːna/
avsynar	/²'ɑːvsyːnar/
avta	/²'ɑːvtɑːr/
avtacka	/²'ɑːvtakːa/
avtackar	/²'ɑːvtakːar/
avtåga	/²'ɑːvtoːga/
avtågar	/²'ɑːvtoːgar/
avtagsväg	/²'ɑːvtɑːgsvɛːg/
avtal	/²'ɑːvtɑːl/
avtala	/²'ɑːvtɑːla/
avtalar	/²'ɑːvtɑːlar/
avtalsenlig	/²'ɑːvtɑːlseːnlɪg/
avtalsförhandling	/²'ɑːvtɑːlsfœrhanːdlɪŋ/
avteckna sig	/²'ɑːvtɛkːnaʂɛj/
avtjäna	/²'ɑːvɕɛːna/
avtjänar	/²'ɑːvɕɛːnar/
avträda	/²'ɑːvtrɛːdɛr/
avtrubba	/²'ɑːvtrɵbːa/
avtrubbar	/²'ɑːvtrɵbːar/
avtryckare	/²'ɑːvtrʏkːarɛ/
avund	/²'ɑːvɵnːd/
avundas	/²'ɑːvɵnːdas/
avundsjuk	/²'ɑːvɵndɧʉːk/
avundsjuka	/²'ɑːvɵndɧʉːka/
avväga	/²'ɑːvɛːgɛr/
avvakta	/²'ɑːvakːta/
avvaktar	/²'ɑːvakːtar/
avvänja	/²'ɑːvɛnːjɛr/
avvänjning	/²'ɑːvɛnːjnɪŋ/
avväpna	/²'ɑːvɛːpna/
avväpnar	/²'ɑːvɛːpnar/
avväpnande	/²'ɑːvɛːpnandɛ/
avvara	/²'ɑːvɑːra/
avvarar	/²'ɑːvɑːrar/
avvärja	/²'ɑːvärːjɛr/
avveckla	/²'ɑːvɛkːla/
avvecklar	/²'ɑːvɛkːlar/
avverka	/²'ɑːvärːka/
avverkar	/²'ɑːvärːkar/
avvika	/²'ɑːviːkɛr/
avvikelse	/²'ɑːviːkɛlsɛ/
avvisa	/²'ɑːviːsa/
avvisar	/²'ɑːviːsar/
avvisning	/²'ɑːviːsnɪŋ/
avyttra	/²'ɑːvʏtːra/
avyttrar	/²'ɑːvʏtːrar/
ax	/akːs/
axel	/'akːsɛl/
axiom	/aksɪ'oːm/
