آی	/ɒːj/
آقاپسر	/ɒːɢɒːpesæɾ/
اقیانوس	/oɢjɒːnuːs/
اقیانوس آرام	/oɢjɒːnuːse ɒːɾɒːm/
اقیانوس اطلس	/oɢjɒːnuːse ætlæs/
اقیانوس منجمد جنوبی	/oɢjɒːnuːse mond͡ʒæmede d͡ʒænuːbiː/
اقیانوس منجمد شمالی	/oɢjɒːnuːse mond͡ʒæmede ʃemɒːliː/
اقیانوسیه	/oɢjɒːnuːsiːje/
اقیانوس هند	/oɢjɒːnuːse hend/
اقتصاد	/eɢtesɒːd/
اقرار	/eɢɾɒːɾ/
اقرار کردن	/eɢɾɒːɾkæɾdæn/
اقریطس	/eɢɾiːts/
اقلا	/æɢælæn/
اقلیم	/eɢliːm/
اقلیم‌شناسی	/eɢliːmʃenɒːsiː/
یاقوتی	/jɒːɢuːtiː/
اکتبر	/oktobɾ/
اکتفا	/ektefɒː/
اکتفا کردن	/ektefɒːkæɾdæn/
اکتینیم	/æktiːniːjom/
اکتیو	/æktiːv/
اکسید	/oksiːd/
اکسیر	/eksiːɾ/
اکسیژن	/oksiːʒen/
آکندن	/ɒːkændæn/
اکنون	/æknuːn/
اکوادور	/ekvɒːdoɾ/
آکواریوم	/ɒːkvɒːɾjuːm/
یاکوتسک	/jækuːtsk/
آکوردئون	/ɒːkoɾdeʔon/
اکوسیستم	/ekuːsiːstem/
آگاهی	/ɒːɡɒːhiː/
آگاهی دادن	/ɒːɡɒːhiːdɒːdæn/
اگر	/æɡæɾ/
آگرا	/ɒːɡɾɒː/
اگرچه	/æɡæɾt͡ʃe/
آگره	/ɒːɡɾe/
اگر و فقط اگر	/æɡæɾ væ fæɢæt æɡæɾ/
اگزیستانسیالیسم	/eɡziːstɒːnsiːɒːliːsm/
آگهی	/ɒːɡæhiː/
آگهی دادن	/ɒːɡæhiːdɒːdæn/
ایگوانا	/iːɡvɒːnɒː/
آلاباما	/ɒːlɒːbɒːmɒː/
آلاسکا	/ɒːlæskæ/
الاغ	/olɒːɢ/
الان	/ælɒːn/
آلبالو	/ɒːlbɒːluː/
آلبانی	/ɒːlbɒːniː/
البته	/ælbæte/
البروس	/elbɾuːs/
آلپ	/ɒːlp/
آلت	/ɒːlæt/
یالتا	/jɒːltæ/
آلتای	/ɒːltɒːj/
آلت تناسلی مرد	/ɒːlæte tænɒːsoliːje mæɾd/
التزام	/eltezɒːm/
التزامی	/eltezɒːmiː/
التزام دادن	/eltezɒːmdɒːdæn/
التماس	/eltemɒːs/
التماس کردن	/eltemɒːskæɾdæn/
الجزایر	/æld͡ʒæzɒːjeɾ/
الجزیره	/æld͡ʒæziːɾe/
الجزیره	/æld͡ʒæzîɾe/
الحمد لله	/ælhæmdoleʔllɒːh/
الیستا	/eliːstɒː/
آلش	/ɒːlæʃ/
الف	/ælef/
آلفا	/ɒːlfɒː/
الفبا	/ælefbɒː/
الفبای سیریلیک	/ælefbɒːje siːɾiːliːk/
القاعده	/ælɢɒːde/
الکترومغناطیس	/elektɾomæɢnɒːtiːs/
الکترونی	/elekteɾoniː/
الکترون	/elektɾon/
الکترونیک	/elekteɾoniːk/
الکل	/ælkol/
الکلی	/ælkoliː/
الگو	/olɡuː/
الگوریتم	/ælɡoɾiːtm/
الگو زدن	/olɡuːzædæn/
الگو کشیدن	/olɡuːkeʃiːdæn/
الله	/ællɒːh/
الله آباد	/ællɒːhɒːbɒːd/
الله اکبر	/ællɒːho ækbæɾ/
الماس	/ælmɒːs/
آلمانی	/ɒːlmæniː/
آلمان	/ɒːlmɒːn/
آلمان شرقی	/ɒːlemɒːn ʃæɾɢiː/
المپ	/olæmp/
المپیک	/olæmpiːk/
الهیات	/elæhiːjɒːt/
الهام	/elhɒːm/
الهام شدن	/elhɒːmʃodæn/
الو	/ælo/
آلو	/ɒːluː/
آلو بخارا	/ɒːluː boxɒːɾɒː/
آلوچه جنگلی	/ɒːluːt͡ʃe d͡ʒænɡæliː/
آلومینیم	/ɒːluːmiːniːjom/
ام	/æm/
ام	/em/
اما	/æmmɒː/
اما	/ɒːmmæ/
آماج	/ɒːmɒːd͡ʒ/
آماج گرفتن	/ɒːmɒːd͡ʒɡeɾeftæn/
آماده	/ɒːmɒːdæ/, /ɒːmɒːde/
امارات عربی متحده	/emɒːɾɒːt æɾæbiː motæhiːde/
یاماکا	/jɒːmɒːkɒː/
اماکن	/æmɒːken/
امام	/emɒːm/
امان	/æmɒːn/
ایمان	/iːmɒːn/
امان آمدن	/æmɒːnɒːmædæn/
امان آوردن	/æmɒːnɒːvæɾdæn/
ایمان آوردن	/iːmɒːnɒːvæɾdæn/
امانت	/æmɒːnæt/
امانت دادن	/æmɒːnætdɒːdæn/
امانت گرفتن	/æmɒːnætɡeɾeftæn/
امان دادن	/æmɒːndɒːdæn/
امیب	/æmiːb/
امپراتوری روم	/empeɾɒːtuːɾiːje ɾuːm/
امپراتوری عثمانی	/empeɾɒːtuːɾiː ʔosmɒːniː/
امپراطوری	/empɾɒːtuːɾiː/
امپریالیسم	/æmpeɾiːjɒːliːsm/
آمپول	/ɒːmpuːl/
آمپول زدن	/ɒːmpuːlzædæn/
امت	/ommæt/
امتحان	/emtehɒːn/
امتحان دادن	/emtehɒːndɒːdæn/
آمیختن	/ɒːmiːxtæn/
آمیخته	/ɒːmiːxtæ/
آمیخته	/ɒːmiːxtæ/, /ɒːmiːxte/
امید	/omiːd/
آمدن	/ɒːmædæn/
امیدوار بودن	/omiːdvɒːɾ buːdæn/
امر	/æmɾ/
امری	/æmɾiː/
امیر	/æmiːɾ/
آمریکا	/ɒːmɾiːkɒː/
آمریکایی	/ɒːmɾiːkɒːjiː/
آمریکای جنوبی	/ɒːmɾiːkɒːje d͡ʒænuːbiː/
آمریکایی‌سازی	/ɒːmɾiːkɒːjiːsɒːziː/
آمریکای شمالی	/ɒːmɾiːkɒːje ʃomɒːliː/
آمریکیوم	/ɒːmeɾiːkiːjom/
امرود	/æmɾuːd/
امروز	/emɾuːz/
امروز صبح	/emɾuːz sobh/
امروز غروب	/emɾuːz ɢoɾuːb/
امروزه	/emɾuːze/
آمیزش	/ɒːmiːzeʃ/
آمیزش جنسی	/ɒːmiːzeʃe d͡ʒensiː/
آمیزش جنسی مقعدی	/ɒːmiːzeʃe d͡ʒensiːje mæɢʔædiː/
آمیزه	/ɒːmiːzæ/, /ɒːmiːze/
امسال	/emsɒːl/
امشب	/emʃæb/
امضا	/emzɒː/
امکان	/emkɒːn/
امگا	/omeɡɒː/
ایمیل	/iːmejl/
ایمیل زدن	/iːmejlzædæn/
ایمیل کردن	/iːmejlkæɾdæn/
آمین	/ɒːmiːn/
امنیت	/æmniːjæt/
آموختن	/ɒːmuːxtæn/
آمودریا	/ɒːmuːdæɾjɒː/
آمو دریا	/ɒːmuː dæɾjɒː/
آمور	/ɒːmuːɾ/
آموزش	/ɒːmuːzeʃ/
آموزش دادن	/ɒːmuːzeʃdɒːdæn/
آموزشگاه	/ɒːmuːzeʃɡæh/
آموزگار	/ɒːmuːzɡɒːɾ/
ان	/æn/
این	/iːn/
آیین	/ɒːjiːn/
آن	/ɒːn/
آناپا	/ɒːnɒːpɒː/
آناتولی	/ɒːnætoliː/
آناتومی	/ɒːnætomiː/
انار	/ænɒːɾ/
آنان	/ɒːnɒːn/
آناناس	/ɒːnɒːnɒːs/
انبار	/ænbɒːɾ/
انبار شدن	/ænbɒːɾʃodæn/
انبار کردن	/ænbɒːɾkæɾdæn/
انبار مهمات	/ænbɒːɾe mohemmɒːt/
انباره	/ænbæɾe/
انباز	/ænbɒːz/
انباز شدن	/ænbɒːz ʃodæn/
انباشتن	/ænbɒːʃtæn/
آنی	/بلافاصله/
انبه	/ænbe/
این به اون در	/iːn be on dæɾ/
انتخابات	/entexɒːbɒːt/
اینترلینگو	/iːnteɾliːnɡuːæ/
انترناسیونال	/enteɾnɒːsjuːnɒːl/
اینترنت	/iːnteɾnet/
انتظار داشتن	/entezæɾ dæʃtæn/
انتظار داشتن	/entezɒːɾ dɒːʃtæn/
انتقاد	/enteɢɒːd/
انتقاد شدن	/enteɢɒːdʃodæn/
انتقاد کردن	/enteɢɒːdkæɾdæn/
انتقام	/enteɢɒːm/
انتقام گرفتن	/enteɢɒːmɡeɾeftæn/
انتگرال	/ænteɡɾɒːl/
انتگرال گرفتن	/ænteɡɾɒːlɡeɾeftæn/
آنتیگوا و باربودا	/ɒːntiːɡvɒː væ bɒːɾbuːdɒː/
انتیموان	/æntiːmoɒːn/
آنتن	/ɒːnten/
آنتن زدن	/ɒːntenzædæn/
انتها	/entehæ/
اینجا	/iːnd͡ʒɒː/
انجام	/ænd͡ʒɒːm/
انجام دادن	/ænd͡ʒɒːmdɒːdæn/
انجام رساندن	/ænd͡ʒɒːmɾesɒːndæn/
انجام گرفتن	/ænd͡ʒɒːmɡeɾeftæn/
انجیر	/ænd͡ʒiːɾ/
انجیل	/end͡ʒiːl/
انجمن	/ænd͡ʒomæn/
انجيلي	/end͡ʒiːliː/
انداختن	/ændɒːxtæn/
اندازه	/ændɒːze/
اندازه زدن	/ændɒːzezædæn/
اندازه شدن	/ændɒːzeʃodæn/
اندازه کردن	/ændɒːzekæɾdæn/
اندازه‌گیر	/ændɒːzeɡiːɾ/
اندازه‌گیری	/ændɒːzeɡiːɾiː/
اندازه گرفتن	/ændɒːzeɡeɾeftæn/
اندام	/ændɒːm/
اندام	/hændɒːm/
اندر	/ændæɾ/
اندریاس	/ændɾiːjɒːs/
اندرز	/ændæɾz/
اندرز دادن	/ændæɾzdɒːdæn/
اندروا	/ændæɾvɒː/
اندرون	/ændæɾuːn/
اندیشیدن	/ændiːʃiːdæn/
اندیشه	/ændiːʃe/
اندیشه	/ændiːŝæ/, /ændiːŝe/
اندلس	/ændælos/
آینده	/ɒːjænde/
آندورا	/ɒːndoɾɒː/
اندونزی	/iːndoneziː/
اندونزیایی	/ændonesiːjejiː/
اندونزیایی	/enduːneziːjɒːjiː/
انرژی	/eneɾʒiː/
انرژی هسته‌ای	/eneɾʒiːje hæsteʔiː/
انزال	/enzɒːl/
انس	/ons/
انسان	/ensɒːn/
انسان جایزالخطاست	/ensæn d͡ʒɒːjezol xætæst/
انس گرفتن	/onsɡeɾeftæn/
انسولین	/ensuːliːn/
ان‌شاءالله	/enʃɒːʔællɒːh/
انفورماتیک	/ænfoɾmɒːtiːk/
انقلاب	/enɢelɒːb/
آنکارا	/ɒːnkæɾæ/
انگ	/ænɡ/
انگاشت	/enɡɒːŝt/
انگبین	/ænɡæbiːn/, /ænɡobiːn/
یانگتسه	/jænɡtse/
انگیختن	/ænɡiːxtæn/
انگ زدن	/ænɡzædæn/
انگشت	/ænɡoʃt/
انگشت پا	/ænɡoʃte pɒː/
انگشت زدن	/ænɡoʃtzædæn/
انگلیسی	/enɡeliːsiː/
انگلیسی آمریکایی	/enɡeliːsiːje ɒːmɾiːkɒːjiː/
انگلستان	/enɡelestæn/
انگلیسی قدیم	/enɡeliːsiː ɢædiːm/
انگور	/ænɡuːɾ/
آنگولا	/ɒːnɡuːlɒː/
انگوین	/ænɡoviːn/
یانگون	/jɒːnɡon/
انگيختار	/ænɡiːxtɒːɾ/
انیمی	/æniːme/
این ماه	/iːn mɒːh/
انیمیشن ژاپنی	/æniːme ʒɒːponiː/
آیینه	/ɒːjiːne/
آنها	/ɒːnhɒː/
این هفته	/iːn hæfte/
آه	/ɒːh/
آها	/ɒːhɒː/
آهار	/ɒːhɒːɾ/
آهار زدن	/ɒːhɒːɾzædæn/
اهریمن	/æhɾiːmæn/
آهسته	/ɒːheste/
آه کشیدن	/ɒːhkeʃiːdæn/
اهمیت	/æhæmmiːjæt/
اهمیت دادن	/æhæmmiːjætdɒːdæn/
آهن	/ɒːhæn/
آهنگ	/ɒːhænɡ/
آهنگ جمله	/ɒːhænɡe d͡ʒomle/
آهنگ داشتن	/ɒːhænɡ dɒːʃtæn/
آهنگ زدن	/ɒːhænɡzædæn/
آهنگساز	/ɒːhænɡsɒːz/
آهو	/ɒːhuː/
!یاهو	/jɒːhuː!/
یاهو	/jɒːhuː/
آهوبره	/ɒːhuːbæɾɾe/
آهو ماده	/ɒːhuːje mɒːde/
او	/oʊ/, /æw/
او	/uː/
آوا	/ɒːvɒː/
آواز	/ɒːvɒːz/
آواز خواندن	/ɒːvɒːz xɒːndæn/
آواز دادن	/ɒːvɒːzdɒːdæn/
آواز زدن	/ɒːvɒːzzædæn/
آواشناسی	/ɒːvæʃenɒːsiː/
اوآگادوگو	/oɒːɡɒːduːɡuː/
ایوان	/ejvɒːn/
ایوان	/iːvɒːn/
اوباما	/obɒːmɒː/
اوت	/uːt/
اوج	/oʊd͡ʒ/
اوج گرفتن	/oʊd͡ʒɡeɾeftæn/
اوج لذت جنسی	/od͡ʒ lezæt d͡ʒensiː/
یاوری	/jɒːvæɾiː/
او را	/uː ɾɒː/
اوراسیا	/oɾɒːsiːjɒː/
اورانیوم	/uːɾɒːnjuːm/
اورپا	/oɾuːpɒː/
اوردن	/ovoɾdæn/
آوردن	/ɒːvæɾdæn/
آوردن	/ɒːvæɾdæn/, /ɒːvoɾdæn/
اورشلیم	/oɾʃæliːm/
اورشلیم مقدس	/oɾʃæliːme moɢæddæs/
یاوری کردن	/jɒːvæɾiːkæɾdæn/
آوریل	/ɒːvɾîl/
اوروپول	/oɾuːpuːl/
اوزبکستان	/uːzbækestɒːn/
اوستا	/ævestɒː/
اوستیا	/osetiːjɒː/
اوستیایی	/osetiːjɒːjiː/
اوستیای جنوبی	/osetiːjɒːje d͡ʒænuːbiː/
اوکراینی	/uːkɾɒːiːniː/
اوکراین	/uːkɾɒːjn/
اوکرائین	/uːkɾɒːʔiːn/
اوگاندا	/uːɡɒːndɒː/
اول	/ævvæl/
اولان‌باتور	/uːlɒːnbɒːtuːɾ/
اولین	/ævvæliːn/
اولین عشق	/ævvæliːne ʔeʃɢ/
آوند	/ɒːvænd/
یاوه گفتن	/jɒːvæ ɡoftæn/
آووکادو	/ɒːvokɒːdo/
آويزان كردن	/ɒːviːzɒːn kæɾdæn/
یائسگی	/jɒːeseɡiː/
آئورت	/ɒːʔoɾt/
یائونده	/jɒːʔuːnde/
اينقدر	/iːnɢædɾ/
بی	/biː/
با	/bɒː/
با احترام	/bɒː ehteɾɒːm/
با این حال	/bæ iːn hɒː/
بابا	/bɒːbɒː/
باباآدم	/bɒːbɒːdæm/
بابا یاگا	/bɒːbɒː jɒːɡɒː/
بیابان	/biːjɒːbɒːn/
بابا نوئل	/bɒːbɒː noʔel/
بیا بریم	/biːjɒː beɾiːm/
بابل	/bɒːbel/
بات	/bɒːt/
باتری	/bɒːtɾiː/
باتنگان	/bɒːtenɡɒːn/
باج	/bɒːd͡ʒ/
باج گرفتن	/bɒːd͡ʒɡeɾeftæn/
باجناق	/bɒːd͡ʒenɒːɢ/
باخ	/bɒːx/
باختر	/bɒːxtæɾ/
باختریان	/bɒːxtæɾiːjɒːn/
باختن	/bɒːxtæn/
باد	/bɒːd/
باید	/bɒːjæd/
بادام	/bɒːdɒːm/
بادام زمینی	/bɒːdɒːme zæmiːniː/
بادام زمینی	/bɒːdɒːm zæmiːniː/
بادام کوهی	/bɒːdɒːm kuːhiː/
بادام هندی	/bɒːdɒːme hendiː/
بادبادک	/bɒːdbɒːdæk/
بادبان	/bɒːdbɒːn/
بادبزن	/bɒːdbezæn/
باد خورشیدی	/bɒːde xoɾʃiːdiː/
باد دادن	/bɒːddɒːdæn/
باد زدن	/bɒːdzædæn/
باد ستاره‌ای	/bɒːde setɒːɾeʔiː/
باد کردن	/bɒːdkæɾdæn/
بادنجان	/bɒːdend͡ʒɒːn/
بادنگان	/bɒːdenɡɒːn/
باده	/bɒːdæ/
بار	/bɒːɾ/
باراک	/bɒːɾɒːk/
باران	/bɒːɾɒːn/
باران آمدن	/bɒːɾɒːn ɒːmædæn/
باران گرفتن	/bɒːɾɒːnɡeɾeftæn/
بار آوردن	/bɒːɾɒːvæɾdæn/
باردار	/bɒːɾdæɾ/
بارداری	/bɒːɾdɒːɾiː/
باریدن	/bɒːɾiːdæn/
بار زدن	/bɒːɾzædæn/
بارکد	/bɒːɾkod/
بار کردن	/bɒːɾkæɾdæn/
بارگذاری	/bɒːɾɡozɒːɾiː/
بارگیری	/bɒːɾɡiːɾiː/
باریم	/bɒːɾiːjom/
بارو	/bɒːɾuː/
باروت	/bɒːɾuːt/
بارود	/bɒːɾuːd/
بارون	/bɒːɾuːn/
باز	/bɒːz/
بازی	/bɒːziː/
بازار	/bɒːzɒːɾ/
بازاریابی	/bɒːzɒːɾjɒːbiː/
بازیافت	/bɒːzjɒːft/
بازالت	/bɒːzɒːlt/
بازتاب	/bɒːztɒːb/
بازتاب دادن	/bɒːztɒːbdɒːdæn/
بازیچه	/bɒːziːt͡ʃe/
باز خواندن	/bɒːz xɒːndæn/
بازداشتن	/bɒːzdɒːʃtæn/
بازدم	/bɒːzdæm/
بازسازی	/bɒːzsɒːziː/
بازی کردن	/bɒːziː kæɾdæn/
بازی کردن	/bɒːziːkæɾdæn/
باز کردن	/bɒːz kæɾdæn/
بازیکن	/bɒːziːkon/
بازیگر	/bɒːziːɡæɾ/
بازگیری	/bɒːzɡiːɾiː/
بازی گرفتن	/bɒːziːɡeɾeftæn/
بازگشت	/bɒːzɡæʃt/
بازگشتن	/bɒːzɡæʃtæn/
بازگو	/bɒːzɡuː/
بازگو کردن	/bɒːzɡuːkæɾdæn/
بازماندن	/bɒːzmɒːndæn/
بازنامیدن	/bɒːznɒːmiːdæn/
بازنده	/bɒːzænde/
بازی‌های المپیک	/bɒːziːhɒːje olæmpiːk/
بازیهای رایانه	/bɒːziːhɒːje ɾɒːjɒːne/
بازو	/bɒːzuː/
بازوبند	/bɒːzuːbænd/
باستان‌شناسی	/bɒːstɒːnʃenɒːsiː/
باسک	/bɒːsk/
باسکی	/bɒːskiː/
باسلق	/bɒːsloɢ/
باش	/bɒːʃ/
باشه	/bɒːʃe/
باعث	/bɒːʔes/
باعث شدن	/bɒːʔesʃodæn/
باغ	/bɒːɢ/
باغ	/bɒːğ/
باغی	/bɒːɢiː/
باغبانی کردن	/bɒːɢbɒːniː kæɾdæn/
باغچه	/bɒːɢt͡ʃe/
باغلاما	/bɒːɢlɒːmɒː/
باغ وحش	/bɒːɢe væhʃ/
بافت	/bɒːft/
بافتن	/bɒːftæn/
بافر	/bɒːfeɾ/
باقالا	/bɒːɢɒːlɒː/
باقلوا	/bɒːɢlævɒː/
باکتریا	/bɒːktæɾiːjɒː/
با یک تیر دو نشان زدن	/bɒː jek tiːɾ do neʃɒːn zædæn/
باکرگی	/bɒːkeɾeɡiː/
باکره	/bɒːkeɾe/
باگ	/bɒːɡ/
بال	/bɒːl/
بالا	/bɒːlɒː/
بالاتر	/bɒːlɒːtæɾ/
بالا زدن	/bɒːlɒːzædæn/
بالا کشیدن	/bɒːlɒːkeʃiːdæn/
بال بال	/bɒːl bɒːl/
بال بال زدن	/bɒːlbɒːlzædæn/
بال زدن	/bɒːlzædæn/
بالش	/bɒːleʃ/
بالعکس	/bɒːlʔæks/
بالکن	/bɒːlkon/
بالگرد	/bɒːlɡæɾd/
بال گرفتن	/bɒːlɡeɾeftæn/
باله	/bɒːle/
بالون	/bɒːluːn/
بام	/bɒːm/
بامبول	/bɒːmbuːl/
بامبول زدن	/bɒːmbuːlzædæn/
بامداد	/bɒːmdɒːd/
بیان	/bæjɒːn/
بیان	/bejɒːn/
بان	/bɒːn/
باینجا	/bæʔiːnd͡ʒɒː/
بیان شدن	/bæjɒːnʃodæn/
بانک	/bɒːnk/
بانک اطلاعات	/bɒːnk ettelɒːʔɒːt/
بانکوک	/bɒːnkok/
بانگ	/bɒːnɡ/
بانگ زدن	/bɒːnɡzædæn/
بانگ کشیدن	/bɒːnɡkeʃiːdæn/
بانو	/bɒːnuː/
بانوج	/bɒːnuːd͡ʒ/
باهاما	/bɒːhɒːmɒː/
با هم	/bɒː hæm/
باهوش	/bɒːhuːʃ/
باور	/bɒːvæɾ/
باور دادن	/bɒːvæɾdɒːdæn/
باور شدن	/bævɒːɾʃodæn/
باور کردن	/bɒːvæɾ kæɾdæn/
باور کردن	/bɒːvæɾkæɾdæn/
ببخشید	/bebæxʃiːd/
ببر	/bæbɾ/
بیپ	/biːp/
بت	/bot/
بتا	/betɒː/
بیت‌المقدس	/bejtolmoɢæddæs/
بی‌تفاوتی	/biːtæfɒːvotiː/
بی‌تفاوتی زدن	/biːtæfɒːvotiːzædæn/
بت‌کده	/botkæde/
بیتلز	/biːtlz/
بتن	/beton/
بیتولا	/biːtolɒː/
بجز	/bed͡ʒoz/
بجنب	/bed͡ʒonb/
بی‌جنس‌گرایی	/biːd͡ʒensɡæɾɒːjiː/
بچ	/bæt͡ʃ/
بچگی	/bæt͡ʃeɡiː/
بچه	/bæt͡ʃt͡ʃe/
بچه قورباغه	/bæt͡ʃt͡ʃeje ɢuːɾbɒːɢe/
بچه گرگ	/bæt͡ʃe ɡoɾɡ/
بحث	/bæhæs/
بحث	/bæhs/
بحث کردن	/bæhskæɾdæn/
بحر	/bæhɾ/
بخار	/boxɒːɾ/
بخاری	/boxɒːɾiː/
بخارا	/boxɒːɾɒː/
بخار شدن	/boxɒːɾʃodæn/
بی‌خیالی	/biːxiːjɒːliː/
بی‌خیالی زدن	/biːxiːjɒːliːzædæn/
بی‌خانمان	/biːxɒːnemɒːn/
بخش	/bæxʃ/
بخشیدن	/bæxʃiːdæn/
بخشیش	/bæxʃiːʃ/
بخشنده	/bæxʃænde/
بخشنده	/bæxŝændæ/, /bæxŝænde/
بخیه	/bæxiːje/
بخیه خوردن	/bæxiːjexoɾdæn/
بخیه زدن	/bæxiːjezædæn/
بخیه کردن	/bæxiːjekæɾdæn/
بی خوابی	/biːxɒːbiː/
بی‌خوابی	/biːxɒːbiː/
بی خوابی کشیدن	/biːxɒːbiːkeʃiːdæn/
بخواه	/bexɒːh/
بخواهی	/bexɒːhiː/
بخواهد	/bexɒːhæd/
بخواهید	/bexɒːhiːd/
بخواهم	/bexɒːhæm/
بخواهیم	/bexɒːhiːm/
بخواهند	/bexɒːhænd/
بد	/bæd/
بدی	/bædiː/
بید	/biːd/
بیدار شدن	/biːdɒːɾ ʃodæn/
بیدار کردن	/biːdɒːɾ kæɾdæn/
بد انجامیدن	/bæd ænd͡ʒɒːmiːdæn/
بدبختی	/bædbæxtiː/
بدبختانه	/bædbæxtɒːne/
بدبختی کشیدن	/bædbæxtiːkeʃiːdæn/
بدبده	/bædbæde/
بدبو	/bædbuː/
بدتر	/bædtæɾ/
بد ترکیب	/bæd tæɾkiːb/
بدرقه	/bædɾæɢe/
بدرقه کردن	/bædɾæɢekæɾdæn/
بدرود	/bedɾuːd/
بدست آوردن	/bedæst ɒːvoɾdæn/
بدعت	/bedʔæt/
بدل	/bædæl/
بدل شدن	/bædælʃodæn/
بدل کردن	/bædælkæɾdæn/
بدلیل	/dæliːl/
بدلیل آن	/bedæliːle ɒːn/
بید مجنون	/biːd mæd͡ʒnuːn/
بدن	/bædæn/
بدهی	/bedehiː/
بدو بدو	/bodo bodo/
بدو بدو زدن	/bodobodozædæn/
بدون	/beduːne/
بر	/bæɾ/
بر	/beɾ/
بری	/bɾiː/
بر	/boɾ/
برای	/bæɾɒːje/
برای اینکه	/bæɾɒːje iːnke/
برابر	/bæɾɒːbæɾ/
برابری	/bæɾɒːbæɾiː/
براتیسلاوا	/bɾɒːtiːslɒːvɒː/
برادر	/bæɾɒːdæɾ/
برادری	/bæɾɒːdæɾiː/
برادرخوانده	/bæɾɒːdæɾxwɒːnde/
برادرزاده	/bæɾɒːdæɾzɒːde/
برادرزن	/bæɾɒːdæɾzæn/
برادرشوهر	/bæɾɒːdæɾʃoʊhæɾ/
براروسی	/bæɾɒːɾuːsiː/
براز	/boɾɒːz/
برازندگی	/bæɾɒːzændæɡiː/
برآمده	/bæɾɒːmæde/
برای من	/bɾɒːje mæn/
بر آن بودن	/bæɾ ɒːn buːdæn/
برانداز	/bæɾændɒːz/
برانداز کردن	/bæɾændɒːzkæɾdæn/
برانکارد	/bɾɒːnkɒːɾd/
برانگیختن	/bæɾɒːnɡiːxtæn/
برانگیزنده	/bæɾɒːnɡiːzændæ/, /bæɾɒːnɡiːzænde/
برای همیشه	/bæɾɒːje hæmiːʃe/
بیراهه	/biːɾɒːhe/
بیراهه زدن	/biːɾɒːhezædæn/
بربخ	/bæɾbæx/
بربط	/bæɾbæt/
بریتانی	/beɾiːtɒːniː/
بریتانیا	/beɾiːtɒːniːjɒː/
بریتانیای کبیر	/beɾiːtɒːniːjɒːje kæbiːɾ/
برتونی	/beɾetoniː/
برتونی	/beɾetuːniː/
برج	/boɾd͡ʒ/
برج حوت	/boɾd͡ʒe hot/
برجستگی	/bæɾd͡ʒæsteɡiː/
برج لندن	/boɾd͡ʒe lændæn/
برچسب	/bæɾt͡ʃæsb/
برچسب زدن	/bæɾt͡ʃæsb zædæn/
برچسب زدن	/bæɾt͡ʃæsbzædæn/
برخاستن	/bæɾxɒːstæn/
برخیزیدن	/bæɾxiːziːdæn/
برخواندن	/bæɾxɒːndæn/
برخورد	/bæɾxoɾd/
بر خوردن	/boɾxoɾdæn/
برداشت	/bæɾdɒːʃt/
برداشتن	/bæɾdɒːʃtæn/
بر داشتن	/bæɾ dɒːʃtæn/
بردن	/boɾdæn/
بریدن	/boɾiːdæn/
برده	/bæɾdæ/
بررسی	/bæɾɾesiː/
برز	/boɾz/
بر زدن	/beɾzædæn/
بر زدن	/boɾzædæn/
برزیل	/beɾziːl/, /beɾeziːl/
برس	/boɾos/
برس کشیدن	/boɾoskeʃiːdæn/
برش	/boɾʃ/
برش	/boɾeʃ/
برشتن	/beɾeʃtæn/
برش خوردن	/boɾeʃxoɾdæn/
برش زدن	/boɾeʃzædæn/
برعکس	/bæɾʔæks/
برف	/bæɾf/
برفی	/bæɾfiː/
برف آمدن	/bæɾf ɒːmædæn/
برف دانه	/bæɾfe dɒːne/
برفک	/bæɾfæk/
برف گرفتن	/bæɾfɡeɾeftæn/
برق	/bæɾɢ/
برق انداختن	/bæɾɢændɒːxtæn/
برق زدن	/bæɾɢzædæn/
برقع	/boɾɢæʔ/
برق گرفتن	/bæɾɢɡeɾeftæn/
برقي	/bæɾɢiː/
برکلیم	/beɾkeliːom/
برگ	/bæɾɡ/
برگ زدن	/bæɾɡzædæn /
برگزیده	/bæɾɡoziːde/
برگزیده شده	/bæɾɡoziːde ʃode/
برگشت	/bæɾɡæʃt/
برگشتی	/bæɾɡæʃtiː/
برگشت خوردن	/bæɾɡæʃtxoɾdæn/
برگشت زدن	/bæɾɡæʃtzædæn/
برگشتن	/bæɾɡæʃtæn/
بر گشتن	/bæɾ ɡæʃtæn/
برگه	/bæɾɡæ/
برگه نخست	/bæɾɡeje noxost/
برلین	/beɾliːn/
برلوسکونی	/beɾluːskuːniː/
بریلیوم	/beɾiːliːjom/
برم	/boɾom/
برمه	/beɾme/
برمه‌ای	/beɾmeʔɒːjiː/
برن	/beɾn/
برنا	/boɾnɒː/
برنامک	/bæɾnɒːmæk/
برنامه	/bæɾnɒːme/
برنامه‌نویسی	/bæɾnɒːmeneviːsiː/
برنج	/beɾend͡ʒ/
برنجی	/beɾend͡ʒiː/
برنجاسف	/beɾend͡ʒɒːsef/
برنده	/bæɾænde/
برنز	/bɾonz/
برنزه	/bɾonze/
بی‌رنگ	/biːɾænɡ/
برّه	/bæɾɾe/
بره	/bæɾɾe/, /bæɾe/
برهمن	/bɾæhmæn/
برهنگی	/beɾæhneɡiː/
برهنه	/beɾæhne/
برو	/bæɾuː/, /boɾuː/
بیروت	/bejɾuːt/
بروت	/boɾuːt/
بروز	/boɾuːz/
