a	/a/
afirmații	/afirmatsij/
afirmativ	/afirmativ/
afiș	/afiʃ/
afișa	/afiʃa/
afișaj	/afiʃaʒ/
afișare	/afiʃare/
afișat	/afiʃat/
afișe	/afiʃe/
afișează	/afiʃĕazə/
afișier	/afiʃijer/
afișor	/afiʃor/
afix	/afiks/
afixal	/afiksal/
afla	/afla/
aflam	/aflam/
aflară	/aflarə/
aflarăm	/aflarəm/
aflare	/aflare/
aflase	/aflase/
aflasem	/aflasem/
aflat	/aflat/
aflate	/aflate/
aflați	/aflatsʲ/
aflător	/aflətor/
aflau	/aflaw/
afli	/afli/
aflicțiune	/afliktsiune/
aflictiv	/afliktiv/
afloarei	/aflŏarej/
afloriment	/afloriment/
afloroaiei	/aflorŏajej/
aflu	/aflu/
afluent	/afluent/
afluență	/afluentsə/
aflui	/aflui/
afluire	/afluire/
aflux	/afluks/
afocal	/afokal/
afon	/afon/
afonie	/afonije/
afoniza	/afoniza/
afonizare	/afonizare/
aforism	/aforism/
aforistic	/aforistik/
afreta	/afreta/
afretare	/afretare/
afretat	/afretat/
african	/afrikan/
africancă	/afrikankə/
africanist	/afrikanist/
africanistică	/afrikanistikə/
africanitate	/afrikanitate/
africanolog	/afrikanoloɡ/
africanologie	/afrikanolodʒije/
africat	/afrikat/
afro	/afro/
afrodiziac	/afrodizijak/
afront	/afront/
afronta	/afronta/
afrontare	/afrontare/
afrontat	/afrontat/
afrunta	/afrunta/
afruntare	/afruntare/
afruntat	/afruntat/
aftă	/aftə/
aftoid	/aftoid/
aftor	/aftor/
aftos	/aftos/
afuiere	/afujere/
afum	/afum/
afuma	/afuma/
afumare	/afumare/
afumat	/afumat/
afumată	/afumatə/
afumați	/afumatsʲ/
afumătoare	/afumətŏare/
afumător	/afumətor/
afumătorie	/afumətorije/
afumătură	/afuməturə/
afund	/afund/
afunda	/afunda/
afundare	/afundare/
afundat	/afundat/
afundătură	/afundəturə/
afundiș	/afundiʃ/
afunzime	/afunzime/
afurca	/afurka/
afurcare	/afurkare/
afurcat	/afurkat/
afurisanie	/afurisanije/
afurisenie	/afurisenije/
afurisire	/afurisire/
afurisit	/afurisit/
ag	/aɡ/
aga	/aɡa/
agabaritic	/aɡabaritik/
agalactie	/aɡalaktije/
agale	/aɡale/
agănău	/aɡənəw/
agapă	/aɡapə/
agarean	/aɡarĕan/
agareancă	/aɡarĕankə/
agaricacee	/aɡarikatʃee/
agarici	/aɡaritʃʲ/
agarinean	/aɡarinĕan/
agărlâc	/aɡərlɨk/
agasa	/aɡasa/
agasant	/aɡasant/
agasare	/aɡasare/
agasat	/aɡasat/
agat	/aɡat/
agată	/aɡatə/
agățare	/aɡətsare/
agățat	/aɡətsat/
agățătoare	/aɡətsətŏare/
agățător	/aɡətsətor/
agavă	/aɡavə/
ageamiu	/adʒ̩amiw/
agendă	/adʒendə/
agenezie	/adʒenezije/
agent	/adʒent/
agenți	/adʒentsʲ/
agenția	/adʒentsija/
agenție	/adʒentsije/
agenții	/adʒentsij/
agențiile	/adʒentsijile/
agentură	/adʒenturə/
ager	/adʒer/
ageri	/adʒerʲ/
agerime	/adʒerime/
agerire	/adʒerire/
agerit	/adʒerit/
agest	/adʒest/
agestire	/adʒestire/
agestit	/adʒestit/
agestru	/adʒestru/
agfacolor	/aɡfakolor/
agheasmă	/agʲ̩̩asmə/
aghent	/agʲ̩ent/
aghenție	/agʲ̩entsije/
aghesmuire	/agʲ̩esmuire/
aghesmuit	/agʲ̩esmuit/
agie	/adʒije/
agil	/adʒil/
agilitate	/adʒilitate/
agârbiceanu	/aɡɨrbitʃ̩anu/
agita	/adʒita/
agitare	/adʒitare/
agitat	/adʒitat/
agitați	/adʒitatsʲ/
agitație	/adʒitatsije/
agitațio	/adʒitatsjo/
agitațiune	/adʒitatsiune/
agitator	/adʒitator/
agitatoric	/adʒitatorik/
agitau	/adʒitaw/
aglică	/aɡlikə/
aglomera	/aɡlomera/
aglomerant	/aɡlomerant/
aglomerare	/aɡlomerare/
aglomerat	/aɡlomerat/
aglomerată	/aɡlomeratə/
aglomerație	/aɡlomeratsije/
aglosie	/aɡlosije/
aglutina	/aɡlutina/
aglutinant	/aɡlutinant/
aglutinare	/aɡlutinare/
aglutinat	/aɡlutinat/
aglutinină	/aɡlutininə/
aglutinogen	/aɡlutinodʒen/
agnat	/aɡnat/
agnațiune	/aɡnatsiune/
agnatostom	/aɡnatostom/
agneț	/aɡnets/
agnita	/aɡnita/
agnomen	/aɡnomen/
agnostic	/aɡnostik/
agnosticism	/aɡnostitʃism/
agnozie	/aɡnozije/
agogică	/aɡodʒikə/
agonă	/aɡonə/
agonal	/aɡonal/
agonia	/aɡonija/
agonic	/aɡonik/
agonie	/aɡonije/
agoniseală	/aɡonisĕalə/
agonisire	/aɡonisire/
agonisit	/aɡonisit/
agonistic	/aɡonistik/
agoniza	/aɡoniza/
agonizant	/aɡonizant/
agonizare	/aɡonizare/
agora	/aɡora/
agorafobie	/aɡorafobije/
agrafă	/aɡrafə/
agrafie	/aɡrafije/
agrăi	/aɡrəi/
agrăire	/aɡrəire/
agrăit	/aɡrəit/
agral	/aɡral/
agramat	/aɡramat/
agramatism	/aɡramatism/
agranulocitoză	/aɡranulotʃitozə/
agrar	/aɡrar/
agrarian	/aɡrarijan/
agrarianism	/aɡrarijanism/
agrava	/aɡrava/
agravant	/aɡravant/
agravare	/aɡravare/
agravat	/aɡravat/
agrega	/aɡreɡa/
agregare	/aɡreɡare/
agregat	/aɡreɡat/
agregație	/aɡreɡatsije/
agrement	/aɡrement/
agrementa	/aɡrementa/
agrementare	/aɡrementare/
agrementat	/aɡrementat/
agresiune	/aɡresiune/
agresiv	/aɡresiv/
agresivi	/aɡresivʲ/
agresivitate	/aɡresivitate/
agresor	/aɡresor/
agrest	/aɡrest/
agricol	/aɡrikol/
agricole	/aɡrikole/
agricultor	/aɡrikultor/
agricultură	/aɡrikulturə/
agrigoroaiei	/aɡriɡorŏajej/
agrimensor	/aɡrimensor/
agrimensură	/aɡrimensurə/
agriotimie	/aɡriotimije/
agripnie	/aɡripnije/
agriș	/aɡriʃ/
agrobiolog	/aɡrobioloɡ/
agrobiologic	/aɡrobiolodʒik/
agrobiologie	/aɡrobiolodʒije/
agrocenoză	/aɡrotʃenozə/
agrochimic	/aɡrokʲ̩imik/
agrochimie	/aɡrokʲ̩imije/
agrochimist	/aɡrokʲ̩imist/
agrogeolog	/aɡrodʒeoloɡ/
agrogeologic	/aɡrodʒeolodʒik/
agrogeologie	/aɡrodʒeolodʒije/
agroindustrial	/aɡroindustrijal/
agrologie	/aɡrolodʒije/
agrometeorolog	/aɡrometeoroloɡ/
agrominim	/aɡrominim/
agronom	/aɡronom/
agronomic	/aɡronomik/
agronomie	/aɡronomije/
agropastoral	/aɡropastoral/
agrosilvic	/aɡrosilvik/
agrotehnic	/aɡrotehnik/
agroterasă	/aɡroterasə/
agroturism	/aɡroturism/
agrozootehnic	/aɡrozootehnik/
agrozootehnie	/aɡrozootehnije/
agud	/aɡud/
agudaru	/aɡudaru/
agudin	/aɡudin/
agulescu	/aɡulesku/
aguridă	/aɡuridə/
agurâoară	/aɡuriʒŏarə/
agusoaei	/aɡusŏajej/
ah	/ah/
aha	/aha/
aheean	/aheĕan/
aherontic	/aherontik/
aheu	/ahew/
aho	/aho/
ahotnic	/ahotnik/
aht	/aht/
ahtia	/ahtija/
ahtiat	/ahtijat/
ahtiere	/ahtijere/
ai	/aj/
aia	/aja/
aibă	/ajbə/
aici	/aitʃʲ/
ailenei	/ailenej/
aiud	/ajud/
ajun	/aʒun/
ajuna	/aʒuna/
ajunare	/aʒunare/
ajung	/aʒunɡ/
ajungă	/aʒunɡə/
ajunge	/aʒundʒe/
ajungere	/aʒundʒere/
ajungi	/aʒundʒʲ/
ajuns	/aʒuns/
ajunse	/aʒunse/
ajunsei	/aʒunsej/
ajunseră	/aʒunserə/
ajunsese	/aʒunsese/
ajunseseră	/aʒunseserə/
ajunși	/aʒunʃʲ/
ajunul	/aʒunul/
ajur	/aʒur/
ajura	/aʒura/
ajurare	/aʒurare/
ajurat	/aʒurat/
ajusta	/aʒusta/
ajustabil	/aʒustabil/
ajustaj	/aʒustaʒ/
ajustare	/aʒustare/
ajustat	/aʒustat/
ajustez	/aʒustez/
ajustor	/aʒustor/
ajut	/aʒut/
ajuta	/aʒuta/
ajutaj	/aʒutaʒ/
ajutăm	/aʒutəm/
ajutare	/aʒutare/
ajutat	/aʒutat/
ajutată	/aʒutatə/
ajutător	/aʒutətor/
ajute	/aʒute/
ajuți	/aʒutsʲ/
ajutor	/aʒutor/
ajutora	/aʒutora/
ajutorare	/aʒutorare/
ajutorat	/aʒutorat/
ajutorință	/aʒutorintsə/
ajutorire	/aʒutorire/
ajutorit	/aʒutorit/
ajutorul	/aʒutorul/
aktapa	/aktapa/
al	/al/
ală	/alə/
alabandină	/alabandinə/
alabastru	/alabastru/
alac	/alak/
alae	/alae/
alagea	/aladʒ̩a/
alai	/alaj/
alait	/alajt/
ălălalt	/ələlalt/
alalie	/alalije/
alaltăieri	/alaltəjerʲ/
alaltăseară	/alaltəsĕarə/
alamă	/alamə/
alaman	/alaman/
alămar	/aləmar/
alămărie	/aləmərije/
alambic	/alambik/
alambica	/alambika/
alambicare	/alambikare/
alambicat	/alambikat/
alămâie	/aləmɨje/
alămâioară	/aləmɨjŏarə/
alamină	/alaminə/
alămire	/aləmire/
alămit	/aləmit/
alămiu	/aləmiiw/
alan	/alan/
alandala	/alandala/
alanină	/alaninə/
alantoidă	/alantoidə/
alăpta	/aləpta/
alăptare	/aləptare/
alăptat	/aləptat/
alăpteze	/aləpteze/
alarma	/alarma/
alarmant	/alarmant/
alarmare	/alarmare/
alarmat	/alarmat/
alarmată	/alarmatə/
alarmist	/alarmist/
alăsidă	/aləsidə/
alatăieri	/alatəjerʲ/
alătura	/alətura/
alăturare	/aləturare/
alăturat	/aləturat/
alăturau	/aləturaw/
alăturea	/aləturĕa/
alături	/aləturʲ/
alaun	/alaun/
alăută	/aləutə/
alb	/alb/
alba	/alba/
albac	/albak/
albaiulian	/albajulijan/
albaiuliancă	/albajulijankə/
albanez	/albanez/
albanistică	/albanistikə/
albastre	/albastre/
albăstrel	/albəstrel/
albăstrime	/albəstrime/
albăstrior	/albəstrior/
albăstrire	/albəstrire/
albăstrit	/albəstrit/
albăstriță	/albəstritsə/
albăstriu	/albəstriw/
albastru	/albastru/
albăstrui	/albəstruj/
albatros	/albatros/
albeală	/albĕalə/
albeață	/albĕatsə/
albedo	/albedo/
albescență	/albestʃentsə/
albescu	/albesku/
albeț	/albets/
albețe	/albetse/
albi	/albʲ/
albia	/albija/
albian	/albijan/
albicios	/albitʃ̩os/
albiciune	/albitʃ̩une/
albie	/albije/
albier	/albijer/
albii	/albij/
albiire	/albijire/
albiliță	/albilitsə/
albime	/albime/
albina	/albina/
albinar	/albinar/
albinare	/albinare/
albinărel	/albinərel/
albinărie	/albinərije/
albinărit	/albinərit/
albineală	/albinĕalə/
albineț	/albinets/
albinioară	/albiniŏarə/
albinire	/albinire/
albinism	/albinism/
albinit	/albinit/
albiniță	/albinitsə/
albinos	/albinos/
albinușă	/albinuʃə/
albinuță	/albinutsə/
albior	/albior/
albire	/albire/
albișor	/albiʃor/
albit	/albit/
albiță	/albitsə/
albitor	/albitor/
albitorie	/albitorije/
albitură	/albiturə/
albiu	/albiw/
albiuță	/albiutsə/
alboare	/albŏare/
alboradă	/alboradə/
albu	/albu/
albui	/albuj/
albulescu	/albulesku/
albuleț	/albulets/
albului	/albuluj/
album	/album/
albumeală	/albumĕalə/
albumen	/albumen/
albumină	/albuminə/
albuminoid	/albuminoid/
albuminometru	/albuminometru/
albuminos	/albuminos/
albuminurie	/albuminurije/
albumiță	/albumitsə/
albumoză	/albumozə/
alburii	/alburij/
alburire	/alburire/
alburit	/alburit/
alburiu	/alburiw/
alburn	/alburn/
albuș	/albuʃ/
albuț	/albuts/
alcade	/alkade/
alcaic	/alkaik/
alcalde	/alkalde/
alcaliceluloză	/alkalitʃelulozə/
alcalimetrie	/alkalimetrije/
alcalimetru	/alkalimetru/
alcalin	/alkalin/
alcalinitate	/alkalinitate/
alcaliniza	/alkaliniza/
alcalinizare	/alkalinizare/
alcalinizat	/alkalinizat/
alcaliu	/alkaliw/
alcaloid	/alkaloid/
alcaloză	/alkalozə/
alcan	/alkan/
alcătuială	/alkətujalə/
alcătuire	/alkətuire/
alcătuit	/alkətuit/
alcătuită	/alkətuitə/
alcătuite	/alkətuite/
alcătuitor	/alkətuitor/
alchenă	/alkʲ̩enə/
alchidal	/alkʲ̩idal/
alchil	/alkʲ̩il/
alchilare	/alkʲ̩ilare/
alchimic	/alkʲ̩imik/
alchimie	/alkʲ̩imije/
alchimist	/alkʲ̩imist/
alchină	/alkʲ̩inə/
alcool	/alkool/
alcoolat	/alkoolat/
alcoolemie	/alkoolemije/
alcoolic	/alkoolik/
alcoolism	/alkoolism/
alcooliza	/alkooliza/
alcoolizare	/alkoolizare/
alcoolizat	/alkoolizat/
alcoolmetrie	/alkoolmetrije/
alcoolmetru	/alkoolmetru/
alcoolscop	/alkoolskop/
alcoolului	/alkooluluj/
alcov	/alkov/
alcovă	/alkovə/
alcoxid	/alkoksid/
aldămaș	/aldəmaʃ/
aldan	/aldan/
alde	/alde/
aldea	/aldĕa/
aldehidă	/aldehidə/
aldescu	/aldesku/
aldin	/aldin/
aldol	/aldol/
aldosteron	/aldosteron/
aldoză	/aldozə/
aldulescu	/aldulesku/
ale	/ale/
alea	/alĕa/
aleagă	/alĕaɡə/
alean	/alĕan/
aleasă	/alĕasə/
alebardă	/alebardə/
alebardier	/alebardijer/
alee	/alee/
aleea	/aleĕa/
aleg	/aleɡ/
alega	/aleɡa/
alegădui	/aleɡəduj/
alegăduire	/aleɡəduire/
alegăduit	/aleɡəduit/
alegare	/aleɡare/
alegat	/aleɡat/
alegație	/aleɡatsije/
alegațiune	/aleɡatsiune/
alegător	/aleɡətor/
alege	/aledʒe/
alegeau	/aledʒ̩aw/
alegem	/aledʒem/
alegere	/aledʒere/
alegerea	/aledʒerĕa/
alegeri	/aledʒerʲ/
alegerile	/aledʒerile/
alegeți	/aledʒetsʲ/
alegi	/aledʒʲ/
alegoric	/aleɡorik/
alegorie	/aleɡorije/
alegorism	/aleɡorism/
alegoriza	/aleɡoriza/
alegorizant	/aleɡorizant/
alegorizare	/aleɡorizare/
alegorizat	/aleɡorizat/
alegrețe	/aleɡretse/
alegru	/aleɡru/
alei	/alej/
aleile	/aleile/
alelă	/alelə/
alelei	/alelej/
alelism	/alelism/
alelopatie	/alelopatije/
aleluia	/aleluja/
alem	/alem/
alemandă	/alemandə/
alemani	/alemanʲ/
alemanic	/alemanik/
alenă	/alenə/
alene	/alene/
alerga	/alerɡa/
alergară	/alerɡarə/
alergare	/alerɡare/
alergase	/alerɡase/
alergat	/alerɡat/
alergătoare	/alerɡətŏare/
alergător	/alerɡətor/
alergătură	/alerɡəturə/
alergen	/alerdʒen/
alergic	/alerdʒik/
alergie	/alerdʒije/
alergând	/alerɡɨnd/
alergolog	/alerɡoloɡ/
alergologic	/alerɡolodʒik/
alergologie	/alerɡolodʒije/
alert	/alert/
alerta	/alerta/
alertare	/alertare/
alertat	/alertat/
alertețe	/alertetse/
ales	/ales/
alesander	/alesander/
alesătură	/alesəturə/
aleșd	/aleʃd/
alese	/alese/
aleși	/aleʃʲ/
alesidă	/alesidə/
aleu	/alew/
aleurit	/aleurit/
aleuritic	/aleuritik/
aleurolit	/aleurolit/
aleurometru	/aleurometru/
aleuron	/aleuron/
aleuronă	/aleuronə/
aleuronat	/aleuronat/
aleuronic	/aleuronik/
alevin	/alevin/
alevinaj	/alevinaʒ/
alexa	/aleksa/
alexandrescu	/aleksandresku/
alexandria	/aleksandrija/
alexandrin	/aleksandrin/
alexăndrinean	/aleksəndrinĕan/
alexăndrineancă	/aleksəndrinĕankə/
alexandrinism	/aleksandrinism/
alexandrit	/aleksandrit/
alexandroae	/aleksandrŏaje/
alexandroaia	/aleksandrŏaja/
alexandru	/aleksandru/
alexe	/alekse/
alexie	/aleksije/
alexină	/aleksinə/
alexiu	/aleksiu/
aleza	/aleza/
alezaj	/alezaʒ/
alezare	/alezare/
alezat	/alezat/
alezie	/alezije/
alezor	/alezor/
alf	/alf/
alfa	/alfa/
alfabet	/alfabet/
alfabetar	/alfabetar/
alfabetic	/alfabetik/
alfabetiza	/alfabetiza/
alfabetizare	/alfabetizare/
alfabetizat	/alfabetizat/
alfanumeric	/alfanumerik/
alfatron	/alfatron/
alfavita	/alfavita/
algă	/alɡə/
alge	/aldʒe/
algebră	/aldʒebrə/
algebric	/aldʒebrik/
algebrist	/aldʒebrist/
algeco	/aldʒeko/
algerian	/aldʒerijan/
algeriancă	/aldʒerijankə/
algernon	/aldʒernon/
algezie	/aldʒezije/
algezimetrie	/aldʒezimetrije/
algid	/aldʒid/
algiditate	/aldʒiditate/
algie	/aldʒije/
algină	/aldʒinə/
algofobie	/alɡofobije/
algogen	/alɡodʒen/
algol	/alɡol/
algolog	/alɡoloɡ/
algologic	/alɡolodʒik/
algologie	/alɡolodʒije/
algomanie	/alɡomanije/
algonkin	/alɡonkʲin/
algoritm	/alɡoritm/
algoritmic	/alɡoritmik/
algrafie	/alɡrafije/
alguacil	/alɡwatʃil/
alguazil	/alɡwazil/
alhimist	/alhimist/
alia	/alija/
aliaj	/alijaʒ/
alianță	/alijantsə/
alianțele	/alijantsele/
alias	/alijas/
aliat	/alijat/
aliații	/alijatsij/
aliatul	/alijatul/
alic	/alik/
alică	/alikə/
alicărie	/alikərije/
alice	/alitʃe/
alicire	/alitʃire/
alicit	/alitʃit/
alicneală	/aliknĕalə/
alicotă	/alikotə/
alicuantă	/alikwantə/
alidadă	/alidadə/
aliena	/alijena/
alienabil	/alijenabil/
alienabilitate	/alijenabilitate/
alienare	/alijenare/
alienat	/alijenat/
alienație	/alijenatsije/
alienist	/alijenist/
aliere	/alijere/
alifatic	/alifatik/
alifie	/alifije/
alifios	/alifios/
aligator	/aliɡator/
alignire	/aliɡnire/
aligote	/aliɡote/
alilodidactic	/alilodidaktik/
aliluia	/aliluja/
aliman	/aliman/
alimăneșteanu	/aliməneʃtĕanu/
alimar	/alimar/
alimba	/alimba/
alimbare	/alimbare/
alimbat	/alimbat/
aliment	/aliment/
alimenta	/alimenta/
alimentar	/alimentar/
alimentară	/alimentarə/
alimentare	/alimentare/
alimentat	/alimentat/
alimentație	/alimentatsije/
alimentator	/alimentator/
alimentele	/alimentele/
alin	/alin/
alina	/alina/
alinare	/alinare/
alinat	/alinat/
alinător	/alinətor/
alinătură	/alinəturə/
alinia	/alinija/
aliniament	/alinijament/
aliniat	/alinijat/
aliniere	/alinijere/
alinire	/alinire/
alinit	/alinit/
alint	/alint/
alinta	/alinta/
alintare	/alintare/
alintat	/alintat/
alintător	/alintətor/
alintătură	/alintəturə/
alior	/alior/
aliotman	/aliotman/
alipire	/alipire/
alipit	/alipit/
alismatacee	/alismatatʃee/
alit	/alit/
alitare	/alitare/
aliterație	/aliteratsije/
aliterativ	/aliterativ/
aliuță	/aliutsə/
alivancă	/alivankə/
alivănire	/alivənire/
alivănit	/alivənit/
alivanta	/alivanta/
alizarină	/alizarinə/
alizeu	/alizew/
alkitronic	/alkʲitronik/
alma	/alma/
almăgean	/almədʒ̩an/
almageste	/almadʒeste/
almăjan	/alməʒan/
almăjean	/alməʒĕan/
almanah	/almanah/
almanahuri	/almanahurʲ/
almandin	/almandin/
almar	/almar/
almașu	/almaʃu/
almee	/almee/
almei	/almej/
almicantarat	/almikantarat/
almintere	/almintere/
almintrele	/almintrele/
alo	/alo/
alobrog	/alobroɡ/
aloca	/aloka/
alocabil	/alokabil/
alocare	/alokare/
alocat	/alokat/
alocație	/alokatsije/
alocromatic	/alokromatik/
alocromatism	/alokromatism/
alocurea	/alokurĕa/
alocuri	/alokurʲ/
alocuțiune	/alokutsiune/
alodial	/alodijal/
alodiu	/alodju/
aloe	/aloe/
alofon	/alofon/
alogam	/aloɡam/
alogamie	/aloɡamije/
alogen	/alodʒen/
alogenetic	/alodʒenetik/
alogic	/alodʒik/
alogism	/alodʒism/
alohton	/alohton/
alomorf	/alomorf/
alonjă	/alonʒə/
alopat	/alopat/
alopatic	/alopatik/
alopatie	/alopatije/
alopecie	/alopetʃije/
alotropic	/alotropik/
alotropie	/alotropije/
aloxan	/aloksan/
alozaur	/alozaur/
alozom	/alozom/
alpaca	/alpaka/
alpenștoc	/alpenʃtok/
alpestru	/alpestru/
alpin	/alpin/
alpine	/alpine/
alpinism	/alpinism/
alpinist	/alpinist/
alsacian	/alsatʃijan/
alt	/alt/
alta	/alta/
altădată	/altədatə/
altaic	/altaik/
altar	/altar/
altcareva	/altkareva/
altceva	/alttʃeva/
altcândva	/altkɨndva/
altcineva	/alttʃineva/
altcum	/altkum/
alte	/alte/
alteori	/alteorʲ/
alter	/alter/
altera	/altera/
alterabil	/alterabil/
alterabilitate	/alterabilitate/
alterare	/alterare/
alterat	/alterat/
alterație	/alteratsije/
altercație	/alterkatsije/
alteritate	/alteritate/
altern	/altern/
alterna	/alterna/
alternant	/alternant/
alternanță	/alternantsə/
alternare	/alternare/
alternat	/alternat/
alternativ	/alternativ/
alternative	/alternative/
alternator	/alternator/
alteță	/altetsə/
altfel	/altfel/
alți	/altsʲ/
altigraf	/altiɡraf/
alții	/altsij/
altimetric	/altimetrik/
altimetrie	/altimetrije/
altimetru	/altimetru/
alțâna	/altsɨna/
altist	/altist/
altiță	/altitsə/
altitelemetru	/altitelemetru/
altitudinal	/altitudinal/
altitudine	/altitudine/
alto	/alto/
altocumulus	/altokumulus/
altogravură	/altoɡravurə/
altoi	/altoj/
altoială	/altojalə/
altoire	/altoire/
altoit	/altoit/
altora	/altora/
altorelief	/altorelijef/
altruism	/altruism/
altruist	/altruist/
altuia	/altuja/
altul	/altul/
aluat	/aluwat/
alucăi	/alukəj/
aluchei	/alukʲ̩ej/
aluculesei	/alukulesej/
alucușan	/alukuʃan/
alumin	/alumin/
alumină	/aluminə/
aluminifer	/aluminifer/
aluminiu	/aluminju/
aluminium	/aluminium/
aluminiza	/aluminiza/
aluminizare	/aluminizare/
aluminizat	/aluminizat/
aluminos	/aluminos/
aluminotermie	/aluminotermije/
alumnat	/alumnat/
alumosilicat	/alumosilikat/
alun	/alun/
alunar	/alunar/
alunaș	/alunaʃ/
aluncăi	/alunkəj/
aluneanu	/alunĕanu/
alunească	/alunĕaskə/
aluneca	/aluneka/
alunecare	/alunekare/
alunecase	/alunekase/
alunecător	/alunekətor/
alunecători	/alunekətorʲ/
alunecătură	/alunekəturə/
alunecau	/alunekaw/
alunecos	/alunekos/
alunecuș	/alunekuʃ/
alunel	/alunel/
alunet	/alunet/
alunga	/alunɡa/
alungare	/alunɡare/
alungat	/alunɡat/
alungător	/alunɡətor/
alunge	/alundʒe/
alungi	/alundʒi/
alungire	/alundʒire/
alungit	/alundʒit/
alungulese	/alunɡulese/
aluniș	/aluniʃ/
alunit	/alunit/
aluniță	/alunitsə/
aluniu	/aluniw/
aluniza	/aluniza/
alunizare	/alunizare/
alupei	/alupej/
alupoae	/alupŏaje/
alupulesei	/alupulesej/
alupului	/alupuluj/
alură	/alurə/
aluței	/alutsej/
aluvial	/aluvijal/
aluviu	/aluvju/
aluviune	/aluviune/
aluzie	/aluzije/
aluziune	/aluziune/
aluziv	/aluziv/
alvanit	/alvanit/
alvatec	/alvatek/
alveolă	/alveolə/
alveolar	/alveolar/
alveolare	/alveolare/
alveolită	/alveolitə/
alviță	/alvitsə/
alvițar	/alvitsar/
alvvimar	/alvvimar/
am	/am/
ama	/ama/
amabil	/amabil/
amabile	/amabile/
amabilitate	/amabilitate/
amăgdălini	/aməɡdəlinʲ/
amăgeală	/amədʒ̩alə/
amăgi	/amədʒi/
amăgire	/amədʒire/
amăgit	/amədʒit/
amăgitor	/amədʒitor/
amaicii	/amajtʃij/
amalgam	/amalɡam/
amalgama	/amalɡama/
amalgamare	/amalɡamare/
amalgamat	/amalɡamat/
aman	/aman/
amănăloae	/amənəlŏaje/
amănăloaie	/amənəlŏaje/
amandea	/amandĕa/
amandină	/amandinə/
amăndiței	/amənditsej/
amanet	/amanet/
amaneta	/amaneta/
amanetare	/amanetare/
amanetat	/amanetat/
amant	/amant/
amănunt	/amənunt/
amănunte	/amənunte/
amănuntele	/amənuntele/
amănunțime	/amənuntsime/
amănunțire	/amənuntsire/
amănunțit	/amənuntsit/
amănuntul	/amənuntul/
amar	/amar/
amara	/amara/
amărăciune	/amərətʃ̩une/
amaraj	/amaraʒ/
amărăluță	/amərəlutsə/
amarandei	/amarandej/
amarantacee	/amarantatʃee/
amarare	/amarare/
amarat	/amarat/
amărătăciune	/amərətətʃ̩une/
amărculesei	/amərkulesej/
amăreală	/amərĕalə/
amărî	/amərɨ/
amarilidacee	/amarilidatʃee/
amărâre	/amərɨre/
amărât	/amərɨt/
amăriu	/aməriw/
amarnic	/amarnik/
amărui	/aməruj/
amărunt	/amərunt/
amărunțelul	/aməruntselul/
amăruță	/amərutsə/
amas	/amas/
amator	/amator/
amatori	/amatorʲ/
amatorism	/amatorism/
amauroză	/amaurozə/
amazoană	/amazŏanə/
amazonit	/amazonit/
amb	/amb/
ambala	/ambala/
ambalaj	/ambalaʒ/
ambalare	/ambalare/
ambalat	/ambalat/
ambar	/ambar/
ambarcader	/ambarkader/
ambarcație	/ambarkatsije/
ambarcațiune	/ambarkatsiune/
ambarda	/ambarda/
ambardare	/ambardare/
ambardee	/ambardee/
ambasadă	/ambasadə/
ambasador	/ambasador/
ambasadori	/ambasadorʲ/
ambele	/ambele/
ambeta	/ambeta/
ambetant	/ambetant/
ambetare	/ambetare/
ambetat	/ambetat/
ambiant	/ambijant/
ambianță	/ambijantsə/
ambidextrie	/ambidekstrije/
ambidextru	/ambidekstru/
ambielaj	/ambijelaʒ/
ambient	/ambijent/
ambiental	/ambijental/
ambigen	/ambidʒen/
ambiguitate	/ambiɡuitate/
ambiguiza	/ambiɡuiza/
ambiguizare	/ambiɡuizare/
ambiguizat	/ambiɡuizat/
ambiguu	/ambiɡuwu/
ambii	/ambij/
ambiofonie	/ambiofonije/
ambiție	/ambitsije/
ambițiile	/ambitsijile/
ambițios	/ambitsios/
ambițiune	/ambitsiune/
ambitus	/ambitus/
ambivalent	/ambivalent/
ambivalență	/ambivalentsə/
ambliop	/ambliop/
ambliopie	/ambliopije/
amblipod	/amblipod/
amblipodă	/amblipodə/
amblistoma	/amblistoma/
ambosa	/ambosa/
ambosare	/ambosare/
ambosat	/ambosat/
ambră	/ambrə/
ambranșament	/ambranʃament/
ambrasă	/ambrasə/
