가	/ka̠/
가든가든하다	/ka̠dɯnɡa̠dɯnɦa̠da̠/
가든가든히	/ka̠dɯnɡa̠dɯnʝi/
가든그뜨리다	/ka̠dɯnɡɯt͈ɯɾida̠/
가든그리다	/ka̠dɯnɡɯɾida̠/
가든그트리다	/ka̠dɯnɡɯtʰɯɾida̠/
가든하다	/ka̠dɯnɦa̠da̠/
가든히	/ka̠dɯnʝi/
가들	/ka̠dɯɭ/
가들가들	/ka̠dɯɭɡa̠dɯɭ/
가들가들하다	/ka̠dɯɭɡa̠dɯɾɦa̠da̠/
가들거리다	/ka̠dɯɭɡʌ̹ɾida̠/
가들대다	/ka̠dɯɭdɛ̝da̠/
가들랑가들랑	/ka̠dɯɭɭa̠ŋɡa̠dɯɭɭa̠ŋ/
가들랑가들랑하다	/ka̠dɯɭɭa̠ŋɡa̠dɯɭɭa̠ŋɦa̠da̠/
가들랑거리다	/ka̠dɯɭɭa̠ŋɡʌ̹ɾida̠/
가들랑대다	/ka̠dɯɭɭa̠ŋdɛ̝da̠/
가들막	/ka̠dɯɭma̠k̚/
가들막가들막	/ka̠dɯɭma̠k̚k͈a̠dɯɭma̠k̚/
가들막가들막하다	/ka̠dɯɭma̠k̚k͈a̠dɯɭma̠kʰa̠da̠/
가들막거리다	/ka̠dɯɭma̠k̚k͈ʌ̹ɾida̠/
가들막대다	/ka̠dɯɭma̠k̚t͈ɛ̝da̠/
가들막이	/ka̠dɯɭma̠ɡi/
가들막이다	/ka̠dɯɭma̠ɡida̠/
가들막하다	/ka̠dɯɭma̠kʰa̠da̠/
가등기	/ka̠dɯŋɡi/
가디건	/ka̠diɡʌ̹n/
가따까나	/ka̠t͈a̠k͈a̠na̠/
가뜩	/ka̠t͈ɯk̚/
가뜩가뜩	/ka̠t͈ɯk̚k͈a̠t͈ɯk̚/
가뜩가뜩이	/ka̠t͈ɯk̚k͈a̠t͈ɯɡi/
가뜩가뜩하다	/ka̠t͈ɯk̚k͈a̠t͈ɯkʰa̠da̠/
가뜩가뜩히	/ka̠t͈ɯk̚k͈a̠t͈ɯkçi/
가뜩이	/ka̠t͈ɯɡi/
가뜩이나	/ka̠t͈ɯɡina̠/
가뜩하다	/ka̠t͈ɯkʰa̠da̠/
가뜩히	/ka̠t͈ɯkçi/
가뜬	/ka̠t͈ɯn/
가뜬가뜬	/ka̠t͈ɯnɡa̠t͈ɯn/
가뜬가뜬하다	/ka̠t͈ɯnɡa̠t͈ɯnɦa̠da̠/
가뜬가뜬히	/ka̠t͈ɯnɡa̠t͈ɯnʝi/
가뜬하다	/ka̠t͈ɯnɦa̠da̠/
가뜬히	/ka̠t͈ɯnʝi/
가라	/ka̠ɾa̠/
가라사대	/ka̠ɾa̠sʰa̠dɛ̝/
가라앉는알	/ka̠ɾa̠a̠nnɯna̠ɭ/
가라앉다	/ka̠ɾa̠a̠nt͈a̠/
가라앉히다	/ka̠ɾa̠a̠nt͡ɕʰida̠/
가라앉힘약	/ka̠ɾa̠a̠nt͡ɕʰimja̠k̚/
가라오케	/ka̠ɾa̠o̞kʰe̞/
가라지	/ka̠ɾa̠d͡ʑi/
가라쿠	/ka̠ɾa̠kʰu/
가라테	/ka̠ɾa̠tʰe̞/
가락	/ka̠ɾa̠k̚/
가락가락	/ka̠ɾa̠k̚k͈a̠ɾa̠k̚/
가락국	/ka̠ɾa̠k̚k͈uk̚/
가락지	/ka̠ɾa̠k̚t͡ɕ͈i/
가락지빵	/ka̠ɾa̠k̚t͡ɕ͈ip͈a̠ŋ/
가락풀	/ka̠ɾa̠k̚pʰuɭ/
가란	/ka̠ɾa̠n/
가란하다	/ka̠ɾa̠nɦa̠da̠/
가랄	/ka̠ɾa̠ɭ/
가랄하다	/ˈka̠ːɾa̠ɾɦa̠da̠/
가람	/ka̠ɾa̠m/
가랑	/ka̠ɾa̠ŋ/
가랑가랑	/ka̠ɾa̠ŋɡa̠ɾa̠ŋ/
가랑가랑하다	/ka̠ɾa̠ŋɡa̠ɾa̠ŋɦa̠da̠/
가랑개미	/ka̠ɾa̠ŋɡɛ̝mi/
가랑거리다	/ka̠ɾa̠ŋɡʌ̹ɾida̠/
가랑눈	/ka̠ɾa̠ŋnun/
가랑니	/ka̠ɾa̠ŋni/
가랑대다	/ka̠ɾa̠ŋdɛ̝da̠/
가랑무	/ka̠ɾa̠ŋmu/
가랑비	/ka̠ɾa̠ŋbi/
가랑이	/ka̠ɾa̠ŋi/
가랑잎	/ka̠ɾa̠ŋip̚/
가래	/ka̠ɾɛ̝/
가래떡	/ka̠ɾɛ̝t͈ʌ̹k̚/
가래침	/ka̠ɾɛ̝t͡ɕʰim/
가래톳	/ka̠ɾɛ̝tʰo̞t̚/
가랭이	/ka̠ɾɛ̝ŋi/
가량	/ka̠ɾja̠ŋ/
가량가량	/ka̠ɾja̠ŋɡa̠ɾja̠ŋ/
가량가량하다	/ˈka̠ːɾja̠ŋɡa̠ɾja̠ŋɦa̠da̠/
가량맞다	/ka̠ɾja̠ŋma̠t̚t͈a̠/
가량스럽다	/ka̠ɾja̠ŋsʰɯɾʌ̹p̚t͈a̠/
가량스레	/ka̠ɾja̠ŋsʰɯɾe̞/
가량하다	/ˈka̠ːɾja̠ŋɦa̠da̠/
가려	/ka̠ɾjʌ̹/
가려내다	/ka̠ɾjʌ̹nɛ̝da̠/
가려움증	/ka̠ɾjʌ̹umd͡ʑɯŋ/
가려지다	/ka̠ɾjʌ̹d͡ʑida̠/
가려하다	/ka̠ɾjʌ̹ɦa̠da̠/
가련	/ka̠ɾjʌ̹n/
가련하다	/ˈka̠ːɾjʌ̹nɦa̠da̠/
가련히	/ka̠ɾjʌ̹nʝi/
가렴	/ka̠ɾjʌ̹m/
가렴주구	/ka̠ɾjʌ̹md͡ʑuɡu/
가렵다	/ka̠ɾjʌ̹p̚t͈a̠/
가령	/ka̠ɾjʌ̹ŋ/
가례	/ka̠ɾje̞/, /ka̠ɾe̞/
가례고증	/ka̠ɾje̞ɡo̞d͡ʑɯŋ/, /ka̠ɾe̞ɡo̞d͡ʑɯŋ/
가례도감	/ka̠ɾje̞do̞ɡa̠m/, /ka̠ɾe̞do̞ɡa̠m/
가례도감의궤	/ka̠ɾje̞do̞ɡa̠mɰiɡwe̞/, /ka̠ɾe̞do̞ɡa̠mɰiɡwe̞/
가례언해	/ka̠ɾje̞ʌ̹nɦɛ̝/, /ka̠ɾe̞ʌ̹nɦɛ̝/
가로	/ka̠ɾo̞/
가로거치다	/ka̠ɾo̞ɡʌ̹t͡ɕʰida̠/
가로글씨	/ka̠ɾo̞ɡɯɭɕ͈i/
가로놓다	/ka̠ɾo̞no̞tʰa̠/
가로놓이다	/ka̠ɾo̞no̞ida̠/
가로누이다	/ka̠ɾo̞nuida̠/
가로눕다	/ka̠ɾo̞nup̚t͈a̠/
가로대	/ka̠ɾo̞dɛ̝/
가로등	/ka̠ɾo̞dɯŋ/
가로띠	/ka̠ɾo̞t͈i/
가로림만	/ka̠ɾo̞ɾimma̠n/
가로막	/ka̠ɾo̞ma̠k̚/
가로막다	/ka̠ɾo̞ma̠k̚t͈a̠/
가로막히다	/ka̠ɾo̞ma̠kçida̠/
가로망	/ka̠ɾo̞ma̠ŋ/
가로맡다	/ka̠ɾo̞ma̠t̚t͈a̠/
가로무늬	/ka̠ɾo̞muni/
가로변	/ka̠ɾo̞bjʌ̹n/
가로보이다	/ka̠ɾo̞bo̞ida̠/
가로새다	/ka̠ɾo̞sʰɛ̝da̠/
가로서다	/ka̠ɾo̞sʰʌ̹da̠/
가로세로	/ka̠ɾo̞sʰe̞ɾo̞/
가로수	/ka̠ɾo̞sʰu/
가로쓰기	/ka̠ɾo̞s͈ɯɡi/
가로이송기구	/ka̠ɾo̞isʰo̞ŋɡiɡu/
가로젓다	/ka̠ɾo̞d͡ʑʌ̹t̚t͈a̠/
가로줄	/ka̠ɾo̞d͡ʑuɭ/
가로줄눈	/ka̠ɾo̞d͡ʑuɭɭun/
가로지르다	/ka̠ɾo̞d͡ʑiɾɯda̠/
가로채다	/ka̠ɾo̞t͡ɕʰɛ̝da̠/
가로축	/ka̠ɾo̞t͡ɕʰuk̚/
가료	/ka̠ɾjo/
가루	/ka̠ɾu/
가루눈	/ka̠ɾunun/
가루다	/ka̠ɾuda̠/
가루비누	/ka̠ɾubinu/
가루약	/ka̠ɾuja̠k̚/
가루우유	/ka̠ɾuuju/
가르강튀아	/ka̠ɾɯɡa̠ŋtʰɥia̠/, /ka̠ɾɯɡa̠ŋtʰya̠/
가르니에	/ka̠ɾɯnie̞/
가르다	/ka̠ɾɯda̠/
가르랑	/ka̠ɾɯɾa̠ŋ/
가르랑가르랑	/ka̠ɾɯɾa̠ŋɡa̠ɾɯɾa̠ŋ/
가르랑가르랑하다	/ka̠ɾɯɾa̠ŋɡa̠ɾɯɾa̠ŋɦa̠da̠/
가르랑거리다	/ka̠ɾɯɾa̠ŋɡʌ̹ɾida̠/
가르랑대다	/ka̠ɾɯɾa̠ŋdɛ̝da̠/
가르마	/ka̠ɾɯma̠/
가르맛길	/ka̠ɾɯma̠t̚k͈iɭ/
가르쳐지다	/ka̠ɾɯt͡ɕʰjʌ̹d͡ʑida̠/
가르치다	/ka̠ɾɯt͡ɕʰida̠/
가르침	/ka̠ɾɯt͡ɕʰim/
가름	/ka̠ɾɯm/
가름대	/ka̠ɾɯmdɛ̝/
가름하다	/ka̠ɾɯmɦa̠da̠/
가리	/ka̠ɾi/
가리가리	/ka̠ɾiɡa̠ɾi/
가리개	/ka̠ɾiɡɛ̝/
가리나무	/ka̠ɾina̠mu/
가리다	/ka̠ɾida̠/
가리마	/ka̠ɾima̠/
가리맛조개	/ka̠ɾima̠t̚t͡ɕ͈o̞ɡɛ̝/
가리비	/ka̠ɾibi/
가리어지다	/ka̠ɾiʌ̹d͡ʑida̠/
가리우다	/ka̠ɾiuda̠/
가리장임	/ka̠ɾid͡ʑa̠ŋim/
가리키다	/ka̠ɾikçida̠/
가린	/ka̠ɾin/
가린하다	/ˈka̠ːɾinɦa̠da̠/
가마	/ka̠ma̠/
가마가맣다	/ka̠ma̠ɡa̠ma̠tʰa̠/
가마괴	/ka̠ma̠ɡø̞/, /ka̠ma̠ɡwe̞/
가마노르께	/ka̠ma̠no̞ɾɯk͈e̞/
가마노르께하다	/ˈka̠ːma̠no̞ɾɯk͈e̞ɦa̠da̠/
가마니	/ka̠ma̠ni/
가마니바늘	/ka̠ma̠niba̠nɯɭ/
가마니틀	/ka̠ma̠nitʰɯɭ/
가마득	/ka̠ma̠dɯk̚/
가마득하다	/ka̠ma̠dɯkʰa̠da̠/
가마득히	/ka̠ma̠dɯkçi/
가마때기	/ka̠ma̠t͈ɛ̝ɡi/
가마말쑥	/ka̠ma̠ma̠ɭs͈uk̚/
가마말쑥이	/ka̠ma̠ma̠ɭs͈uɡi/
가마말쑥하다	/ka̠ma̠ma̠ɭs͈ukʰa̠da̠/
가마무트름	/ka̠ma̠mutʰɯɾɯm/
가마무트름하다	/ka̠ma̠mutʰɯɾɯmɦa̠da̠/
가마무트름히	/ka̠ma̠mutʰɯɾɯmʝi/
가마반드르	/ka̠ma̠ba̠ndɯɾɯ/
가마반드르하다	/ka̠ma̠ba̠ndɯɾɯɦa̠da̠/
가마반지르	/ka̠ma̠ba̠nd͡ʑiɾɯ/
가마반지르하다	/ka̠ma̠ba̠nd͡ʑiɾɯɦa̠da̠/
가마보코	/ka̠ma̠bo̞kʰo̞/
가마분	/ka̠ma̠bun/
가마솥	/ka̠ma̠sʰo̞t̚/
가마아득	/ka̠ma̠a̠dɯk̚/
가마아득하다	/ka̠ma̠a̠dɯkʰa̠da̠/
가마아득히	/ka̠ma̠a̠dɯkçi/
가마우리	/ka̠ma̠uɾi/
가마우리하다	/ka̠ma̠uɾiɦa̠da̠/
가마우지	/ka̠ma̠ud͡ʑi/
가마이	/ka̠ma̠i/
가마치	/ka̠ma̠t͡ɕʰi/
가마푸르레	/ka̠ma̠pʰuɾɯɾe̞/
가마푸르레하다	/ka̠ma̠pʰuɾɯɾe̞ɦa̠da̠/
가막	/ka̠ma̠k̚/
가막살나무	/ka̠ma̠ks͈a̠ɭɭa̠mu/
가막소	/ka̠ma̠ks͈o̞/
가막조개	/ka̠ma̠k̚t͡ɕ͈o̞ɡɛ̝/
가만	/ka̠ma̠n/
가만가만	/ka̠ma̠nɡa̠ma̠n/
가만가만하다	/ka̠ma̠nɡa̠ma̠nɦa̠da̠/
가만가만히	/ka̠ma̠nɡa̠ma̠nʝi/
가만두다	/ka̠ma̠nduda̠/
가만있다	/ka̠ma̠nit̚t͈a̠/
가만하다	/ka̠ma̠nɦa̠da̠/
가만히	/ka̠ma̠nʝi/
가망	/ka̠ma̠ŋ/
가맣다	/ka̠ma̠tʰa̠/
가매솥	/ka̠mɛ̝sʰo̞t̚/
가매장	/ka̠mɛ̝d͡ʑa̠ŋ/
가매지다	/ka̠mɛ̝d͡ʑida̠/
가맹	/ka̠mɛ̝ŋ/
가맹사	/ka̠mɛ̝ŋsʰa̠/
가맹점	/ka̠mɛ̝ŋd͡ʑʌ̹m/
가메기빈독	/ka̠me̞ɡibindo̞k̚/
가메꼭지	/ka̠me̞k͈o̞k̚t͡ɕ͈i/
가면	/ka̠mjʌ̹n/
가면극	/ka̠mjʌ̹nɡɯk̚/
가면무	/ka̠mjʌ̹nmu/
가면무도회	/ka̠mjʌ̹nmudo̞ɦø̞/, /ka̠mjʌ̹nmudo̞βwe̞/
가명	/ka̠mjʌ̹ŋ/
가명제	/ka̠mjʌ̹ŋd͡ʑe̞/
가무	/ka̠mu/
가무관청계	/ka̠muɡwa̠nt͡ɕʰʌ̹ŋɡje̞/, /ka̠muɡwa̠nt͡ɕʰʌ̹ŋɡe̞/
가무관현	/ka̠muɡwa̠nʝjʌ̹n/
가무께	/ka̠muk͈e̞/
가무께하다	/ka̠muk͈e̞ɦa̠da̠/
가무끄름	/ka̠muk͈ɯɾɯm/
가무끄름하다	/ka̠muk͈ɯɾɯmɦa̠da̠/
가무단	/ka̠muda̠n/
가무대대	/ka̠mudɛ̝dɛ̝/
가무대대하다	/ka̠mudɛ̝dɛ̝ɦa̠da̠/
가무댕댕	/ka̠mudɛ̝ŋdɛ̝ŋ/
가무댕댕하다	/ka̠mudɛ̝ŋdɛ̝ŋɦa̠da̠/
가무러지다	/ka̠muɾʌ̹d͡ʑida̠/
가무러치다	/ka̠muɾʌ̹t͡ɕʰida̠/
가무레	/ka̠muɾe̞/
가무레하다	/ka̠muɾe̞ɦa̠da̠/
가무숙숙	/ka̠musʰuks͈uk̚/
가무숙숙하다	/ka̠musʰuks͈ukʰa̠da̠/
가무스레	/ka̠musʰɯɾe̞/
가무스레하다	/ka̠musʰɯɾe̞ɦa̠da̠/
가무스름	/ka̠musʰɯɾɯm/
가무스름하다	/ka̠musʰɯɾɯmɦa̠da̠/
가무연	/ka̠mujʌ̹n/
가무이야기	/ka̠muija̠ɡi/
가무잡잡	/ka̠mud͡ʑa̠p̚t͡ɕ͈a̠p̚/
가무잡잡하다	/ka̠mud͡ʑa̠p̚t͡ɕ͈a̠pʰa̠da̠/
가무족족	/ka̠mud͡ʑo̞k̚t͡ɕ͈o̞k̚/
가무족족하다	/ka̠mud͡ʑo̞k̚t͡ɕ͈o̞kʰa̠da̠/
가무총총	/ka̠mut͡ɕʰo̞ŋt͡ɕʰo̞ŋ/
가무총총하다	/ka̠mut͡ɕʰo̞ŋt͡ɕʰo̞ŋɦa̠da̠/
가무칙칙	/ka̠mut͡ɕʰik̚t͡ɕʰik̚/
가무칙칙하다	/ka̠mut͡ɕʰik̚t͡ɕʰikʰa̠da̠/
가무퇴퇴	/ka̠mutʰø̞tʰø̞/, /ka̠mutʰwe̞tʰwe̞/
가무퇴퇴하다	/ka̠mutʰø̞tʰø̞ɦa̠da̠/, /ka̠mutʰwe̞tʰwe̞ɦa̠da̠/
가무트름	/ka̠mutʰɯɾɯm/
가무트름하다	/ka̠mutʰɯɾɯmɦa̠da̠/
가무트름히	/ka̠mutʰɯɾɯmʝi/
가무파리	/ka̠mupʰa̠ɾi/
가무파리하다	/ka̠mupʰa̠ɾiɦa̠da̠/
가무하다	/ka̠muɦa̠da̠/
가문	/ka̠mun/
가문비	/ka̠munbi/
가문비나무	/ka̠munbina̠mu/
가물	/ka̠muɭ/
가물가물	/ka̠muɭɡa̠muɭ/
가물가물하다	/ka̠muɭɡa̠muɾɦa̠da̠/
가물거리다	/ka̠muɭɡʌ̹ɾida̠/
가물다	/ka̠muɭda̠/
가물대다	/ka̠muɭdɛ̝da̠/
가물어	/ka̠muɾʌ̹/
가물치	/ka̠muɭt͡ɕʰi/
가뭄	/ka̠mum/
가뭄해	/ka̠mumɦɛ̝/
가뭇	/ka̠mut̚/
가뭇가뭇	/ka̠mut̚k͈a̠mut̚/
가뭇가뭇하다	/ka̠mut̚k͈a̠mutʰa̠da̠/
가뭇없다	/ka̠mudʌ̹p̚t͈a̠/
가뭇없이	/ka̠mudʌ̹pɕ͈i/
가뭇하다	/ka̠mutʰa̠da̠/
가미	/ka̠mi/
가미되다	/ka̠midø̞da̠/, /ka̠midwe̞da̠/
가미소리	/ka̠misʰo̞ɾi/
가미하다	/ka̠miɦa̠da̠/
가밀가밀	/ka̠miɭɡa̠miɭ/
가밀가밀하다	/ka̠miɭɡa̠miɾɦa̠da̠/
가바야키	/ka̠ba̠ja̠kçi/
가박	/ka̠ba̠k̚/
가박가박	/ka̠ba̠k̚k͈a̠ba̠k̚/
가박가박하다	/ka̠ba̠k̚k͈a̠ba̠kʰa̠da̠/
가박거리다	/ka̠ba̠k̚k͈ʌ̹ɾida̠/
가박대다	/ka̠ba̠k̚t͈ɛ̝da̠/
가발	/ka̠ba̠ɭ/
가방	/ka̠ba̠ŋ/
가배	/ka̠bɛ̝/
가벌성	/ka̠bʌ̹ɭsʰʌ̹ŋ/
가법	/ka̠bʌ̹p̚/
가벼워지다	/ka̠bjʌ̹wʌ̹d͡ʑida̠/
가벼이	/ka̠bjʌ̹i/
가변	/ka̠bjʌ̹n/
가변성	/ka̠bjʌ̹nsʰʌ̹ŋ/
가변적	/ka̠bjʌ̹nd͡ʑʌ̹k̚/
가볍다	/ka̠bjʌ̹p̚t͈a̠/
가보	/ka̠bo̞/
가복	/ka̠bo̞k̚/
가봉	/ka̠bo̞ŋ/
가봉하다	/ka̠bo̞ŋɦa̠da̠/
가부	/ka̠bu/
가부간	/ka̠buɡa̠n/
가부권	/ka̠buɡwʌ̹n/
가부동수	/ka̠budo̞ŋsʰu/
가부라	/ka̠buɾa̠/
가부시키	/ka̠buɕʰikçi/
가부시키	/ka̠buɕʰikçi/
가부장	/ka̠bud͡ʑa̠ŋ/
가부장권	/ka̠bud͡ʑa̠ŋɡwʌ̹n/
가부장성	/ka̠bud͡ʑa̠ŋsʰʌ̹ŋ/
가부장적	/ka̠bud͡ʑa̠ŋd͡ʑʌ̹k̚/
가부장적경제	/ka̠bud͡ʑa̠ŋd͡ʑʌ̹k̚k͈jʌ̹ŋd͡ʑe̞/
가부장적노예제	/ka̠bud͡ʑa̠ŋd͡ʑʌ̹ŋno̞je̞d͡ʑe̞/
가부장제	/ka̠bud͡ʑa̠ŋd͡ʑe̞/
가부재기	/ka̠bud͡ʑɛ̝ɡi/
가부좌	/ka̠bud͡ʑwa̠/
가분	/ka̠bun/
가분가분	/ka̠bunɡa̠bun/
가분가분하다	/ka̠bunɡa̠bunɦa̠da̠/
가분가분히	/ka̠bunɡa̠bunʝi/
가분수	/ka̠bunsʰu/
가분하다	/ka̠bunɦa̠da̠/
가분히	/ka̠bunʝi/
가불	/ka̠buɭ/
가불가불	/ka̠buɭɡa̠buɭ/
가불가불하다	/ka̠buɭɡa̠buɾɦa̠da̠/
가불거리다	/ka̠buɭɡʌ̹ɾida̠/
가불대다	/ka̠buɭdɛ̝da̠/
가불딱	/ka̠buɭt͈a̠k̚/
가불딱가불딱	/ka̠buɭt͈a̠k̚k͈a̠buɭt͈a̠k̚/
가불딱가불딱하다	/ka̠buɭt͈a̠k̚k͈a̠buɭt͈a̠kʰa̠da̠/
가불딱거리다	/ka̠buɭt͈a̠k̚k͈ʌ̹ɾida̠/
가불딱대다	/ka̠buɭt͈a̠k̚t͈ɛ̝da̠/
가불딱하다	/ka̠buɭt͈a̠kʰa̠da̠/
가불짝	/ka̠buɭt͡ɕ͈a̠k̚/
가불짝가불짝	/ka̠buɭt͡ɕ͈a̠k̚k͈a̠buɭt͡ɕ͈a̠k̚/
가불짝가불짝하다	/ka̠buɭt͡ɕ͈a̠k̚k͈a̠buɭt͡ɕ͈a̠kʰa̠da̠/
가불짝거리다	/ka̠buɭt͡ɕ͈a̠k̚k͈ʌ̹ɾida̠/
가불짝대다	/ka̠buɭt͡ɕ͈a̠k̚t͈ɛ̝da̠/
가불짝하다	/ka̠buɭt͡ɕ͈a̠kʰa̠da̠/
가붓	/ka̠but̚/
가붓가붓	/ka̠but̚k͈a̠but̚/
가붓가붓이	/ka̠but̚k͈a̠buɕʰi/
가붓가붓하다	/ka̠but̚k͈a̠butʰa̠da̠/
가붓이	/ka̠buɕʰi/
가붓하다	/ka̠butʰa̠da̠/
가빈	/ka̠bin/
가빈하다	/ka̠binɦa̠da̠/
가빠지다	/ka̠p͈a̠d͡ʑida̠/
가뿍	/ka̠p͈uk̚/
가뿍가뿍	/ka̠p͈uk̚k͈a̠p͈uk̚/
가뿍가뿍하다	/ka̠p͈uk̚k͈a̠p͈ukʰa̠da̠/
가뿍하다	/ka̠p͈ukʰa̠da̠/
가뿐	/ka̠p͈un/
가뿐가뿐	/ka̠p͈unɡa̠p͈un/
가뿐가뿐하다	/ka̠p͈unɡa̠p͈unɦa̠da̠/
가뿐가뿐히	/ka̠p͈unɡa̠p͈unʝi/
가뿐하다	/ka̠p͈unɦa̠da̠/
가뿐히	/ka̠p͈unʝi/
가뿟	/ka̠p͈ut̚/
가뿟가뿟	/ka̠p͈ut̚k͈a̠p͈ut̚/
가뿟가뿟이	/ka̠p͈ut̚k͈a̠p͈uɕʰi/
가뿟가뿟하다	/ka̠p͈ut̚k͈a̠p͈utʰa̠da̠/
가뿟이	/ka̠p͈uɕʰi/
가뿟하다	/ka̠p͈utʰa̠da̠/
가쁘다	/ka̠p͈ɯda̠/
가사	/ka̠sʰa̠/
가사 노동	/ka̠sʰa̠ no̞do̞ŋ/
가사 노동	/ka̠sʰa̠ no̞do̞ŋ/
가사리	/ka̠sʰa̠ɾi/
가산	/ka̠sʰa̠n/
가산되다	/ka̠sʰa̠ndø̞da̠/, /ka̠sʰa̠ndwe̞da̠/
가산명사	/ka̠sʰa̠nmjʌ̹ŋsʰa̠/
가산율	/ka̠sʰa̠ɲjuɭ/
가산점	/ka̠sʰa̠nd͡ʑʌ̹m/
가산하다	/ka̠sʰa̠nɦa̠da̠/
가상	/ka̠sʰa̠ŋ/
가상극	/ka̠sʰa̠ŋɡɯk̚/
가상운동	/ka̠sʰa̠ŋundo̞ŋ/
가상적	/ka̠sʰa̠ŋd͡ʑʌ̹k̚/
가상하다	/ka̠sʰa̠ŋɦa̠da̠/
가새	/ka̠sʰɛ̝/
가새비	/ka̠sʰɛ̝bi/
가새잎머루	/ka̠sʰɛ̝immʌ̹ɾu/
가새지르다	/ka̠sʰɛ̝d͡ʑiɾɯda̠/
가새질	/ka̠sʰɛ̝d͡ʑiɭ/
가색	/ka̠sʰɛ̝k̚/
가석	/ka̠sʰʌ̹k̚/
가석방	/ka̠sʰʌ̹k̚p͈a̠ŋ/
가석방되다	/ka̠sʰʌ̹k̚p͈a̠ŋdø̞da̠/, /ka̠sʰʌ̹k̚p͈a̠ŋdwe̞da̠/
가석방하다	/ka̠sʰʌ̹k̚p͈a̠ŋɦa̠da̠/
가선	/ka̠sʰʌ̹n/
가설	/ka̠sʰʌ̹ɭ/
가설무대	/ka̠sʰʌ̹ɭmudɛ̝/
가설법	/ka̠sʰʌ̹ɭbʌ̹p̚/
가설하다	/ka̠sʰʌ̹ɾɦa̠da̠/
가성	/ka̠sʰʌ̹ŋ/
가성비	/ka̠sʰʌ̹ŋbi/
가성소다	/ka̠sʰʌ̹ŋsʰo̞da̠/
가세	/ka̠sʰe̞/
가세하다	/ka̠sʰe̞ɦa̠da̠/
가셔지다	/ka̠ɕʰjʌ̹d͡ʑida̠/
가소	/ka̠sʰo̞/
가소롭다	/ka̠sʰo̞ɾo̞p̚t͈a̠/
가소린	/ka̠sʰo̞ɾin/
가속	/ka̠sʰo̞k̚/
가속기	/ka̠sʰo̞k̚k͈i/
가속도	/ka̠sʰo̞k̚t͈o̞/
가속도운동	/ka̠sʰo̞k̚t͈o̞undo̞ŋ/
가속되다	/ka̠sʰo̞k̚t͈ø̞da̠/, /ka̠sʰo̞k̚t͈we̞da̠/
가속시키다	/ka̠sʰo̞kɕ͈ikçida̠/
가속운동	/ka̠sʰo̞ɡundo̞ŋ/
가속하다	/ka̠sʰo̞kʰa̠da̠/
가속화	/ka̠sʰo̞kʰwa̠/
가속화하다	/ka̠sʰo̞kʰwa̠ɦa̠da̠/
가솔린	/ka̠sʰo̞ɭʎin/
가쇄	/ka̠sʰwɛ̝/
가수	/ka̠sʰu/
가수다	/ka̠sʰuda̠/
가수면	/ka̠sʰumjʌ̹n/
가수분해	/ka̠sʰubunɦɛ̝/
가수요	/ka̠sʰujo/
가스	/ka̠sʰɯ/
가스건조제	/ka̠sʰɯɡʌ̹nd͡ʑo̞d͡ʑe̞/
가스검지지	/ka̠sʰɯɡʌ̹md͡ʑid͡ʑi/
가스검층법	/ka̠sʰɯɡʌ̹mt͡ɕʰɯŋbʌ̹p̚/
가스경계경보	/ka̠sʰɯɡjʌ̹ŋɡje̞ɡjʌ̹ŋbo̞/, /ka̠sʰɯɡjʌ̹ŋɡe̞ɡjʌ̹ŋbo̞/
가스경보계	/ka̠sʰɯɡjʌ̹ŋbo̞ɡje̞/, /ka̠sʰɯɡjʌ̹ŋbo̞ɡe̞/
가스관	/ka̠sʰɯɡwa̠n/
가스교환	/ka̠sʰɯɡjoβwa̠n/
가스까베 시	/ka̠sʰɯk͈a̠be̞ ɕʰi/
가스랑	/ka̠sʰɯɾa̠ŋ/
가스랑거리다	/ka̠sʰɯɾa̠ŋɡʌ̹ɾida̠/
가스랑대다	/ka̠sʰɯɾa̠ŋdɛ̝da̠/
가스러지다	/ka̠sʰɯɾʌ̹d͡ʑida̠/
가스레인지	/ka̠sʰɯɾe̞ind͡ʑi/
가스보일러	/ka̠sʰɯbo̞iɭɭʌ̹/
가스스	/ka̠sʰɯsʰɯ/
가스스하다	/ka̠sʰɯsʰɯɦa̠da̠/
가스시험	/ka̠sʰɯɕʰiɦʌ̹m/
가스시험종이	/ka̠sʰɯɕʰiɦʌ̹md͡ʑo̞ŋi/
가스실	/ka̠sʰɯɕʰiɭ/
가스업	/ka̠sʰɯʌ̹p̚/
가스연료	/ka̠sʰɯjʌ̹ɭʎjo/
가스전구	/ka̠sʰɯd͡ʑʌ̹nɡu/
가스중독	/ka̠sʰɯd͡ʑuŋdo̞k̚/
가스통	/ka̠sʰɯtʰo̞ŋ/
가스화가스	/ka̠sʰɯβwa̠ɡa̠sʰɯ/
가슬가슬	/ka̠sʰɯɭɡa̠sʰɯɭ/
가슬가슬하다	/ka̠sʰɯɭɡa̠sʰɯɾɦa̠da̠/
가슴	/ka̠sʰɯm/
가슴걸이	/ka̠sʰɯmɡʌ̹ɾi/
가슴대개	/ka̠sʰɯmdɛ̝ɡɛ̝/
가슴던지기	/ka̠sʰɯmdʌ̹nd͡ʑiɡi/
가슴둘레	/ka̠sʰɯmduɭɭe̞/
가슴련락	/ka̠sʰɯmɲjʌ̹ɭɭa̠k̚/
