aah	/ˈɑː/
adequate	/ˈædɪkwət/
adequately	/ˈædɪkwətli/
adhered	/ædhˈi‍əd/
adhere	/ɐdhˈi‍ə/
adherence	/ɐdhˈi‍əɹəns/
adherent	/ɐdhˈi‍əɹənt/
adherents	/ɐdhˈi‍əɹənts/
adheres	/ɐdhˈi‍əz/
adhering	/ædhˈi‍əɹɪŋ/
adhesion	/ɐdhˈiːʒən/
adhesive	/ɐdhˈiːsɪv/
adhesives	/ɐdhˈiːsɪvz/
adiabatic	/ˌe‍ɪdɪɐbˈætɪk/
adieu	/ɐdjˈuː/
adieux	/ɐdjˈuːz/
adipose	/ˈædɪpˌə‍ʊz/
adits	/ˈædɪts/
adjacent	/ɐd‍ʒˈe‍ɪsənt/
adjectival	/ˌæd‍ʒɪktˈa‍ɪvə‍l/
adjective	/ˈæd‍ʒɪktˌɪv/
adjectives	/ˈæd‍ʒɪktˌɪvz/
adjoin	/ɐd‍ʒˈɔ‍ɪn/
adjoined	/ɐd‍ʒˈɔ‍ɪnd/
adjoining	/ɐd‍ʒˈɔ‍ɪnɪŋ/
adjoins	/ɐd‍ʒˈɔ‍ɪnz/
adjourn	/ɐd‍ʒˈɜːn/
adjourned	/ɐd‍ʒˈɜːnd/
adjourning	/ɐd‍ʒˈɜːnɪŋ/
adjournment	/ɐd‍ʒˈɜːnmənt/
adjourns	/ɐd‍ʒˈɜːnz/
adjudged	/ɐd‍ʒˈʌd‍ʒd/
adjudicated	/ɐd‍ʒˈuːdɪkˌe‍ɪtɪd/
adjudicate	/ɐd‍ʒˈuːdɪkˌe‍ɪt/
adjudicates	/ɐd‍ʒˈuːdɪkˌe‍ɪts/
adjudicating	/ɐd‍ʒˈuːdɪkˌe‍ɪtɪŋ/
adjudication	/ɐd‍ʒˌuːdɪkˈe‍ɪʃən/
adjudications	/ɐd‍ʒˌuːdɪkˈe‍ɪʃənz/
adjudicator	/ɐd‍ʒˈuːdɪkˌe‍ɪtɐ/
adjudicators	/ɐd‍ʒˈuːdɪkˌe‍ɪtəz/
adjunct	/ˈædd‍ʒʌŋkt/
adjustable	/ɐd‍ʒˈʌstəbə‍l/
adjust	/ɐd‍ʒˈʌst/
adjusted	/ɐd‍ʒˈʌstɪd/
adjuster	/ɐd‍ʒˈʌstɐ/
adjusters	/ɐd‍ʒˈʌstəz/
adjusting	/ɐd‍ʒˈʌstɪŋ/
adjustment	/ɐd‍ʒˈʌstmənt/
adjustments	/ɐd‍ʒˈʌstmənts/
adjustor	/ɐd‍ʒˈʌstɐ/
adjustors	/ɐd‍ʒˈʌstəz/
adjusts	/ɐd‍ʒˈʌsts/
adjutant	/ˈæd‍ʒuːtənt/
adjuvant	/ɐd‍ʒˈuːvənt/
admen	/ɐdmˈɛn/
administer	/ɐdmˈɪnɪstɐ/
administered	/ɐdmˈɪnɪstəd/
administering	/ɐdmˈɪnɪstəɹɪŋ/
administers	/ɐdmˈɪnɪstəz/
administrate	/ɐdmˈɪnɪstɹˌe‍ɪt/
administrating	/ɐdmˈɪnɪstɹˌe‍ɪtɪŋ/
administration	/ɐdmˌɪnɪstɹˈe‍ɪʃən/
administrations	/ɐdmˌɪnɪstɹˈe‍ɪʃənz/
administrative	/ɐdmˈɪnɪstɹətˌɪv/
administratively	/ɐdmˈɪnɪstɹətˌɪvli/
administrator	/ɐdmˈɪnɪstɹˌe‍ɪtɐ/
administrators	/ɐdmˈɪnɪstɹˌe‍ɪtəz/
admirable	/ˈædməɹəbə‍l/
admirably	/ˈædməɹəblˌi/
admiral	/ˈædmɜːɹə‍l/
admirals	/ˈædmɜːɹə‍lz/
admiralty	/ˈædməɹə‍lti/
admiration	/ˌædməɹˈe‍ɪʃən/
admired	/ɐdmˈa‍ɪ‍əd/
admire	/ɐdmˈa‍ɪ‍ə/
admirer	/ɐdmˈa‍ɪ‍əɹɐ/
admirers	/ɐdmˈa‍ɪ‍əɹəz/
admires	/ɐdmˈa‍ɪ‍əz/
admiring	/ɐdmˈa‍ɪ‍əɹɪŋ/
admiringly	/ɐdmˈa‍ɪ‍əɹɪŋli/
admissibility	/ɐdmˌɪsəbˈɪlɪti/
admissible	/ɐdmˈɪsəbə‍l/
admission	/ɐdmˈɪʃən/
admissions	/ɐdmˈɪʃənz/
admit	/ɐdmˈɪt/
admits	/ɐdmˈɪts/
admittance	/ɐdmˈɪtəns/
admitted	/ɐdmˈɪtɪd/
admittedly	/ɐdmˈɪtɪdli/
admitting	/ɐdmˈɪtɪŋ/
admixture	/ɐdmˈɪkst‍ʃɐ/
admonish	/ɐdmˈɒnɪʃ/
admonished	/ɐdmˈɒnɪʃt/
admonishes	/ɐdmˈɒnɪʃɪz/
admonishing	/ɐdmˈɒnɪʃɪŋ/
admonishment	/ɐdmˈɒnɪʃmənt/
admonition	/ˌædmənˈɪʃən/
admonitions	/ˌædmənˈɪʃənz/
adobe	/ɐdˈə‍ʊbi/
ado	/ɐdˈuː/
adolescence	/ˌædəlˈɛsəns/
adolescent	/ˌædəlˈɛsənt/
adolescents	/ˌædəlˈɛsənts/
adonis	/ædˈə‍ʊniz/
adonises	/ˈædənˌa‍ɪzɪz/
adoptable	/ɐdˈɒptəbə‍l/
adopt	/ɐdˈɒpt/
adopted	/ɐdˈɒptɪd/
adoptee	/ɐdˈɒptiː/
adopter	/ɐdˈɒptɐ/
adopters	/ɐdˈɒptəz/
adopting	/ɐdˈɒptɪŋ/
adoption	/ɐdˈɒpʃən/
adoptions	/ɐdˈɒpʃənz/
adoptive	/ɐdˈɒptɪv/
adopts	/ɐdˈɒpts/
adorable	/ɐdˈɔːɹəbə‍l/
adorableness	/ɐdˈɔːɹəbə‍lnəs/
adorably	/ɐdˈɔːɹəbli/
adoration	/ˌædəɹˈe‍ɪʃən/
adored	/ɐdˈɔːd/
adore	/ɐdˈɔː/
adorers	/ɐdˈɔːɹəz/
adores	/ɐdˈɔːz/
adoring	/ɐdˈɔːɹɪŋ/
adoringly	/ɐdˈɔːɹɪŋli/
adorn	/ɐdˈɔːn/
adorned	/ɐdˈɔːnd/
adorning	/ɐdˈɔːnɪŋ/
adornment	/ɐdˈɔːnmənt/
adornments	/ɐdˈɔːnmənts/
adorns	/ɐdˈɔːnz/
adown	/ɐdˈa‍ʊn/
adrenal	/ɐdɹˈiːnə‍l/
adrenalin	/ɐdɹˈɛnɐlˌɪn/
adrenaline	/ɐdɹˈɛnəlˌɪn/
adrift	/ɐdɹˈɪft/
adroit	/ɐdɹˈɔ‍ɪt/
adroitly	/ɐdɹˈɔ‍ɪtli/
ads	/ˈædz/
adsorption	/ɐdsˈɔːpʃən/
adulate	/ˈædjʊlˌe‍ɪt/
adulated	/ˈædjʊlˌe‍ɪtɪd/
adulation	/ˌædjʊlˈe‍ɪʃən/
adult	/ˈædʌlt/
adulterated	/ɐdˈʌltəɹˌe‍ɪtɪd/
adulterating	/ɐdˈʌltəɹˌe‍ɪtɪŋ/
adulteration	/ɐdˌʌltəɹˈe‍ɪʃən/
adulterer	/ɐdˈʌltəɹɐ/
adulterers	/ɐdˈʌltəɹəz/
adulteress	/ɐdˈʌltəɹəs/
adulteresses	/ɐdˈʌltəɹəsɪz/
adulteries	/ɐdˈʌltəɹiz/
adulterous	/ɐdˈʌltəɹəs/
adultery	/ɐdˈʌltəɹi/
adulthood	/ɐdˈʌlthʊd/
adults	/ˈædʌlts/
advanced	/ɐdvˈænst/
advance	/ɐdvˈæns/
advancement	/ɐdvˈænsmənt/
advancements	/ɐdvˈænsmənts/
advances	/ɐdvˈænsɪz/
advancing	/ɐdvˈænsɪŋ/
advantaged	/ɐdvˈɑːntɪd‍ʒd/
advantage	/ɐdvˈɑːntɪd‍ʒ/
advantageous	/ɐdvɑːntˈe‍ɪd‍ʒəs/
advantageously	/ɐdvɑːntˈe‍ɪd‍ʒəsli/
advantages	/ɐdvˈɑːntɪd‍ʒɪz/
advent	/ˈædvɛnt/
adventitious	/ˌædvɪntˈɪʃəs/
adventured	/ɐdvˈɛnt‍ʃəd/
adventure	/ɐdvˈɛnt‍ʃɐ/
adventurer	/ɐdvˈɛnt‍ʃəɹɐ/
adventurers	/ɐdvˈɛnt‍ʃəɹəz/
adventures	/ɐdvˈɛnt‍ʃəz/
adventuresome	/ɐdvˈɛnt‍ʃəsˌʌm/
adventuress	/ɐdvˈɛnt‍ʃəɹˌɛs/
adventuring	/ɐdvˈɛnt‍ʃəɹɪŋ/
adventurism	/ɐdvˈɛnt‍ʃəɹˌɪzəm/
adventurist	/ɐdvˈɛnt‍ʃəɹˌɪst/
adventurists	/ɐdvˈɛnt‍ʃəɹˌɪsts/
adventurous	/ɐdvˈɛnt‍ʃəɹəs/
adventurously	/ɐdvˈɛnt‍ʃəɹəsli/
adventurousness	/ɐdvˈɛnt‍ʃəɹəsnəs/
adverb	/ˈædvɜːb/
adverbs	/ˈædvɜːbz/
adversarial	/ˌædvəsˈe‍əɹɪəl/
adversaries	/ˈædvəsəɹiz/
adversary	/ˈædvəsəɹi/
adverse	/ædvˈɜːs/
adversely	/ædvˈɜːsli/
adversities	/ædvˈəsɪtiz/
adversity	/ædvˈəsɪti/
adverted	/ɐdvˈɜːtɪd/
advertise	/ˈædvətˌa‍ɪz/
advertised	/ˈædvətˌa‍ɪzd/
advertisement	/ɐdvˈɜːtɪsmənt/
advertisements	/ˈædvətˌa‍ɪzmənts/
advertiser	/ˈædvətˌa‍ɪzɐ/
advertisers	/ˈædvətˌa‍ɪzəz/
advertises	/ˈædvətˌa‍ɪzɪz/
advertising	/ˈædvətˌa‍ɪzɪŋ/
advice	/ɐdvˈa‍ɪs/
advices	/ɐdvˈa‍ɪsɪz/
advisability	/ɐdvˌa‍ɪzəbˈɪlɪti/
advisable	/ɐdvˈa‍ɪzəbə‍l/
advised	/ɐdvˈa‍ɪzd/
advisedly	/ɐdvˈa‍ɪzɪdli/
advise	/ɐdvˈa‍ɪz/
adviser	/ɐdvˈa‍ɪzɐ/
advisers	/ɐdvˈa‍ɪzəz/
advises	/ɐdvˈa‍ɪzɪz/
advising	/ɐdvˈa‍ɪzɪŋ/
advisor	/ɐdvˈa‍ɪzɐ/
advisories	/ɐdvˈa‍ɪzəɹˌiz/
advisors	/ɐdvˈa‍ɪzəz/
advisory	/ɐdvˈa‍ɪzəɹˌi/
advocaat	/ˈædvəkˌɑːt/
advocacy	/ˈædvəkəsi/
advocated	/ˈædvəkˌe‍ɪtɪd/
advocating	/ˈædvəkˌe‍ɪtɪŋ/
advocation	/ˌædvəkˈe‍ɪʃən/
advocator	/ˈædvəkˌe‍ɪtɐ/
adz	/ˈædz/
adze	/ˈædz/
aedes	/ˈiːdz/
aegis	/ˈiːd‍ʒɪs/
aeolian	/iːˈə‍ʊli‍ən/
aeolipile	/ˈiːəlˌɪpa‍ɪl/
aeon	/ˈiːɒn/
aeons	/ˈiːɒnz/
aerated	/e‍əɹˈe‍ɪtɪd/
aerate	/e‍əɹˈe‍ɪt/
aerates	/e‍əɹˈe‍ɪts/
aerating	/e‍əɹˈe‍ɪtɪŋ/
aeration	/e‍əɹˈe‍ɪʃən/
aerialist	/ˈe‍əɹɪəlˌɪst/
aerials	/ˈe‍əɹɪəlz/
aerobatic	/ˌe‍əɹə‍ʊbˈætɪk/
aerobatics	/ˌe‍əɹə‍ʊbˈætɪks/
aerobically	/e‍əɹˈə‍ʊbɪkli/
aerobic	/e‍əɹˈə‍ʊbɪk/
aerobics	/e‍əɹˈə‍ʊbɪks/
aerodrome	/ˈe‍əɹə‍ʊdɹˌə‍ʊm/
aerodromes	/ˈe‍əɹə‍ʊdɹˌə‍ʊmz/
aerodynamically	/ˌe‍əɹə‍ʊda‍ɪnˈæmɪkli/
aerodynamic	/ˌe‍əɹə‍ʊda‍ɪnˈæmɪk/
aerodynamicist	/ˌe‍əɹə‍ʊda‍ɪnˈæmɪsˌɪst/
aerodynamics	/ˌe‍əɹə‍ʊda‍ɪnˈæmɪks/
aero	/ˈe‍əɹə‍ʊ/
aerofoil	/ˈe‍əɹə‍ʊfˌɔ‍ɪl/
aerofoils	/ˈe‍əɹə‍ʊfˌɔ‍ɪlz/
aeronaut	/ˈe‍əɹə‍ʊnˌɔːt/
aeronautical	/ˌe‍əɹə‍ʊnˈɔːtɪkə‍l/
aeronautic	/ˌe‍əɹə‍ʊnˈɔːtɪk/
aeronautics	/ˌe‍əɹə‍ʊnˈɔːtɪks/
aeronauts	/ˈe‍əɹə‍ʊnˌɔːts/
aeroplane	/ˈe‍əɹəplˌe‍ɪn/
aeroplanes	/ˈe‍əɹəplˌe‍ɪnz/
aerosol	/ˈe‍əɹəsˌɒl/
aerosols	/ˈe‍əɹəsˌɒlz/
aerospace	/ˈe‍əɹə‍ʊspˌe‍ɪs/
aesthete	/ˈiːsθiːt/
aesthetes	/ˈiːsθiːts/
aesthetically	/iːsθˈɛtɪkli/
aesthetic	/iːsθˈɛtɪk/
aesthetics	/iːsθˈɛtɪks/
aestival	/ˈiːstɪvə‍l/
aetiology	/ˌiːtɪˈɒləd‍ʒi/
afar	/ɐfˈɑː/
afeard	/ɐfˈi‍əd/
affability	/ˌæfəbˈɪlɪti/
affable	/ˈæfəbə‍l/
affaire	/ɐfˈe‍ə/
affaires	/ɐfˈe‍əz/
affair	/ɐfˈe‍ə/
affairs	/ɐfˈe‍əz/
affectation	/ɐfɪktˈe‍ɪʃən/
affectations	/ɐfɪktˈe‍ɪʃənz/
affected	/ɐfˈɛktɪd/
affecting	/ɐfˈɛktɪŋ/
affectionate	/ɐfˈɛkʃənət/
affectionately	/ɐfˈɛkʃənətli/
affection	/ɐfˈɛkʃən/
affections	/ɐfˈɛkʃənz/
affective	/ɐfˈɛktɪv/
affectively	/ɐfˈɛktɪvli/
afferent	/ˈæfɹənt/
affianced	/ɐfˈa‍ɪ‍ənst/
affidavit	/ˌæfɪdˈe‍ɪvɪt/
affidavits	/ˌæfɪdˈe‍ɪvɪts/
affiliated	/ɐfˈɪlɪˌe‍ɪtɪd/
affiliates	/ɐfˈɪlɪˌe‍ɪts/
affiliation	/ɐfˌɪlɪˈe‍ɪʃən/
affiliations	/ɐfˌɪlɪˈe‍ɪʃənz/
affinities	/ɐfˈɪnɪtiz/
affinity	/ɐfˈɪnɪti/
affirmation	/ˌæfəmˈe‍ɪʃən/
affirmations	/ˌæfəmˈe‍ɪʃənz/
affirmative	/ɐfˈɜːmətˌɪv/
affirmatively	/ɐfˈɜːmətˌɪvli/
affirmed	/ɐfˈɜːmd/
affirm	/ɐfˈɜːm/
affirming	/ɐfˈɜːmɪŋ/
affirms	/ɐfˈɜːmz/
affixed	/ɐfˈɪkst/
afflatus	/ɐflˈætəs/
afflicted	/ɐflˈɪktɪd/
afflict	/ɐflˈɪkt/
afflicting	/ɐflˈɪktɪŋ/
affliction	/ɐflˈɪkʃən/
afflictions	/ɐflˈɪkʃənz/
afflicts	/ɐflˈɪkts/
affluence	/ˈæfluːəns/
affluent	/ˈæfluːənt/
affordability	/ɐfˌɔːdəbˈɪlɪti/
affordable	/ɐfˈɔːdəbə‍l/
affordably	/ɐfˈɔːdəbli/
afforded	/ɐfˈɔːdɪd/
afford	/ɐfˈɔːd/
affording	/ɐfˈɔːdɪŋ/
affords	/ɐfˈɔːdz/
afforestation	/ɐfˌɒɹɪstˈe‍ɪʃən/
affray	/ɐfɹˈe‍ɪ/
affrighted	/ɐfɹˈa‍ɪtɪd/
affright	/ɐfɹˈa‍ɪt/
affronted	/ɐfɹˈʌntɪd/
affront	/ɐfɹˈʌnt/
affronts	/ɐfɹˈʌnts/
afghan	/ˈæfɡæn/
afghani	/æfɡˈɑːni/
afghanis	/æfɡˈɑːnɪz/
afghans	/ˈæfɡænz/
aficionado	/ɐfˌɪʃənˈɑːdə‍ʊ/
aficionados	/ɐfˌɪʃənˈɑːdə‍ʊz/
afield	/ɐfˈiːld/
afire	/ɐfˈa‍ɪ‍ə/
aflame	/ɐflˈe‍ɪm/
aflatoxin	/ɐflˈætəksˌɪn/
afloat	/ɐflˈə‍ʊt/
aflutter	/ɐflˈʌtɐ/
afoot	/ɐfˈʊt/
afore	/ɐfˈɔː/
aforementioned	/ɐfˈɔːmɛnʃənd/
aforesaid	/ɐfˈɔːsɛd/
aforethought	/ɐfˈɔːθɔːt/
afoul	/ɐfˈa‍ʊl/
afraid	/ɐfɹˈe‍ɪd/
afresh	/ɐfɹˈɛʃ/
afterbirth	/ˈɑːftəbˌɜːθ/
afterburners	/ˈɑːftəbˌɜːnəz/
aftercare	/ˈɑːftəkˌe‍ə/
aftereffect	/ˈɑːftəɹɪfˌɛkt/
aftereffects	/ˈɑːftəɹɪfˌɛkts/
after	/ˈɑːftɐ/
afterglow	/ˈɑːftəɡlˌə‍ʊ/
afterimage	/ˈɑːftəɹˌɪmɪd‍ʒ/
afterlife	/ˈɑːftəlˌa‍ɪf/
afterlives	/ˈɑːftəlˌɪvz/
aftermarket	/ˈɑːftəmˌɑːkɪt/
aftermath	/ˈɑːftəmˌæθ/
aftermaths	/ˈɑːftəmˌæθs/
afternoons	/ˌɑːftənˈuːnz/
afterschool	/ˈɑːftəskˌuːl/
afters	/ˈɑːftəz/
aftershave	/ˈɑːftəʃˌe‍ɪv/
aftershaves	/ˈɑːftəʃˌe‍ɪvz/
aftershock	/ˈɑːftəʃˌɒk/
aftershocks	/ˈɑːftəʃˌɒks/
aftertaste	/ˈɑːftətˌe‍ɪst/
afterthought	/ˈɑːftəθˌɔːt/
afterward	/ˈɑːftəwəd/
afterwards	/ˈɑːftəwədz/
aft	/ˈɑːft/
aga	/ˈɑːɡɐ/
again	/ɐɡˈɛn/
against	/ɐɡˈɛnst/
agama	/æɡˈɑːmɐ/
agamas	/æɡˈɑːməz/
agapanthus	/ˈæɡɐpˌɑːnθəs/
agar	/ˈe‍ɪɡɑː/
agaric	/æɡˈæɹɪk/
agate	/ˈæɡe‍ɪt/
agates	/ˈæɡe‍ɪts/
agave	/ˈæɡe‍ɪv/
agee	/ˈæd‍ʒiː/
age	/ˈe‍ɪd‍ʒ/
ageing	/ˈe‍ɪd‍ʒɪŋ/
ageism	/ˈe‍ɪd‍ʒɪzəm/
ageist	/ˈe‍ɪd‍ʒɪst/
ageless	/ˈe‍ɪd‍ʒləs/
agencies	/ˈe‍ɪd‍ʒənsiz/
agency	/ˈe‍ɪd‍ʒənsi/
agenda	/ɐd‍ʒˈɛndɐ/
agendas	/ɐd‍ʒˈɛndəz/
agent	/ˈe‍ɪd‍ʒənt/
agents	/ˈe‍ɪd‍ʒənts/
ageratum	/ˌe‍ɪd‍ʒəɹˈɑːtəm/
ages	/ˈe‍ɪd‍ʒɪz/
agger	/ˈæɡɐ/
aggie	/ˈæɡi/
agglomeration	/ɐɡlˌɒməɹˈe‍ɪʃən/
agglomerations	/ɐɡlˌɒməɹˈe‍ɪʃənz/
aggrandise	/ɐɡɹˈænda‍ɪz/
aggrandisement	/ɐɡɹˈænda‍ɪzmənt/
aggrandising	/ɐɡɹˈænda‍ɪzɪŋ/
aggravate	/ˈæɡɹɐvˌe‍ɪt/
aggravated	/ˈæɡɹɐvˌe‍ɪtɪd/
aggravates	/ˈæɡɹɐvˌe‍ɪts/
aggravating	/ˈæɡɹɐvˌe‍ɪtɪŋ/
aggravation	/ˌæɡɹɐvˈe‍ɪʃən/
aggravations	/ˌæɡɹɐvˈe‍ɪʃənz/
aggregated	/ˈæɡɹɪɡˌe‍ɪtɪd/
aggregating	/ˈæɡɹɪɡˌe‍ɪtɪŋ/
aggregation	/ˌæɡɹɪɡˈe‍ɪʃən/
aggregations	/ˌæɡɹɪɡˈe‍ɪʃənz/
aggress	/ɐɡɹˈɛs/
aggression	/ɐɡɹˈɛʃən/
aggressions	/ɐɡɹˈɛʃənz/
aggressive	/ɐɡɹˈɛsɪv/
aggressively	/ɐɡɹˈɛsɪvli/
aggressiveness	/ɐɡɹˈɛsɪvnəs/
aggressor	/ɐɡɹˈɛsɐ/
aggressors	/ɐɡɹˈɛsəz/
aggrieved	/ɐɡɹˈiːvd/
aggro	/ˈæɡɹə‍ʊ/
aghast	/ɐɡˈɑːst/
agile	/ˈæd‍ʒa‍ɪl/
agilely	/ˈæd‍ʒa‍ɪlli/
agility	/æd‍ʒˈɪlɪti/
aging	/ˈe‍ɪd‍ʒɪŋ/
agios	/ˈɑːd‍ʒɪˌə‍ʊz/
agist	/ˈe‍ɪd‍ʒɪst/
agitate	/ˈæd‍ʒɪtˌe‍ɪt/
agitated	/ˈæd‍ʒɪtˌe‍ɪtɪd/
agitatedly	/ˈæd‍ʒɪtˌe‍ɪtɪdli/
agitates	/ˈæd‍ʒɪtˌe‍ɪts/
agitating	/ˈæd‍ʒɪtˌe‍ɪtɪŋ/
agitation	/ˌæd‍ʒɪtˈe‍ɪʃən/
agitator	/ˈæd‍ʒɪtˌe‍ɪtɐ/
agitators	/ˈæd‍ʒɪtˌe‍ɪtəz/
agitprop	/ˈæd‍ʒɪtpɹˌɒp/
aglet	/ɐɡlˈɛt/
agley	/ɐɡlˈa‍ɪ/
aglow	/ɐɡlˈə‍ʊ/
agnosia	/æɡnˈə‍ʊzi‍ə/
agnostic	/æɡnˈɒstɪk/
agnosticism	/æɡnˈɒstɪsˌɪzəm/
agnostics	/æɡnˈɒstɪks/
ago	/ɐɡˈə‍ʊ/
agog	/ɐɡˈɒɡ/
agon	/ˈæɡɒn/
agonies	/ˈæɡənɪz/
agonise	/ˈæɡənˌa‍ɪz/
agonised	/ˈæɡənˌa‍ɪzd/
agonises	/ˈæɡənˌa‍ɪzɪz/
agonising	/ˈæɡənˌa‍ɪzɪŋ/
agonisingly	/ˈæɡənˌa‍ɪzɪŋli/
agony	/ˈæɡəni/
agoraphobia	/ˌæɡɔːɹɐfˈə‍ʊbi‍ə/
agoraphobic	/ˌæɡɔːɹɐfˈə‍ʊbɪk/
agouti	/ˈæɡa‍ʊtˌi/
agoutis	/ˈæɡa‍ʊtˌiz/
agrarian	/æɡɹˈe‍əɹi‍ən/
agreeable	/ɐɡɹˈiːəbə‍l/
agreeableness	/ɐɡɹˈiːəbə‍lnəs/
agreeably	/ɐɡɹˈiːəbli/
agreed	/ɐɡɹˈiːd/
agree	/ɐɡɹˈiː/
agreeing	/ɐɡɹˈiːɪŋ/
agreement	/ɐɡɹˈiːmənt/
agreements	/ɐɡɹˈiːmənts/
agrees	/ɐɡɹˈiːz/
agribusiness	/ˈæɡɹɪbˌɪznəs/
agribusinesses	/ˈæɡɹɪbˌɪznəsɪz/
agricultural	/ˌæɡɹɪkˈʌlt‍ʃəɹə‍l/
agriculturalist	/ˈæɡɹɪkˌʌlt‍ʃəɹəlˌɪst/
agriculturalists	/ˈæɡɹɪkˌʌlt‍ʃəɹəlˌɪsts/
agriculturally	/ˌæɡɹɪkˈʌlt‍ʃəɹə‍li/
agriculture	/ˈæɡɹɪkˌʌlt‍ʃɐ/
agriculturists	/ˈæɡɹɪkˌʌlt‍ʃəɹˌɪsts/
agrimony	/ˈæɡɹɪməni/
agrochemical	/ˌæɡɹəkˈɛmɪkə‍l/
agrochemicals	/ˌæɡɹəkˈɛmɪkə‍lz/
agronomist	/ɐɡɹˈɒnəmˌɪst/
agronomists	/ɐɡɹˈɒnəmˌɪsts/
agronomy	/ɐɡɹˈɒnəmi/
aground	/ɐɡɹˈa‍ʊnd/
ague	/ˈe‍ɪɡjuː/
ah	/ˈɑː/
aha	/ɑːhˈɑː/
ahead	/ɐhˈɛd/
ahem	/əhˈəm/
ahimsa	/ˈæhɪmsɐ/
ahoy	/ɐhˈɔ‍ɪ/
aid	/ˈe‍ɪd/
aided	/ˈe‍ɪdɪd/
aide	/ˈe‍ɪd/
aider	/ˈe‍ɪdɐ/
aiders	/ˈe‍ɪdəz/
aides	/ˈe‍ɪdz/
aiding	/ˈe‍ɪdɪŋ/
aids	/ˈe‍ɪdz/
ai	/ˌe‍ɪˈa‍ɪ/
aikido	/e‍ɪkˈiːdə‍ʊ/
ailed	/ˈe‍ɪld/
ail	/ˈe‍ɪl/
aileron	/ˈe‍ɪləɹən/
ailerons	/ˈe‍ɪləɹənz/
ailing	/ˈe‍ɪlɪŋ/
ailment	/ˈe‍ɪlmənt/
ailments	/ˈe‍ɪlmənts/
ails	/ˈe‍ɪlz/
aimed	/ˈe‍ɪmd/
aim	/ˈe‍ɪm/
aiming	/ˈe‍ɪmɪŋ/
aimless	/ˈe‍ɪmləs/
aimlessly	/ˈe‍ɪmləsli/
aimlessness	/ˈe‍ɪmləsnəs/
aims	/ˈe‍ɪmz/
ain	/ˈe‍ɪn/
airbag	/ˈe‍əbæɡ/
airbags	/ˈe‍əbæɡz/
airbase	/ˈe‍əbe‍ɪs/
airbases	/ˈe‍əbe‍ɪsɪz/
airbed	/ˈe‍əbd/
airbeds	/ˈe‍əbdz/
airborne	/ˈe‍əbɔːn/
airbrushed	/ˈe‍əbɹʌʃt/
airbrush	/ˈe‍əbɹʌʃ/
airbrushes	/ˈe‍əbɹʌʃɪz/
airbrushing	/ˈe‍əbɹʌʃɪŋ/
airburst	/ˈe‍əbɜːst/
airbus	/ˈe‍əbʌs/
airbuses	/ˈe‍əbʌsɪz/
aircraft	/ˈe‍əkɹɑːft/
aircraftman	/ˈe‍əkɹɑːftmən/
aircrew	/ˈe‍əkɹuː/
aircrews	/ˈe‍əkɹuːz/
airdrop	/ˈe‍ədɹɒp/
airdrops	/ˈe‍ədɹɒps/
aired	/ˈe‍əd/
air	/ˈe‍ə/
airfare	/ˈe‍əfe‍ə/
airfares	/ˈe‍əfe‍əz/
airfield	/ˈe‍əfiːld/
airfields	/ˈe‍əfiːldz/
airflow	/ˈe‍əflə‍ʊ/
airframe	/ˈe‍əfɹe‍ɪm/
airframes	/ˈe‍əfɹe‍ɪmz/
airfreight	/ˈe‍əfɹe‍ɪt/
airgun	/ˈe‍əɡʌn/
airguns	/ˈe‍əɡʌnz/
airhead	/ˈe‍əhɛd/
airheads	/ˈe‍əhɛdz/
airier	/ˈe‍əɹɪɐ/
airily	/ˈe‍əɹɪli/
airiness	/ˈe‍əɹɪnəs/
airing	/ˈe‍əɹɪŋ/
airings	/ˈe‍əɹɪŋz/
airless	/ˈe‍ələs/
airlifted	/ˈe‍əlɪftɪd/
airlift	/ˈe‍əlɪft/
airlifting	/ˈe‍əlɪftɪŋ/
airlifts	/ˈe‍əlɪfts/
airline	/ˈe‍əla‍ɪn/
airliner	/ˈe‍əla‍ɪnɐ/
airliners	/ˈe‍əla‍ɪnəz/
airlines	/ˈe‍əla‍ɪnz/
airlock	/ˈe‍əlɒk/
airlocks	/ˈe‍əlɒks/
airmail	/ˈe‍əme‍ɪl/
airman	/ˈe‍əmən/
airmen	/ˈe‍əmɛn/
airplay	/ˈe‍əple‍ɪ/
airport	/ˈe‍əpɔːt/
airports	/ˈe‍əpɔːts/
airpower	/ˈe‍əpˌa‍ʊ‍ə/
airscrew	/ˈe‍əskɹuː/
airs	/ˈe‍əz/
airship	/ˈe‍əʃɪp/
airships	/ˈe‍əʃɪps/
airshow	/ˈe‍əʃə‍ʊ/
airshows	/ˈe‍əʃə‍ʊz/
airsick	/ˈe‍əsɪk/
airspace	/ˈe‍əspe‍ɪs/
airspeed	/ˈe‍əspiːd/
airstream	/ˈe‍əstɹiːm/
airstrike	/ˈe‍əstɹa‍ɪk/
airstrikes	/ˈe‍əstɹa‍ɪks/
airstrip	/ˈe‍əstɹɪp/
airstrips	/ˈe‍əstɹɪps/
airt	/ˈe‍ət/
airtight	/ˈe‍əta‍ɪt/
airtime	/ˈe‍əta‍ɪm/
airwave	/ˈe‍əwe‍ɪv/
airwaves	/ˈe‍əwe‍ɪvz/
airway	/ˈe‍əwe‍ɪ/
airways	/ˈe‍əwe‍ɪz/
airworthiness	/ˈe‍əwəðɪnəs/
