aba	/aba/
aronan	/aronan/
aron	/aron/
arpus	/arpus/
arsenal	/arsənal/
arsénikum	/arsenikum/
arsip	/arsip/
arsipélago	/arsipelago/
arsiran	/arsiran/
arsir	/arsir/
arsis	/arsis/
arsiték	/arsiteʔ/
arsitéktur	/arsiteʔtur/
arta	/arta/
artefak	/artəfaʔ/
arteri	/artəri/
artériografi	/arteriografi/
artériosklérosis	/arteriosʔlerosis/
artésis	/artesis/
artétis	/artetis/
artian	/artian/
arti	/arti/
artifak	/artifaʔ/
artifisial	/artifisial/
artikel	/artikəl/
artikulasi	/artikulasi/
artikulator	/artikulator/
artileri	/artiləri/
artinya	/artiɲa/
artisan	/artisan/
artis	/artis/
artistik	/artistiʔ/
artisyok	/artisjoʔ/
artona	/artona/
aruan	/aruan/
aru	/aru/
aruda	/aruda/
aruk	/aruʔ/
arun	/arun/
arungan	/aruŋan/
arung	/aruŋ/
arus	/arus/
arwah	/arwah/
arwana	/arwana/
arya	/arja/
arzak	/arzaʔ/
asaan	/asaʔan/
asa	/asa/
asabat	/asabat/
asabiah	/asabiah/
asad	/asad/
asahan	/asahan/
asah	/asah/
asai	/asai/
asakan	/asakan/
asak	/asaʔ/
asalan	/asalan/
asal	/asal/
asali	/asali/
asalkan	/asalkan/
asalnya	/asalɲa/
asaman	/asaman/
asam	/asam/
asan	/asan/
asap	/asap/
asar	/asar/
as	/as/
asas	/asas/
asasi	/asasi/
asasnya	/asasɲa/
asbak	/asbaʔ/
asbés	/asbes/
asbut	/asbut/
asé	/ase/
aséksual	/aseʔsual/
asépsis	/asepsis/
aséptik	/aseptiʔ/
aseran	/asəran/
asésé	/asese/
asét	/aset/
asetat	/asətat/
aseton	/asəton/
asfal	/asfal/
asfar	/asfar/
asfiksia	/asfiʔsia/
ashar	/ashar/
asia	/asia/
asian	/asian/
asi	/asi/
asih	/asih/
asil	/asil/
asimétris	/asimetris/
asimilasi	/asimilasi/
asimtot	/asimtot/
asinan	/asinan/
asin	/asin/
asing	/asiŋ/
asiri	/asiri/
asistén	/asisten/
asisténsi	/asistensi/
askar	/askar/
askriptif	/asʔriptif/
asli	/asli/
aslinya	/asliɲa/
asma	/asma/
asmara	/asmara/
asmaradanta	/asmaradanta/
asmaragama	/asmaragama/
asmaraloka	/asmaraloka/
asnad	/asnad/
aso	/aso/
asoi	/asoi/
asonansi	/asonansi/
asong	/asoŋ/
asosial	/asosial/
asosiasi	/asosiasi/
asosiatif	/asosiatif/
aspal	/aspal/
asparaga	/asparaga/
asparagus	/asparagus/
aspék	/aspeʔ/
aspiran	/aspiran/
aspirasi	/aspirasi/
aspirat	/aspirat/
aspiratif	/aspiratif/
aspirator	/aspirator/
aspirin	/aspirin/
asprak	/aspraʔ/
asrama	/asrama/
asrar	/asrar/
asri	/asri/
assalamualaikum	/assalamualaikum/
astaga	/astaga/
astaka	/astaka/
astakona	/astakona/
asténia	/astenia/
aster	/astər/
asteroid	/astəroid/
astral	/astral/
astringén	/astriŋen/
astro	/astro/
astrolog	/astrolog/
astrologi	/astrologi/
astronaut	/astronaut/
astronautika	/astronautika/
astronom	/astronom/
astronomi	/astronomi/
asu	/asu/
asuhan	/asuhan/
asuhannya	/asuhanɲa/
asuh	/asuh/
asumsi	/asumsi/
asumtif	/asumtif/
asungan	/asuŋan/
asung	/asuŋ/
asurador	/asurador/
asuransi	/asuransi/
asusila	/asusila/
aswa	/aswa/
aswad	/aswad/
aswasada	/aswasada/
asyik	/asjiʔ/
asyura	/asjura/
atak	/ataʔ/
atan	/atan/
atap	/atap/
atar	/atar/
atasan	/atasan/
atasannya	/atasanɲa/
atas	/atas/
atasé	/atase/
atasnya	/atasɲa/
atau	/atau/
ataukah	/ataukah/
ataupun	/ataupun/
atavisme	/atavismə/
atéis	/ateis/
atéisme	/ateismə/
atéistis	/ateistis/
aténsi	/atensi/
aterét	/atəret/
ati	/ati/
atlas	/atlas/
atlét	/atlet/
atlétik	/atletiʔ/
atlétnya	/atletɲa/
atlit	/atlit/
atma	/atma/
atmométer	/atmometər/
atmosfér	/atmosfer/
atok	/atoʔ/
atol	/atol/
atom	/atom/
atomisasi	/atomisasi/
atomistis	/atomistis/
atraksi	/atraʔsi/
atraktif	/atraʔtif/
atribut	/atribut/
atributif	/atributif/
atrofi	/atrofi/
atung	/atuŋ/
aturan	/aturan/
atur	/atur/
atus	/atus/
au	/au/
aubade	/aubadə/
audi	/audi/
audio	/audio/
audiograf	/audiograf/
audiogram	/audiogram/
audiologi	/audiologi/
audiométer	/audiometər/
audiovisual	/audiovisual/
audit	/audit/
auditorium	/auditorium/
auk	/auʔ/
auksi	/auʔsi/
aula	/aula/
auman	/auman/
aum	/aum/
aung	/auŋ/
aura	/aura/
aurat	/aurat/
auratnya	/auratɲa/
aur	/aur/
aus	/aus/
autarki	/autarki/
autarkis	/autarkis/
auténtik	/autentiʔ/
autobiografi	/autobiografi/
autodidak	/autodidaʔ/
autodidaktik	/autodidaʔtiʔ/
autogén	/autogen/
autograf	/autograf/
autografi	/autografi/
autokrasi	/autoʔrasi/
autokrat	/autoʔrat/
automatik	/automatiʔ/
automobil	/automobil/
automotif	/automotif/
autonomi	/autonomi/
autopsi	/autopsi/
avérsi	/aversi/
avgas	/avgas/
aviasi	/aviasi/
aviator	/aviator/
avontur	/avontur/
avonturir	/avonturir/
awaair	/awaʔair/
awaarang	/awaʔaraŋ/
awa	/awa/
awabau	/awabau/
awabulu	/awabulu/
awabusa	/awabusa/
awadara	/awadara/
awahama	/awahama/
awah	/awah/
awai	/awai/
awak	/awaʔ/
awalan	/awalan/
awal	/awal/
awalengas	/awaləŋas/
awalnya	/awalɲa/
awam	/awam/
awanama	/awanama/
awan	/awan/
awangan	/awaŋan/
awang	/awaŋ/
awaracun	/awaratʃun/
awar	/awar/
awasan	/awasan/
awas	/awas/
awat	/awat/
awawarna	/awawarna/
awét	/awet/
awin	/awin/
awur	/awur/
awut	/awut/
ayah	/ajah/
ayahanda	/ajahanda/
ayahmu	/ajahmu/
ayahnya	/ajahɲa/
ayak	/ajaʔ/
ayakan	/ajakan/
ayal	/ajal/
ayam.	/ajam./
ayam	/ajam/
ayamnya	/ajamɲa/
ayan	/ajan/
ayanda	/ajanda/
ayang	/ajaŋ/
ayap	/ajap/
ayapan	/ajapan/
ayar	/ajar/
ayat	/ajat/
ayem	/ajəm/
ayo	/ajo/
ayom	/ajom/
ayu	/aju/
ayuhai	/ajuhai/
ayuh	/ajuh/
ayum	/ajum/
ayuman	/ajuman/
ayun	/ajun/
ayunan	/ajunan/
ayunda	/ajunda/
ayut	/ajut/
ayutan	/ajutan/
azab	/azab/
azal	/azal/
azali	/azali/
azam	/azam/
azan	/azan/
azerbaijan	/azərbaidʒan/
azha	/azha/
azhar	/azhar/
azimat	/azimat/
azimut	/azimut/
azirah	/azirah/
aziz	/aziz/
azmat	/azmat/
baal	/baʔal/
ba’	/baʔ/
ba	/ba/
baba	/baba/
babad	/babad/
babakan	/babakan/
babak	/babaʔ/
baban	/baban/
babang	/babaŋ/
babaran	/babaran/
babar	/babar/
babas	/babas/
babatan	/babatan/
babat	/babat/
bab	/bab/
babé	/babe/
babi	/babi/
babil	/babil/
babit	/babit/
bablas	/bablas/
babon	/babon/
babu	/babu/
babun	/babun/
babur	/babur/
babut	/babut/
bacaan	/batʃaʔan/
baca	/batʃa/
bacah	/batʃah/
bacak	/batʃaʔ/
bacang	/batʃaŋ/
bacar	/batʃar/
bacek	/batʃəʔ/
baceman	/batʃəman/
bacem	/batʃəm/
bacik	/batʃiʔ/
bacin	/batʃin/
bacokan	/batʃokan/
bacok	/batʃoʔ/
bacot	/batʃot/
bacul	/batʃul/
bacut	/batʃut/
ba’da	/baʔda/
bada	/bada/
badai	/badai/
badak	/badaʔ/
badal	/badal/
badam	/badam/
badan	/badan/
badang	/badaŋ/
badannya	/badanɲa/
badar	/badar/
badari	/badari/
badau	/badau/
bad	/bad/
badé	/bade/
badi	/badi/
badik	/badiʔ/
badminton	/badminton/
badong	/badoŋ/
baduk	/baduʔ/
badung	/baduŋ/
badur	/badur/
badut	/badut/
baduyut	/badujut/
bafta	/bafta/
bagai	/bagai/
bagaikan	/bagaikan/
bagaimana	/bagaimana/
bagaimanapun	/bagaimanapun/
bagak	/bagaʔ/
bagal	/bagal/
bagan	/bagan/
bagang	/bagaŋ/
bagar	/bagar/
bagas	/bagas/
bagasi	/bagasi/
bagat	/bagat/
bagau	/bagau/
bagéa	/bagea/
bagian	/bagian/
bagi	/bagi/
bagimu	/bagimu/
baginda	/baginda/
baginya	/bagiɲa/
bagong	/bagoŋ/
bagor	/bagor/
baguk	/baguʔ/
bagul	/bagul/
bagur	/bagur/
bagusan	/bagusan/
bagus.	/bagus./
bagus	/bagus/
bagusnya	/bagusɲa/
bahadur	/bahadur/
bahaduri	/bahaduri/
bahagia	/bahagia/
bahagian	/bahagian/
bahagi	/bahagi/
bahak	/bahaʔ/
bahala	/bahala/
baham	/baham/
bahana	/bahana/
bahan	/bahan/
bahang	/bahaŋ/
bahannya	/bahanɲa/
bahara	/bahara/
bahar	/bahar/
bahari	/bahari/
bahariwan	/bahariwan/
baharu	/baharu/
bahasa	/bahasa/
bahasan	/bahasan/
bahasawan	/bahasawan/
bahas	/bahas/
bahawa	/bahawa/
bahaya	/bahaja/
bah	/bah/
bahénol	/bahenol/
baheula	/bahəula/
bahimiah	/bahimiah/
bahkan	/bahkan/
bahrulhayat	/bahrulhajat/
bahtera	/bahtəra/
bahu	/bahu/
bahuku	/bahuku/
bahunya	/bahuɲa/
bahwa	/bahwa/
bahwasanya	/bahwasaɲa/
baiat	/baiat/
baid	/baid/
baiduri	/baiduri/
baikan	/baikan/
baik	/baiʔ/
baiklah	/baiʔlah/
baiknya	/baiʔɲa/
bainah	/bainah/
bain	/bain/
bait	/bait/
baja.	/badʒa./
baja	/badʒa/
bajaj	/badʒadʒ/
bajakan	/badʒakan/
bajak	/badʒaʔ/
bajan	/badʒan/
bajang	/badʒaŋ/
bajau	/badʒau/
baji	/badʒi/
bajigur	/badʒigur/
bajik	/badʒiʔ/
bajingan	/badʒiŋan/
bajing	/badʒiŋ/
baju	/badʒu/
bajuku	/badʒuku/
bajul	/badʒul/
bajumu	/badʒumu/
bajunya	/badʒuɲa/
baka	/baka/
bakak	/bakaʔ/
bakalan	/bakalan/
bakalauréat	/bakalaureat/
bakal	/bakal/
bakam	/bakam/
bakap	/bakap/
bakaran	/bakaran/
bakarat	/bakarat/
bakar	/bakar/
bakat	/bakat/
bakau	/bakau/
bak	/baʔ/
bakda	/baʔda/
bakdahu	/baʔdahu/
bakdu	/baʔdu/
bakdul	/baʔdul/
bakelit	/bakəlit/
bakéro	/bakero/
bakhil	/baʔhil/
bakiak	/bakiaʔ/
baki	/baki/
bakik	/bakiʔ/
bakir	/bakir/
bakmi	/baʔmi/
bako	/bako/
bakpao	/baʔpao/
bakpia	/baʔpia/
baksi	/baʔsi/
baksis	/baʔsis/
bakso	/baʔso/
baktau	/baʔtau/
baktéri	/baʔteri/
baktériolog	/baʔteriolog/
baktériologi	/baʔteriologi/
bakti	/baʔti/
baktinya	/baʔtiɲa/
baku	/baku/
bakul	/bakul/
bakung	/bakuŋ/
bakup	/bakup/
bakut	/bakut/
bakwan	/baʔwan/
balabad	/balabad/
bala	/bala/
balada	/balada/
balad	/balad/
balah	/balah/
balai	/balai/
balairung	/balairuŋ/
balak	/balaʔ/
balalaika	/balalaika/
balam	/balam/
balan	/balan/
balang	/balaŋ/
balans	/balans/
balapan	/balapan/
balap	/balap/
balar	/balar/
balasan	/balasan/
balas	/balas/
balatentara	/balatəntara/
balau	/balau/
bal	/bal/
baléla	/balela/
balérina	/balerina/
balérong	/baleroŋ/
balét	/balet/
balgam	/balgam/
balian	/balian/
bali	/bali/
balig	/balig/
baliho	/baliho/
balikan	/balikan/
balik	/baliʔ/
balikkan	/baliʔkan/
baling	/baliŋ/
balistik	/balistiʔ/
balkon	/balkon/
balok	/baloʔ/
balon	/balon/
balong	/baloŋ/
balot	/balot/
balsam	/balsam/
balu	/balu/
baluhan	/baluhan/
baluh	/baluh/
balui	/balui/
baluk	/baluʔ/
balun	/balun/
balung	/baluŋ/
baluran	/baluran/
balur	/balur/
balutan	/balutan/
balut	/balut/
bam	/bam/
bambang	/bambaŋ/
bambu	/bambu/
bambungan	/bambuŋan/
bambung	/bambuŋ/
bana	/bana/
banal	/banal/
banang	/banaŋ/
banar	/banar/
banat	/banat/
ban	/ban/
bancakan	/bantʃakan/
bancang	/bantʃaŋ/
bancar	/bantʃar/
bancét	/bantʃet/
banci	/bantʃi/
bancik	/bantʃiʔ/
bancuhan	/bantʃuhan/
bancuh	/bantʃuh/
bancut	/bantʃut/
banda	/banda/
bandan	/bandan/
bandang	/bandaŋ/
bandara	/bandara/
bandaran	/bandaran/
bandar	/bandar/
bandarsah	/bandarsah/
bandéa	/bandea/
bandela	/bandəla/
bandel	/bandəl/
bandeng	/bandəŋ/
bandering	/bandəriŋ/
banderol	/bandərol/
bandingan	/bandiŋan/
banding	/bandiŋ/
bandit	/bandit/
banditisme	/banditismə/
bando	/bando/
bandongan	/bandoŋan/
bandos	/bandos/
bandot	/bandot/
bandrék	/bandreʔ/
bandu	/bandu/
bandulan	/bandulan/
bandul	/bandul/
bandung	/banduŋ/
bandusa	/bandusa/
bandut	/bandut/
bangai	/baŋai/
bangan	/baŋan/
bangang	/baŋaŋ/
bangar	/baŋar/
bangas	/baŋas/
bangat	/baŋat/
bangau	/baŋau/
bang	/baŋ/
bangbung	/baŋbuŋ/
banget	/baŋət/
bangga	/baŋga/
bangi	/baŋi/
bangir	/baŋir/
bangka	/baŋka/
bangkai	/baŋkai/
bangkal	/baŋkal/
bangkang	/baŋkaŋ/
bangkar	/baŋkar/
bangkas	/baŋkas/
bangkéh	/baŋkeh/
bangkét	/baŋket/
bangking	/baŋkiŋ/
bangkir	/baŋkir/
bangkis	/baŋkis/
bangkitan	/baŋkitan/
bangkit	/baŋkit/
bangkok	/baŋkoʔ/
bangkong	/baŋkoŋ/
bangkotan	/baŋkotan/
bangkot	/baŋkot/
bangkrut	/baŋʔrut/
bangku	/baŋku/
bangkut	/baŋkut/
banglas	/baŋlas/
banglé	/baŋle/
banglo	/baŋlo/
bango	/baŋo/
bangor	/baŋor/
bangpak	/baŋpaʔ/
bangsa	/baŋsa/
bangsai	/baŋsai/
bangsal	/baŋsal/
bangsanya	/baŋsaɲa/
bangsat	/baŋsat/
bangsawan	/baŋsawan/
bangsi	/baŋsi/
bangunan	/baŋunan/
bangun.	/baŋun./
bangun	/baŋun/
bangunkan	/baŋunkan/
bangus	/baŋus/
bani	/bani/
baning	/baniŋ/
banir	/banir/
banjang	/bandʒaŋ/
banjaran	/bandʒaran/
banjar	/bandʒar/
banji	/bandʒi/
banjir	/bandʒir/
banjur	/bandʒur/
bank	/banʔ/
bankir	/bankir/
bantahan	/bantahan/
bantah	/bantah/
bantaian	/bantaian/
bantai	/bantai/
bantalan	/bantalan/
bantal	/bantal/
bantam	/bantam/
bantaran	/bantaran/
bantar	/bantar/
bantat	/bantat/
bantau	/bantau/
banténg	/banteŋ/
banteng	/bantəŋ/
banteras	/bantəras/
banter	/bantər/
bantingan	/bantiŋan/
banting	/bantiŋ/
bantuan	/bantuan/
bantu	/bantu/
bantun	/bantun/
bantunya	/bantuɲa/
bantut	/bantut/
banyakan	/baɲakan/
banyak	/baɲaʔ/
banyaknya	/baɲaʔɲa/
banyo	/baɲo/
banyolan	/baɲolan/
banyol	/baɲol/
banyu	/baɲu/
banzai	/banzai/
bapa	/bapa/
bapak	/bapaʔ/
bapakisme	/bapakismə/
bapaknya	/bapaʔɲa/
bapanda	/bapanda/
bapang	/bapaŋ/
bap	/bap/
bapét	/bapet/
baplang	/baplaŋ/
baptisan	/baptisan/
baptis	/baptis/
baraat	/baraʔat/
bara	/bara/
barah	/barah/
barai	/barai/
barakat	/barakat/
barakatuh	/barakatuh/
barak	/baraʔ/
baran	/baran/
barangan	/baraŋan/
barang	/baraŋ/
barangkali	/baraŋkali/
barangnya	/baraŋɲa/
barap	/barap/
barat	/barat/
barau	/barau/
bar	/bar/
barbar	/barbar/
barbarisme	/barbarismə/
barbél	/barbel/
barbiturat	/barbiturat/
barbur	/barbur/
bardi	/bardi/
barel	/barəl/
bareng	/barəŋ/
barét	/baret/
bari	/bari/
barid	/barid/
barikade	/barikadə/
baringan	/bariŋan/
baring	/bariŋ/
barisan	/barisan/
baris	/baris/
barit	/barit/
bariton	/bariton/
barium	/barium/
barkas	/barkas/
barli	/barli/
barok	/baroʔ/
barométer	/barometər/
baron	/baron/
barongan	/baroŋan/
barong	/baroŋ/
barongsai	/baroŋsai/
barracuda	/barratʃuda/
barso	/barso/
barter	/bartər/
barua	/barua/
baru	/baru/
baruh	/baruh/
barulah	/barulah/
barung	/baruŋ/
barunya	/baruɲa/
barusan	/barusan/
barus	/barus/
barut	/barut/
barzakh	/barzaʔh/
barzanji	/barzandʒi/
basa	/basa/
basahan	/basahan/
basah	/basah/
basal	/basal/
basau	/basau/
bas	/bas/
basi	/basi/
basikal	/basikal/
basil	/basil/
basilika	/basilika/
basir	/basir/
basis	/basis/
basit	/basit/
baskara	/baskara/
baskét	/basket/
baskom	/baskom/
basmi	/basmi/
bastar	/bastar/
basuhan	/basuhan/
basuh	/basuh/
basungan	/basuŋan/
basung	/basuŋ/
basut	/basut/
bataan	/bataʔan/
bata	/bata/
batagor	/batagor/
batai	/batai/
batak	/bataʔ/
batako	/batako/
batal	/batal/
batalion	/batalion/
batangan	/bataŋan/
batang	/bataŋ/
batangnya	/bataŋɲa/
batara	/batara/
batari	/batari/
batasan	/batasan/
batas	/batas/
batasnya	/batasɲa/
batél	/batel/
baterai	/batərai/
bati	/bati/
batih	/batih/
batikan	/batikan/
batik	/batiʔ/
batil	/batil/
batin	/batin/
batiniah	/batiniah/
batinnya	/batinɲa/
batis	/batis/
batok	/batoʔ/
batuan	/batuan/
batu	/batu/
batuk	/batuʔ/
batung	/batuŋ/
batunya	/batuɲa/
bau	/bau/
bauk	/bauʔ/
bauksit	/bauʔsit/
baun	/baun/
baung	/bauŋ/
baunya	/bauɲa/
bauran	/bauran/
-baur	/-baur/
baur	/baur/
baureksa	/baurəʔsa/
bausastra	/bausastra/
bausuku	/bausuku/
baut	/baut/
bawaan	/bawaʔan/
bawa	/bawa/
bawab	/bawab/
bawahan	/bawahan/
bawahannya	/bawahanɲa/
bawah	/bawah/
bawakan	/bawakan/
bawak	/bawaʔ/
bawal	/bawal/
bawang	/bawaŋ/
bawasir	/bawasir/
bawat	/bawat/
bawél	/bawel/
bawon	/bawon/
baya	/baja/
bayak	/bajaʔ/
bayam	/bajam/
bayan	/bajan/
bayangan	/bajaŋan/
bayang	/bajaŋ/
bayaran	/bajaran/
bayar	/bajar/
bayas	/bajas/
bayata	/bajata/
bayati	/bajati/
bayi	/baji/
bayinya	/bajiɲa/
bayonét	/bajonet/
bayuan	/bajuan/
bayu	/baju/
bayuh	/bajuh/
bayung	/bajuŋ/
bayur	/bajur/
bazar	/bazar/
bazoka	/bazoka/
béa	/bea/
béasiswa	/beasiswa/
bebal	/bəbal/
beban	/bəban/
bebandos	/bəbandos/
bebang	/bəbaŋ/
bebar	/bəbar/
bébas	/bebas/
bébaskan	/bebaskan/
bebat	/bəbat/
bé	/be/
be	/bə/
bébé	/bebe/
bebe	/bəbə/
bébék	/bebeʔ/
bébékisme	/bebekismə/
bebel	/bəbəl/
bebenah	/bəbənah/
bébéran	/beberan/
beberapa	/bəbərapa/
bébér	/beber/
beber	/bəbər/
bebesaran	/bəbəsaran/
bébi	/bebi/
bebodoran	/bəbodoran/
bebola	/bəbola/
bebotoh	/bəbotoh/
bébrék	/bebreʔ/
bebuahan	/bəbuahan/
bebuyutan	/bəbujutan/
bécak	/betʃaʔ/
becak	/bətʃaʔ/
bécék	/betʃeʔ/
bécéng	/betʃeŋ/
becermin	/bətʃərmin/
bécuk	/betʃuʔ/
becuk	/bətʃuʔ/
becus	/bətʃus/
béda	/beda/
bedah	/bədah/
bedak	/bədaʔ/
bedal	/bədal/
bedama	/bədama/
bédanya	/bedaɲa/
bedaru	/bədaru/
bedaya	/bədaja/
bedebah	/bədəbah/
bedegap	/bədəgap/
bedegong	/bədəgoŋ/
bedél	/bədel/
bédéng	/bedeŋ/
bederma	/bədərma/
bedilan	/bədilan/
bedil	/bədil/
bedinde	/bədində/
bedolan	/bədolan/
bedol	/bədol/
bedudak	/bədudaʔ/
bedukang	/bədukaŋ/
beduk	/bəduʔ/
bedungan	/bəduŋan/
bedung	/bəduŋ/
béga	/bega/
begadang	/bəgadaŋ/
begah	/bəgah/
bégal	/begal/
begana	/bəgana/
bégap	/begap/
begap	/bəgap/
bégar	/begar/
begar	/bəgar/
begawan	/bəgawan/
beginian	/bəginian/
begini	/bəgini/
beginilah	/bəginilah/
begituan	/bəgituan/
begitu	/bəgitu/
begitulah	/bəgitulah/
bégo	/bego/
bégonia	/begonia/
bégu	/begu/
begu	/bəgu/
beguk	/bəguʔ/
begundal	/bəgundal/
béha	/beha/
behandel	/bəhandəl/
bejana	/bədʒana/
bejat	/bədʒat/
béka	/beka/
bekah	/bəkah/
bekakak	/bəkakaʔ/
bekakas	/bəkakas/
bekalan	/bəkalan/
bekal	/bəkal/
bekam	/bəkam/
bekantan	/bəkantan/
bekap	/bəkap/
bekas	/bəkas/
bekat	/bəkat/
bekatul	/bəkatul/
bék	/beʔ/
bek	/bəʔ/
bekél	/bəkel/
békel	/bekəl/
bekel	/bəkəl/
bekén	/bəken/
béker	/bekər/
bekerdom	/bəkərdom/
bekerja	/bəkərdʒa/
bekerjalah	/bəkərdʒalah/
bekerjasama	/bəkərdʒasama/
bekerlapan	/bəkərlapan/
bekerlip	/bəkərlip/
bekernyut	/bəkərɲut/
bekertak	/bəkərtaʔ/
bekicot	/bəkitʃot/
bekil	/bəkil/
bekisar	/bəkisar/
bekléding	/bəʔlediŋ/
béklés	/beʔles/
beksan	/bəʔsan/
bekuan	/bəkuan/
beku	/bəku/
bekuk	/bəkuʔ/
bekuku	/bəkuku/
belaan	/bəlaʔan/
belabas	/bəlabas/
béla	/bela/
bela	/bəla/
belacak	/bəlatʃaʔ/
belacan	/bəlatʃan/
belacu	/bəlatʃu/
beladau	/bəladau/
beladu	/bəladu/
belahak	/bəlahaʔ/
belahan	/bəlahan/
belah	/bəlah/
belaian	/bəlaian/
belai	/bəlai/
belajar	/bəladʒar/
belajarnya	/bəladʒarɲa/
belaka	/bəlaka/
belakangan	/bəlakaŋan/
belakang	/bəlakaŋ/
belakangnya	/bəlakaŋɲa/
belak	/bəlaʔ/
belalah	/bəlalah/
belalai	/bəlalai/
belalakan	/bəlalakan/
belalak	/bəlalaʔ/
belalang	/bəlalaŋ/
belambang	/bəlambaŋ/
belam	/bəlam/
belanak	/bəlanaʔ/
belan	/bəlan/
belanda	/bəlanda/
belandang	/bəlandaŋ/
belandar	/bəlandar/
belandongan	/bəlandoŋan/
belandong	/bəlandoŋ/
belandung	/bəlanduŋ/
belanga	/bəlaŋa/
belangah	/bəlaŋah/
belang	/bəlaŋ/
belangir	/bəlaŋir/
belangkas	/bəlaŋkas/
belangkin	/bəlaŋkin/
belanjaan	/bəlandʒaʔan/
belanja	/bəlandʒa/
belanjawan	/bəlandʒawan/
belantan	/bəlantan/
belantara	/bəlantara/
belantika	/bəlantika/
belantik	/bəlantiʔ/
belarak	/bəlaraʔ/
belar	/bəlar/
belasah	/bəlasah/
belasan	/bəlasan/
-belas	/-bəlas/
belas	/bəlas/
belasting	/bəlastiŋ/
bélasungkawa	/belasuŋkawa/
belasut	/bəlasut/
belat	/bəlat/
belati	/bəlati/
belatik	/bəlatiʔ/
belatuk	/bəlatuʔ/
belatung	/bəlatuŋ/
belau	/bəlau/
belawan	/bəlawan/
belayar	/bəlajar/
bél	/bel/
belebas	/bələbas/
belebat	/bələbat/
beleda	/bələda/
belédang	/bəledaŋ/
beledi	/bələdi/
beledu	/bələdu/
beléid	/bəleid/
bélékan	/belekan/
belékan	/bəlekan/
bélék	/beleʔ/
belék	/bəleʔ/
belekék	/bələkeʔ/
belekok	/bələkoʔ/
belélang	/bəlelaŋ/
bélél	/belel/
belél	/bəlel/
belembang	/bələmbaŋ/
beléncong	/bəlentʃoŋ/
belendung	/bələnduŋ/
béléng	/beleŋ/
belenggu	/bələŋgu/
beléngkét	/bəleŋket/
beléngkokan	/bəleŋkokan/
beléngkok	/bəleŋkoʔ/
beléngkong	/bəleŋkoŋ/
beléngsét	/bəleŋset/
belenting	/bələntiŋ/
belentung	/bələntuŋ/
beléra	/bəlera/
belérang	/bəleraŋ/
belérong	/bəleroŋ/
belétér	/bəleter/
belia	/bəlia/
beliak	/bəliaʔ/
belian	/bəlian/
beliau	/bəliau/
belibas	/bəlibas/
belibat	/bəlibat/
beli	/bəli/
belibis	/bəlibis/
belida	/bəlida/
beligat	/bəligat/
beligo	/bəligo/
belikan	/bəlikan/
belikat	/bəlikat/
belik	/bəliʔ/
beliku	/bəliku/
belilah	/bəlilah/
belimbingan	/bəlimbiŋan/
belimbing	/bəlimbiŋ/
belincong	/bəlintʃoŋ/
beling	/bəliŋ/
belingkang	/bəliŋkaŋ/
belingsatan	/bəliŋsatan/
belingsat	/bəliŋsat/
belingut	/bəliŋut/
belinjo	/bəlindʒo/
belintang	/bəlintaŋ/
belis	/bəlis/
belit	/bəlit/
belitung	/bəlituŋ/
beliung	/bəliuŋ/
beliut	/bəliut/
bélo	/belo/
belo	/bəlo/
belobor	/bəlobor/
belodok	/bəlodoʔ/
béloh	/beloh/
bélokan	/belokan/
bélok	/beloʔ/
belok	/bəloʔ/
belokok	/bəlokoʔ/
belolang	/bəlolaŋ/
belolok	/bəloloʔ/
belon	/bəlon/
belonggok	/bəloŋgoʔ/
belongkang	/bəloŋkaŋ/
belongkéng	/bəloŋkeŋ/
belongsong	/bəloŋsoŋ/
belontang	/bəlontaŋ/
belo’on	/bəloʔon/
beloon	/bəloʔon/
bélot	/belot/
beluam	/bəluam/
beluas	/bəluas/
belu	/bəlu/
belubu	/bəlubu/
belubur	/bəlubur/
beludak	/bəludaʔ/
beludar	/bəludar/
belukar	/bəlukar/
beluk	/bəluʔ/
beluku	/bəluku/
belukut	/bəlukut/
belulang	/bəlulaŋ/
beluluk	/bəluluʔ/
belum.	/bəlum./
belum	/bəlum/
belungkang	/bəluŋkaŋ/
belungkur	/bəluŋkur/
belungsing	/bəluŋsiŋ/
belunjur	/bəlundʒur/
beluntas	/bəluntas/
belur	/bəlur/
beluru	/bəluru/
belus	/bəlus/
belut	/bəlut/
beluwek	/bəluwəʔ/
bembam	/bəmbam/
bemban	/bəmban/
bembarap	/bəmbarap/
bémbar	/bembar/
bémo	/bemo/
bemo	/bəmo/
béna	/bena/
bena	/bəna/
benah	/bənah/
benak	/bənaʔ/
benakku	/bənaʔku/
benaknya	/bənaʔɲa/
benalu	/bənalu/
benaman	/bənaman/
benam	/bənam/
benang	/bənaŋ/
benara	/bənara/
benaran	/bənaran/
benar	/bənar/
benatu	/bənatu/
bencah	/bəntʃah/
bencana	/bəntʃana/
bencat	/bəntʃat/
benci	/bəntʃi/
béncong	/bentʃoŋ/
benda	/bənda/
bendahara	/bəndahara/
bendaharawan	/bəndaharawan/
bendahari	/bəndahari/
bendang	/bəndaŋ/
bendanya	/bəndaɲa/
bendari	/bəndari/
bendawi	/bəndawi/
béndé	/bende/
bendé	/bənde/
bendéra	/bəndera/
benderang	/bəndəraŋ/
benderung	/bəndəruŋ/
bendésa	/bəndesa/
béndi	/bendi/
bendir	/bəndir/
bendo	/bəndo/
bendoro	/bəndoro/
benduan	/bənduan/
