a	/aː/
afskrifa	/afskrɪva/
afskrifta	/avskrɪfta/
afskriftareikning	/avskrɪftareihkniŋk/
afskriftir	/afskrɪftɪr/
afskræmt	/afskraim̥t/
afslappað	/afstlahpað/
afslappaður	/afstlahpaðʏr/
afslátt	/afstlauht/
afsláttar	/afstlauhtar/
afsláttur	/afstlauhtʏr/
afslætti	/afstlaihtɪ/
afslöppuð	/afstlœhpʏð/
afsprengi	/afspreiɲcɪ/
afspurn	/afspʏrtn̥/
afstaða	/afstaða/
afstaðan	/afstaðan/
afstaðið	/afstaðɪð/
afstaðin	/afstaðɪn/
afstýra	/afstira/
afstýrt	/afstir̥t/
afstæður	/afstaiðʏr/
afstætt	/afstaiht/
afstöðu	/afstœðʏ/
afstöðubreytingu	/afstœðʏprɛːjtiŋkʏ/
afsögn	/afsœkn̥/
afsökun	/afsœkʏn/
afsökunar	/afsœkʏnar/
afsökunarbeiðni	/afsœkʏnarpeiðnɪ/
aftakan	/aftʰakan/
aftan	/aftan/
aftansöngur	/aftansœiŋkʏr/
aftar	/aftar/
aftari	/aftarɪ/
aftarlega	/aftarlɛɣa/
aftast	/aftast/
aftasta	/aftasta/
aftra	/aftra/
aftraði	/aftraðɪ/
aftur	/aftʏr/
afturábak	/aftʏraupaːk/
afturdyrnar	/aftʏrtɪtnar/
Afturelding	/aftʏrɛltiŋk/
Aftureldingar	/aftʏrɛltiŋkar/
Aftureldingu	/aftʏrɛltiŋkʏ/
afturenda	/aftʏrɛnta/
afturendann	/aftʏrɛntan/
afturfótunum	/aftʏrfouːtɔnʏm/
afturfæturna	/aftʏrfaiːtʏtna/
afturför	/aftʏrfœːr/
afturgluggann	/aftʏrklʏkan/
afturgoldið	/aftʏrkɔltɪð/
afturgöngu	/aftʏrkœiŋkʏ/
afturgöngur	/aftʏrkœiŋkʏr/
afturhjólanna	/aftʏrçouːlana/
afturhvarf	/aftʏrkvarv/
afturí	/aftʏriː/
afturkalla	/aftʏrkatla/
afturkvæmt	/aftʏrkvaim̥t/
afturlappirnar	/aftʏrlahpɪtnar/
afturlöppunum	/aftʏrlœhpɔnʏm/
afturstuðarann	/aftʏrstʏðaran/
aftursæta	/aftʏrsajta/
aftursæti	/aftʏrsaiːtɪ/
aftursætið	/aftʏrsaiːtɪð/
aftursætinu	/aftʏrsaiːtɪnʏ/
aftursætum	/aftʏrsaiːtʏm/
aftöku	/aftœkʏ/
aftökur	/aftœkʏr/
afundin	/aːvʏntɪn/
afundinn	/aːvʏntɪn/
afurð	/aːvʏrð/
afurða	/aːvʏrða/
afurðaaukning	/aːvʏrðaœjhkniŋk/
afurðakerfi	/aːvʏrðacʰɛrvɪ/
afurðanna	/aːvʏrðana/
afurðasamsetning	/aːvʏrðasamsɛhtniŋk/
afurðastöð	/aːvʏrðastœːð/
afurðatekjum	/aːvʏrðatʰɛːcʏm/
afurðaverð	/aːvʏrðavɛrð/
afurðir	/aːvʏrðɪr/
afurðirnar	/aːvʏrðɪtnar/
afurðum	/aːvʏrðʏm/
afviknum	/avɪhknʏm/
afvopna	/avɔhpna/
afvopnun	/avɔhpnʏn/
afþakka	/afθahka/
afþakkað	/afθahkað/
afþakkaði	/afθahkaðɪ/
afþreying	/afθreijiŋk/
afþreyingar	/afθreijiŋkar/
afþreyingarefni	/afθreijiŋkarɛpnɪ/
afþreyingu	/afθreijiŋkʏ/
aga	/aːɣa/
agalega	/aːɣalɛɣa/
agalegt	/aːɣalɛxt/
agaleysi	/aːɣaleiːsɪ/
Agatha	/aːkata/
aggagagg	/akakak/
aggi	/acɪ/
Aggý	/aci/
agi	/aːjɪ/
aginn	/aːjɪn/
Agli	/aklɪ/
agn	/akn̥/
Agna	/akna/
Agnar	/aknar/
Agnari	/aknarɪ/
agnarlítið	/aknarliːtɪð/
agnarlítil	/aknarliːtɪl/
Agnars	/aknar̥s/
Agnarsdóttir	/aknar̥stouhtɪr/
agnarsmáu	/aknarsmauːʏ/
Agnarsson	/aknar̥sɔːn/
Agnarssonar	/aknar̥sɔːnar/
agnarögn	/aknarœkn̥/
agndofa	/akntɔva/
Agnes	/aknɛs/
agnið	/aknɪð/
agnir	/aknɪr/
agúrkunni	/aːkur̥kʏnɪ/
aha	/aːha/
aids	/eits/
ak	/aːk/
aka	/aːka/
akademíunnar	/aːkatɛmijʏnar/
akandi	/aːkantɪ/
akfeitur	/aːkfeitʏr/
aki	/aːcɪ/
akkeri	/ahcɛrɪ/
akkilesarhæll	/ahcɪlɛsarhajtl̥/
akkorð	/ahkɔrð/
akkur	/ahkʏr/
akkúrat	/ahkurat/
aknet	/aːkʰnɛt/
Akraborginni	/aːkrapɔrcɪnɪ/
akrafjall	/aːkrafjatl̥/
akrahreppi	/aːkrar̥ɛhpɪ/
akrana	/aːkrana/
Akranes	/aːkranɛːs/
Akranesapótek	/aːkranɛːsaːpoutɛk/
Akranesi	/aːkranɛːsɪ/
Akraneskirkja	/aːkranɛscɪr̥ca/
Akraneskirkju	/aːkranɛscɪr̥cʏ/
Akraness	/aːkranɛs/
akrar	/aːkrar/
akrein	/aːkrein/
akreina	/aːkreina/
akreinar	/aːkreinar/
akrinum	/aːkrɪnʏm/
Akrópólis	/aːkroupoulɪs/
akrýldúkur	/aːkriltuːkʏr/
akstri	/akstrɪ/
akstur	/akstʏr/
aksturinn	/akstʏrɪn/
aksturs	/akstʏr̥s/
akstursgjald	/akstʏr̥scalt/
akstursíþróttir	/akstʏr̥siːθrouhtɪr/
akstursklúbbi	/akstʏr̥skʰlupɪ/
akstursleiðin	/akstʏr̥stlɛjðɪn/
aktífir	/axtivɪr/
aktífur	/axtivʏr/
aktu	/axtʏ/
aktygi	/aːktiɪ/
akur	/aːkʏr/
akurbrekku	/aːkʏrprɛhkʏ/
Akureyrar	/aːkʏreiːrar/
Akureyrarbæ	/aːkʏreirarpaiː/
Akureyrarbæjar	/aːkʏreirarpaiːjar/
Akureyrarbær	/aːkʏreirarpaiːr/
akureyrarferð	/aːkʏrɛjrarfɛrð/
akureyrarhöfn	/aːkʏrɛjrarhœpn̥/
Akureyrarkirkja	/aːkʏreirarcɪr̥ca/
Akureyrarkirkju	/aːkʏreirarcɪr̥cʏ/
Akureyri	/aːkʏreiːrɪ/
akureyrin	/aːkʏrɛːjrɪn/
Akureyringa	/aːkʏreiːriŋka/
Akureyringar	/aːkʏreiːriŋkar/
Akurgerði	/aːkʏrcɛrðɪ/
akurlöndin	/aːkʏrtlœntɪn/
akuryrkju	/aːkʏrɪr̥cʏ/
akvegur	/aːkʰvɛɣʏr/
al	/aːl/
ala	/aːla/
Alaska	/aːlaska/
alast	/aːlast/
Albana	/alpana/
Albanar	/alpanar/
Albaníu	/alpanijʏ/
albanska	/alpanska/
albanskra	/alpanskra/
albatros	/alpatʰrɔs/
Albert	/alpɛr̥t/
Alberts	/alpɛr̥ts/
Albertsdóttir	/alpɛr̥tstouhtɪr/
Albertsson	/alpɛr̥tsɔːn/
Albertssonar	/alper̥tsɔːnar/
albesta	/alpɛsta/
albjart	/alpjar̥t/
albjört	/alpjœr̥t/
albúin	/alpuɪn/
albúinn	/alpuɪn/
albúm	/alpum/
albönsku	/alpœnskʏ/
alcoa	/alkoua/
alda	/alta/
aldamót	/altamouːt/
aldamótin	/altamouːtɪn/
aldamótum	/altamouːtʏm/
aldamótunum	/altamouːtɔnʏm/
aldanna	/altana/
aldar	/altar/
aldaraðir	/altaraðɪr/
aldarafmæli	/altaramailɪ/
aldarfjórðung	/altarfjourðuŋk/
aldarfjórðungi	/altarfjourðuɲcɪ/
aldarinnar	/altarɪnar/
aldeilis	/alteilɪs/
aldimmt	/altɪm̥t/
aldinkjötið	/altɪncʰœːtɪð/
aldir	/altɪr/
aldirnar	/altɪtnar/
Aldís	/altis/
aldna	/altna/
aldni	/altnɪ/
aldnir	/altnɪr/
aldraða	/altraða/
aldraðir	/altraðɪr/
aldraðra	/altraðra/
aldraðri	/altraðrɪ/
aldraður	/altraðʏr/
aldrei	/altrei/
aldri	/altrɪ/
aldrinum	/altrɪnʏm/
aldur	/altʏr/
aldurinn	/altʏrɪn/
aldurs	/altʏr̥s/
aldursári	/altʏr̥sauːrɪ/
aldursdreifing	/altʏr̥strɛjviŋk/
aldursflokki	/altʏr̥sflɔhcɪ/
aldursflokkum	/altʏr̥sflɔhkʏm/
aldursgreina	/altʏr̥skrɛjna/
aldurshóp	/altʏr̥shouːp/
aldurshópa	/altʏr̥shouːpa/
aldurshópar	/altʏr̥shouːpar/
aldurshópi	/altʏr̥shouːpɪ/
aldurshópnum	/altʏr̥shouhpnʏm/
aldurshópum	/altʏr̥shouːpʏm/
aldursmun	/altʏr̥smʏːn/
aldursmunur	/altʏr̥smʏːnʏr/
aldursstig	/altʏr̥stɪɣ/
aldurstakmark	/altʏr̥stʰaːkmar̥k/
aldurstakmarkið	/altʏr̥stʰakmar̥cɪð/
aldurstengds	/altʏr̥stɛjŋts/
aldurtila	/altʏrtɪːla/
alefli	/aːlɛplɪ/
alein	/aːlein/
aleina	/aːleina/
aleini	/aːleinɪ/
aleinir	/aːleinɪr/
aleinn	/aːleitn̥/
alex	/aːlɛks/
Alexander	/aːlɛksantɛr/
Alexanders	/aːlɛksanter̥s/
Alexanderson	/aːlɛxsantɛr̥sɔːn/
Alexandersson	/aːlɛksanter̥sɔːn/
Alexandra	/aːlɛksantra/
alfa	/alfa/
alfadeildinni	/alfatɛjltɪnɪ/
alfaraleið	/alfaraleiːð/
alfarið	/alfarɪð/
alfonso	/alfɔnsɔ/
Alfreð	/alfrɛð/
Alfreðs	/alfrɛðs/
Alfreðsdóttir	/alfrɛðstouhtɪr/
Alfreðsson	/alfrɛðsɔːn/
alfreðssonar	/alfrɛðsɔːnar/
alfræðiorðabókin	/alfrajðɪɔrðapouːcɪn/
alfræðiriti	/alfrajðɪrɪːtɪ/
algegnt	/alcɛjŋ̥t/
Algeirsborg	/alceir̥spɔrk/
algeng	/alceiŋk/
algenga	/alcɛjŋka/
algengan	/alcɛjŋkan/
algengar	/alceiŋkar/
algengara	/alceiŋkara/
algengari	/alceiŋkarɪ/
algengast	/alceiŋkast/
algengasta	/alceiŋkasta/
algengastar	/alcɛjŋkastar/
algengi	/alcɛjɲcɪ/
algengir	/alceiɲcɪr/
algengra	/alcɛjŋkra/
algengt	/alceiŋ̊t/
algengum	/alceiŋkʏm/
algengur	/alceiŋkʏr/
algengust	/alceiŋkʏst/
algengustu	/alceiŋkʏstʏ/
alger	/alcɛr/
algera	/alcɛra/
algerar	/alcɛrar/
algerlega	/alcɛrlɛɣa/
algerrar	/alcɛrar/
algerri	/alcɛrɪ/
algert	/alcɛr̥t/
algeru	/alcɛrʏ/
algild	/alcɪlt/
algilt	/alcɪl̥t/
algjör	/alcœr/
algjöra	/alcœra/
algjöran	/alcœran/
algjörlega	/alcœrlɛɣa/
algjörri	/alcœrɪ/
algjört	/alcœr̥t/
algjöru	/alcœrʏ/
algjörum	/alcœrʏm/
algleymi	/alkleimɪ/
algleymingi	/alkleimiɲcɪ/
algóðan	/alkouðan/
algóður	/alkouðʏr/
algróin	/alkrouɪn/
algyðishofið	/alkɪðɪshɔːvɪð/
alheimi	/aːlhɛjmɪ/
alheiminn	/aːlheimɪn/
alheiminum	/aːlheimɪnʏm/
alheims	/aːlhɛjms/
alheimsins	/aːlheimsɪns/
alheimurinn	/aːlheimʏrɪn/
alhliða	/al̥ɪða/
alhug	/aːl̥ʏɣ/
alhuga	/aːlhʏɣa/
alhvítur	/aːlkʰvitʏr/
ali	/aːlɪ/
alið	/aːlɪð/
alin	/aːlɪn/
alinn	/aːlɪn/
alist	/aːlɪst/
alkahóli	/alkʰahouːlɪ/
alkalí	/alkʰali/
alkalírafhlöður	/alkʰalirafl̥œðʏr/
alklædd	/alklait/
alkominn	/alkʰɔmɪn/
alkóa	/alkoua/
alkóhólista	/al̥kouhoulɪsta/
alkunna	/alkʏna/
alkunnri	/alkʰʏnrɪ/
alkunnu	/alkʏnʏ/
all	/atl̥/
alla	/atla/
allajafna	/atlajapna/
allan	/atlan/
allar	/atlar/
allavega	/atlavɛɣa/
allavegana	/atlavɛkana/
allflestra	/atl̥flɛstra/
allflóknu	/atl̥flouhknʏ/
allforhertur	/atl̥fɔːrhɛr̥tʏr/
allgóður	/atl̥kouːðʏr/
allhressilega	/atl̥r̥ɛsɪlɛɣa/
Alli	/alɪ/
allir	/atlɪr/
alllangt	/atlauŋ̊t/
alllengi	/atleiɲcɪ/
allliðlegan	/atlɪðlɛɣan/
allmargar	/atl̥markar/
allmargir	/atl̥marɲcɪr/
allmikið	/atl̥mɪɲcɪð/
allmörg	/atl̥mœrk/
allmörgum	/atl̥mœrkʏm/
allnáið	/atl̥nauɪð/
allnokkra	/atl̥nɔhkra/
allnokkrar	/atl̥nɔhkrar/
allnokkrum	/atl̥nɔhkrʏm/
allnokkuð	/atl̥nɔhkʏð/
allnokkur	/atl̥nɔhkʏr/
alloft	/atlɔft/
allra	/atl̥ra/
Allrahanda	/atl̥rahanta/
allrar	/atl̥rar/
allravestast	/atlravɛstast/
allri	/atl̥rɪ/
alls	/als/
allsber	/alspɛr/
allsberir	/alspɛrɪr/
allsendis	/alsɛntɪs/
allsherjar	/alshɛrjar/
allsherjarnefndin	/alshɛrjarnɛmtɪn/
allsherjarsál	/alshɛrjarsauːl/
allsherjartákn	/alshɛrjartʰauhkn̥/
allsherjarþinginu	/alshɛrjarθiɲcɪnʏ/
allskonar	/alskʰɔnar/
allskostar	/alskʰɔstar/
allskyns	/alscʰɪns/
allsráðandi	/alsrauðantɪ/
allstaðar	/alstaðar/
allstóran	/atl̥stouːran/
allstórir	/atlstouːrɪr/
allt	/al̥t/
alltaf	/al̥tav/
alltént	/atl̥tjɛn̥t/
alltof	/al̥tɔv/
alltsvo	/al̥tsɔ/
alltumlykjandi	/al̥tʏmlɪcantɪ/
allur	/atlʏr/
allvel	/atl̥vɛːl/
allveruleg	/atl̥vɛːrʏlɛɣ/
allverulega	/atl̥vɛːrʏlɛɣa/
allverulegt	/atl̥vɛːrʏlɛxt/
Alma	/alma/
almanak	/almanaːk/
almanaki	/almanaːcɪ/
almanakið	/almanaːcɪð/
almannafé	/almanafjɛː/
almannafæri	/almanafaiːrɪ/
Almannagjá	/almanacauː/
almannahagsmunir	/almanahaxsmʏnɪr/
almannaheilla	/almanahɛjtla/
Almannaskarð	/almanaskarð/
almannatenglar	/almanatʰɛjŋlar/
almannatengsl	/almanatʰɛjŋstl̥/
almannatrygginga	/almanatʰrɪciŋka/
almannatryggingar	/almanatʰrɪciŋkar/
almannavarna	/almanavartna/
almannavarnir	/almanavartnɪr/
Almar	/almar/
Almarsson	/almar̥sɔːn/
almáttugan	/almauhtʏɣan/
almáttugs	/almauhtʏxs/
almáttugur	/almauhtʏɣʏr/
almenn	/almɛn/
almenna	/almɛna/
almennan	/almɛnan/
almennar	/almɛnar/
almennari	/almɛnarɪ/
almenni	/almɛnɪ/
almennileg	/almɛnɪlɛɣ/
almennilega	/almɛnɪlɛɣa/
almennilegan	/almɛnɪlɛɣan/
almennilegir	/almɛnɪleiːjɪr/
almennilegt	/almɛnɪlɛxt/
almennilegum	/almɛnɪlɛɣʏm/
almennilegur	/almɛnɪlɛɣʏr/
almenning	/almɛniŋk/
almenningi	/almɛniɲcɪ/
almenninginn	/almɛniɲcɪn/
almenningnum	/almɛniŋknʏm/
almennings	/almɛniŋks/
almenningsálitið	/almɛniŋksauːlɪtɪð/
almenningsbókasöfn	/almɛniŋspouːkasœpn̥/
almenningseign	/almɛniŋkseikn̥/
almenningseigu	/almɛniŋsɛjɣʏ/
almenningshlaupa	/almɛniŋsl̥œipa/
almenningssamgangna	/almɛniŋksamkauŋkna/
almenningssamgöngum	/almɛniŋksamkœiŋkʏm/
almenningssamgöngur	/almɛniŋksamkœiŋkʏr/
almenningssjóðunum	/almɛniŋsjouːðɔnʏm/
almenningstindur	/almɛniŋstɪntʏr/
almenningur	/almɛniŋkʏr/
almennir	/almɛnɪr/
almennra	/almɛnra/
almennrar	/almɛnrar/
almennri	/almɛnrɪ/
almenns	/almɛns/
almennt	/almɛn̥t/
almennu	/almɛnʏ/
almennum	/almɛnʏm/
almennur	/almɛnʏr/
almúgann	/almuɣan/
almúgans	/almuɣans/
almúginn	/almujɪn/
almættið	/almaihtɪð/
almættinu	/almaihtɪnʏ/
alnæmi	/alnaimɪ/
alnæmis	/alnaimɪs/
alnæmisfaraldrinum	/alnajmɪsfaːraltrɪnʏm/
Alnæmissamtökin	/alnaimɪsamtœcɪn/
aloe	/aːlouɛ/
alpagreinar	/al̥pakreinar/
alpagreinum	/al̥pakreinʏm/
alpaklúbbsins	/al̥pakʰlupsɪns/
alpaklúbburinn	/al̥pakʰlupʏrɪn/
alrangt	/alrauŋ̊t/
alríkislögreglan	/alricɪstlœɣrɛklan/
alríkislögreglunnar	/alricɪstlœɣrɛklʏnar/
alræði	/alraiðɪ/
alræmda	/alraimta/
alræmdi	/alrajmtɪ/
alræmdu	/alraimtʏ/
alræmdur	/alraimtʏr/
als	/als/
alsett	/alsɛht/
alsettum	/aːlsɛhtʏm/
alsettur	/alsɛhtʏr/
Alsír	/alsir/
alskegg	/alscɛk/
alsnjóa	/aːlstnjoua/
alsoddi	/alsɔtɪ/
alstaðar	/alstaðar/
alsæll	/alsaitl̥/
alsælu	/alsailʏ/
alt	/al̥t/
altalandi	/aːltaːlantɪ/
altari	/al̥tarɪ/
altarið	/al̥tarɪð/
altarinu	/al̥tarɪnʏ/
altaris	/al̥tarɪs/
altarisganga	/al̥tarɪskauŋka/
altarisgöngu	/al̥tarɪskœiŋkʏ/
altarissakramentið	/al̥tarɪsakramɛn̥tɪð/
altarissakramentinu	/al̥tarɪsakramɛn̥tɪnʏ/
altarissveinn	/al̥tarɪsveitn̥/
altaristöfluna	/al̥tarɪstʰœplʏna/
altekið	/altɛcɪð/
altekin	/altɛcɪn/
altekinn	/altɛcɪn/
alténd	/altjɛn̥t/
altsvo	/al̥tsɔ/
alúð	/aːluð/
alúðlegur	/aːluðlɛɣʏr/
alvara	/alvara/
alvaran	/alvaran/
alvarleg	/alvarlɛɣ/
alvarlega	/alvarlɛɣa/
alvarlegan	/alvarlɛɣan/
alvarlegar	/alvarlɛɣar/
alvarlegasta	/alvarlɛɣasta/
alvarlegir	/alvarleijɪr/
alvarlegra	/alvarlɛɣra/
alvarlegri	/alvarlɛɣrɪ/
alvarlegs	/alvarlɛxs/
alvarlegt	/alvarlɛxt/
alvarlegu	/alvarlɛɣʏ/
alvarlegum	/alvarlɛɣʏm/
alvarlegur	/alvarlɛɣʏr/
alvarlegustu	/alvarlɛɣʏstʏ/
alvarleika	/alvarleiːka/
alveg	/alvɛɣ/
alveldi	/alvɛltɪ/
alversta	/alvɛr̥sta/
Alviðru	/alvɪðrʏ/
alvitur	/alvɪtʏr/
alvæpni	/alvaihpnɪ/
alvöru	/alvœrʏ/
alvörugefin	/alvœrʏcɛvɪn/
alvörugefinn	/alvœrʏcɛvɪn/
alvörugefni	/alvœrʏcɛpnɪ/
alvörumál	/alvœrʏmauːl/
alvöruna	/alvœrʏna/
alvörunni	/alvœrʏnɪ/
alvörupabba	/alvœrʏpapa/
alvörusamninga	/alvœrʏsamniŋka/
alvörusvip	/alvœrʏsvɪːp/
alvöruþunga	/alvœrʏθuŋka/
Alzheimer	/alshaimɛr/
alþekkt	/alθɛxt/
Alþingi	/alθiɲcɪ/
Alþingis	/alθiɲcɪs/
Alþingishúsið	/alθiɲcshuːsɪð/
alþingiskosningar	/alθiɲcɪskʰɔstniŋkar/
alþingiskosningum	/alθiɲcɪskʰɔstniŋkʏm/
alþingismaður	/alθiɲcɪsmaːðʏr/
alþingismanna	/alθiɲcɪsmana/
alþingismanni	/alθiɲcɪsmanɪ/
alþingismanns	/alθiɲcɪsmans/
alþingismenn	/alθiɲcɪsmɛn/
alþingismönnum	/alθiɲcɪsmœnʏm/
alþjóð	/alθjouð/
alþjóða	/alθjouða/
Alþjóðabankans	/alθjouðapauŋ̊kans/
Alþjóðabankinn	/alθjouðapauŋ̊cɪn/
alþjóðagjaldeyrissjóðsins	/alθjouðacalteirɪsjouðsɪns/
alþjóðagjaldeyrissjóðurinn	/alθjouðacalteirɪsjouðʏrɪn/
alþjóðahvalveiðiráðsins	/alθjouðakvalveiðɪrauðsɪns/
alþjóðalögum	/alθjouðalœːɣʏm/
alþjóðamarkaði	/alθjouðamar̥kaðɪ/
alþjóðamál	/alθjouðamauːl/
alþjóðamálum	/alθjouðamauːlʏm/
alþjóðasamfélagið	/alθjouðasamfjɛlaijɪð/
alþjóðasamfélaginu	/alθjouðasamfjɛlaijɪnʏ/
alþjóðasamfélagsins	/alθjouðasamfjɛlaxsɪns/
alþjóðasamninga	/alθjouðasamniŋka/
alþjóðastofnana	/alθjouðastɔpnana/
alþjóðasveitanna	/alθjouðasveiːtana/
alþjóðasveitirnar	/alθjouðasveiːtɪtnar/
alþjóðasveitunum	/alθjouðasveiːtɔnʏm/
alþjóðavettvangi	/alθjouðavɛhtvauɲcɪ/
alþjóðavísu	/alθjouðaviːsʏ/
alþjóðavæðing	/alθjouðavaiːðiŋk/
alþjóðavæðingar	/alθjouðavaiːðiŋkar/
alþjóðavæðingu	/alθjouðavaiːðiŋkʏ/
alþjóðleg	/alθjouðlɛɣ/
alþjóðlega	/alθjouðlɛɣa/
alþjóðlegan	/alθjouðlɛɣan/
alþjóðlegar	/alθjouðlɛɣar/
alþjóðlegi	/alθjouðleijɪ/
alþjóðlegir	/alθjouðleijɪr/
alþjóðlegra	/alθjouðlɛɣra/
alþjóðlegrar	/alθjouðlɛɣrar/
alþjóðlegri	/alθjouðlɛɣrɪ/
alþjóðlegs	/alθjouðlɛxs/
alþjóðlegt	/alθjouðlɛxt/
alþjóðlegu	/alθjouðlɛɣʏ/
alþjóðlegum	/alθjouðlɛɣʏm/
alþjóðlegur	/alθjouðlɛɣʏr/
alþýða	/alθiða/
alþýðan	/alθiðan/
alþýðu	/alθiðʏ/
Alþýðubandalagið	/alθiðʏpantalaijɪð/
Alþýðubandalaginu	/alθiðʏpantalaijɪnʏ/
Alþýðubandalagsins	/alθiðʏpantalaxsɪns/
Alþýðublaðið	/alθiðʏplaːðɪð/
Alþýðublaðinu	/alθiðʏplaːðɪnʏ/
Alþýðuflokksins	/alθiðʏflɔhksɪns/
alþýðufylkingarinnar	/alθiðʏfɪl̥ciŋkarɪnar/
Alþýðuhúsinu	/alθiðʏhuːsɪnʏ/
alþýðunnar	/alθiðʏnar/
alþýðunni	/alθiðʏnɪ/
Alþýðusambandið	/alθiðʏsampantɪð/
Alþýðusambands	/alθiðʏsampants/
Alþýðusambandsins	/alθiðʏsampantsɪns/
ama	/aːma/
amaði	/aːmaðɪ/
amalegt	/aːmalɛxt/
Amalía	/aːmalija/
Amalíu	/aːmalijʏ/
Amanda	/aːmanta/
amar	/aːmar/
amasónar	/aːmasounar/
amast	/aːmast/
ambassadorinn	/ampasatɔrɪn/
ambátt	/ampauht/
ambáttin	/ampauhtɪn/
ambáttir	/ampauhtɪr/
amen	/aːmɛn/
Ameríka	/aːmɛrika/
Ameríkana	/aːmɛrikaːna/
Ameríkanar	/aːmɛrikaːnar/
Ameríkanarnir	/aːmɛrikʰanːatnɪr/
Ameríkani	/aːmɛrikaːnɪ/
Ameríkaninn	/aːmɛrikʰaːnɪn/
Ameríku	/aːmɛrikʏ/
Ameríkumaðurinn	/aːmɛrikʏmaːðʏrɪn/
amerísk	/aːmɛrisk/
ameríska	/aːmɛriska/
amerískan	/aːmɛriskan/
amerískar	/aːmɛriskar/
ameríski	/aːmɛriscɪ/
amerískir	/aːmɛriscɪr/
amerískri	/aːmɛriskrɪ/
amerískt	/aːmɛrist/
amerísku	/aːmɛriskʏ/
amerískum	/aːmɛriskʏm/
amerískur	/aːmɛriskʏr/
ametyst	/aːmɛtɪst/
amfetamín	/amfɛtamiːn/
amfetamíni	/amfɛtamiːnɪ/
amfetamínneytendur	/amfɛtaminɛːjtɛntʏr/
amfetamíns	/amfɛtamins/
amma	/ama/
amman	/aman/
amper	/am̥pɛr/
Amsterdam	/amstɛrtam/
amstri	/amstrɪ/
amstur	/amstʏr/
amtbókasafninu	/am̥tpoukasapnɪnʏ/
amtmaður	/am̥tmaðʏr/
amtmanni	/am̥tmanɪ/
amtmanns	/am̥tmans/
amtmannsins	/am̥tmansɪns/
Amtsbókasafnið	/am̥tspoukasapnɪð/
an	/aːn/
ana	/aːna/
ananas	/aːnanas/
anarkismi	/aːnarcɪsmɪ/
anarkista	/aːnarcɪsta/
anarkistar	/aːnarcɪstar/
anda	/anta/
andað	/antað/
andaði	/antaðɪ/
andaðist	/antaðɪst/
andaðu	/antaðʏ/
andafjör	/antafjœːr/
andagift	/antacɪft/
andakílsbrautinni	/antacʰilsprœitɪnɪ/
andakt	/antaxt/
andaktugur	/antaxtʏɣʏr/
Andalúsíu	/antalusijʏ/
andann	/antan/
andans	/antans/
andanum	/antanʏm/
andapollinn	/antapʰɔtlɪn/
andar	/antar/
andardrátt	/antartrauht/
andardráttinn	/antartrauhtɪn/
andardráttur	/antartrauhtʏr/
andardrátturinn	/antartrauhtʏrɪn/
andardrættinum	/antartraihtɪnʏm/
andarnir	/antatnɪr/
andarslitrunum	/antarstlɪtrɔnʏm/
andartak	/antartʰaːk/
andartaki	/antartʰaːcɪ/
andartakið	/antartʰaːcɪð/
andartaks	/antartʰaks/
andartaksins	/antartʰaksɪns/
andartaksstund	/antartʰakstʏnt/
andartaksþögn	/antartʰaksθœkn̥/
andartegundum	/antartʰɛːɣʏntʏm/
andartök	/antartʰœːk/
andartökum	/antartʰœːkʏm/
andarunga	/antaruŋka/
andarvarp	/antarvar̥p/
andast	/antast/
andavatn	/antavahtn̥/
andblæ	/antplai/
andblæinn	/antplaijɪn/
andblær	/antplair/
anddyri	/antɪrɪ/
anddyrið	/antɪrɪð/
anddyrinu	/antɪrɪnʏ/
Anders	/antɛr̥s/
Andersen	/antɛr̥sɛn/
Andersens	/antɛr̥sɛns/
Andersson	/antɛr̥sɔːn/
andes	/antɛs/
andesfjöllin	/antɛsfjœtlɪn/
andey	/antɛj/
andfuglum	/antfʏklʏm/
andfúll	/antfutl̥/
andhéri	/antçɛːrɪ/
andhverfu	/antkʰvɛrvʏ/
andi	/antɪ/
andinn	/antɪn/
andkommúnista	/antkʰɔmunɪsta/
andköf	/antkœv/
andköfum	/antkœvʏm/
andlát	/antlaut/
andláti	/antlautɪ/
andlátið	/antlautɪð/
andláts	/antlauts/
andleg	/antlɛɣ/
andlega	/antlɛɣa/
andlegan	/antlɛɣan/
andlegar	/antlɛɣar/
andlegir	/antleijɪr/
andlegra	/antlɛɣra/
andlegrar	/antlɛɣrar/
andlegri	/antlɛɣrɪ/
andlegs	/antlɛxs/
andlegt	/antlɛxt/
andlegu	/antlɛɣʏ/
andlegum	/antlɛɣʏm/
andlegur	/antlɛɣʏr/
andleysið	/antlɛjsɪð/
andlit	/antlɪt/
andliti	/antlɪtɪ/
andlitið	/antlɪtɪð/
andlitin	/antlɪtɪn/
andlitinu	/antlɪtɪnʏ/
andlits	/antlɪts/
andlitsdrætti	/antlɪtstraihtɪ/
andlitsdrættir	/antlɪtstraihtɪr/
andlitsdrættirnir	/antlɪtstraihtɪtnɪr/
andlitsins	/antlɪtsɪns/
andlitslitir	/antlɪtstlɪːtɪr/
andlitslyftingu	/antlɪtstlɪftiŋkʏ/
andlitslyftur	/antlɪtstlɪftʏr/
andlitsmynd	/antlɪtsmɪnt/
andlitssnyrtingu	/antlɪtstnɪr̥tiŋkʏ/
andlitssvip	/antlɪtsvɪːp/
andlitsvatn	/antlɪtsvahtn̥/
